"id_no","binomial","presence","origin","seasonal","compiler","yrcompiled","citation","subspecies","subpop","source","island","tax_comm","dist_comm","legend","kingdom","phylum","class","order_","family","genus","category","marine","terrestial","freshwater","SHAPE_Leng","SHAPE_Area"
10156,"Hipposideros pygmaeus",1,1,1,"IUCN",2019,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Bohol",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","HIPPOSIDERIDAE","Hipposideros","LC","false","true","false",2.95149013323,0.309916101981
10156,"Hipposideros pygmaeus",1,1,1,"IUCN",2019,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Panay",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","HIPPOSIDERIDAE","Hipposideros","LC","false","true","false",6.88830483989,0.956493780704
10156,"Hipposideros pygmaeus",1,1,1,"IUCN",2019,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Mindanao",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","HIPPOSIDERIDAE","Hipposideros","LC","false","true","false",0.828113705088,0.0153534541946
10156,"Hipposideros pygmaeus",1,1,1,"IUCN",2019,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Marinduque",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","HIPPOSIDERIDAE","Hipposideros","LC","false","true","false",1.44775436415,0.0752933052058
10156,"Hipposideros pygmaeus",1,1,1,"IUCN",2019,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Luzon",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","HIPPOSIDERIDAE","Hipposideros","LC","false","true","false",28.181569211,3.89351901644
10156,"Hipposideros pygmaeus",1,1,1,"IUCN",2019,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Negros",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","HIPPOSIDERIDAE","Hipposideros","LC","false","true","false",6.55615822713,1.05489930334
9127,"Gerbillus henleyi",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Gerbillus","LC","false","true","false",329.612793045,338.111650138
731,"Akodon dayi",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Akodon","LC","false","true","false",24.3255459918,24.3978604648
44687,"Macronycteris gigas",1,1,1,"IUCN",2020,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","HIPPOSIDERIDAE","Macronycteris","LC","false","true","false",152.67917379,291.58643444
44687,"Macronycteris gigas",6,1,1,"IUCN",2020,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Presence Uncertain","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","HIPPOSIDERIDAE","Macronycteris","LC","false","true","false",1.13010060515,0.0507989999974
44687,"Macronycteris gigas",1,1,1,"IUCN",2020,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Bioko",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","HIPPOSIDERIDAE","Macronycteris","LC","false","true","false",1.85201178452,0.157908489227
85707059,"Rhinolophus pusillus",1,1,1,"IUCN",2019,"IUCN (International Union for Conservation of Nature)","pusillus",NA,NA,"Bali",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","RHINOLOPHIDAE","Rhinolophus","LC","false","true","false",0.565194979303,0.022468304944
85707059,"Rhinolophus pusillus",1,1,1,"IUCN",2019,"IUCN (International Union for Conservation of Nature)","pusillus",NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","RHINOLOPHIDAE","Rhinolophus","LC","false","true","false",293.494902422,309.621520853
85707059,"Rhinolophus pusillus",1,1,1,"IUCN",2019,"IUCN (International Union for Conservation of Nature)","pusillus",NA,NA,"Borneo",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","RHINOLOPHIDAE","Rhinolophus","LC","false","true","false",15.0359604837,2.97752149025
85707059,"Rhinolophus pusillus",1,1,1,"IUCN",2019,"IUCN (International Union for Conservation of Nature)","pusillus",NA,NA,"Sumatra",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","RHINOLOPHIDAE","Rhinolophus","LC","false","true","false",0.612991473993,0.0282514700855
85707059,"Rhinolophus pusillus",1,1,1,"IUCN",2019,"IUCN (International Union for Conservation of Nature)","pusillus",NA,NA,"Java",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","RHINOLOPHIDAE","Rhinolophus","LC","false","true","false",3.71177800915,0.541928845059
11487,"Lemniscomys barbarus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Lemniscomys","LC","false","true","false",58.382598068,24.4439918699
11350,"Lasiurus ega",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Lasiurus","LC","false","true","false",412.779129002,1114.03784267
8998,"Genetta cristata",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","VIVERRIDAE","Genetta","VU","false","true","false",18.8040233673,8.23061043087
70610758,"Pithecia irrorata",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)","irrorata",NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","PITHECIIDAE","Pithecia","DD","false","true","false",61.3749782719,100.14612893
17882,"Pogonomys championi",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Pogonomys","DD","false","true","false",0.638229236717,0.0179894995118
899,"Vulpes lagopus",1,1,1,"IUCN",2014,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Anticosti",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","Vulpes","LC","true","true","false",6.72566262616,0.984763113538
899,"Vulpes lagopus",1,1,1,"IUCN",2014,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Spitsbergen",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","Vulpes","LC","true","true","false",81.9067599963,15.5799203084
899,"Vulpes lagopus",1,1,1,"IUCN",2014,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Greenland",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","Vulpes","LC","true","true","false",986.71889579,329.549698533
899,"Vulpes lagopus",1,1,1,"IUCN",2014,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Ellesmere",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","Vulpes","LC","true","true","false",345.882703278,95.1420038607
899,"Vulpes lagopus",1,1,1,"IUCN",2014,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Iceland",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","Vulpes","LC","true","true","false",88.518090697,19.4615788199
899,"Vulpes lagopus",1,1,1,"IUCN",2014,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","Vulpes","LC","true","true","false",2720.65422182,1838.03661944
899,"Vulpes lagopus",1,1,1,"IUCN",2014,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"St. George",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","Vulpes","LC","true","true","false",0.703907310318,0.0134709310737
899,"Vulpes lagopus",1,1,1,"IUCN",2014,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"St. Matthew",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","Vulpes","LC","true","true","false",2.0014265811,0.0507953994331
899,"Vulpes lagopus",1,1,1,"IUCN",2014,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"St. Paul",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","Vulpes","LC","true","true","false",0.913274943649,0.0173450328192
899,"Vulpes lagopus",1,1,1,"IUCN",2014,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Baffin",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","Vulpes","LC","true","true","false",447.988363168,113.507385044
899,"Vulpes lagopus",1,1,1,"IUCN",2014,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Bylot",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","Vulpes","LC","true","true","false",12.9967726885,3.10452753464
899,"Vulpes lagopus",1,1,1,"IUCN",2014,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"St. Lawrence",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","Vulpes","LC","true","true","false",9.15734177718,0.884488653394
899,"Vulpes lagopus",1,1,1,"IUCN",2014,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Hall",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","Vulpes","LC","true","true","false",0.241679518184,0.00283741830805
899,"Vulpes lagopus",1,1,1,"IUCN",2014,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Jan Mayen",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","Vulpes","LC","true","true","false",2.60446405749,0.0952468986493
899,"Vulpes lagopus",1,1,1,"IUCN",2014,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Newfoundland",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","Vulpes","LC","true","true","false",64.0913483718,6.55386082039
21779,"Thomasomys ischyrus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","LC","false","true","false",14.6127940761,3.60683713469
7929,"Eptesicus guadeloupensis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Grand-Terre",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","EN","false","true","false",1.23864574586,0.0506761899871
7929,"Eptesicus guadeloupensis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Basse-Terre",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","EN","false","true","false",1.34867342663,0.0734643599813
3575,"Callithrix kuhlii",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","CALLITRICHIDAE","Callithrix","VU","false","true","false",8.44506737738,3.84360681528
9248,"Glischropus tylopus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Batjan",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Glischropus","LC","false","true","false",2.67294076959,0.153476424955
9248,"Glischropus tylopus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Glischropus","LC","false","true","false",112.555816053,106.98430628
9248,"Glischropus tylopus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Borneo",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Glischropus","LC","false","true","false",74.6414898343,59.5687282297
9248,"Glischropus tylopus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Sumatra",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Glischropus","LC","false","true","false",50.4370271273,34.9352795253
9248,"Glischropus tylopus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Palawan",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Glischropus","LC","false","true","false",14.8079661143,0.946755115023
3592,"Callosciurus albescens",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Callosciurus","DD","false","true","false",12.5568594834,4.79024793493
20072,"Scotophilus robustus",1,1,1,"IUCN",2017,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Madagascar",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Scotophilus","LC","false","true","false",29.6208213269,34.3505956825
10163,"Hipposideros stenotis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Boongaree Island",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","HIPPOSIDERIDAE","Hipposideros","LC","false","true","false",0.36894790639,0.00390398499735
10163,"Hipposideros stenotis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","HIPPOSIDERIDAE","Hipposideros","LC","false","true","false",107.334104578,41.158758837
10163,"Hipposideros stenotis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Koolan Island",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","HIPPOSIDERIDAE","Hipposideros","LC","false","true","false",0.378868367071,0.00225935498615
10163,"Hipposideros stenotis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Bathurst Island",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","HIPPOSIDERIDAE","Hipposideros","LC","false","true","false",0.126495118344,0.00055322001505
8162,"Euchoreutes naso",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","DIPODIDAE","Euchoreutes","LC","false","true","false",91.3869776233,178.083857407
15006,"Nyctophilus howensis",5,1,1,"IUCN",2020,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extinct","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Nyctophilus","EX","false","true","false",0.260955629858,0.00142502495755
5796,"Ctenomys australis",1,1,1,"IUCN SSC Small Mammal Specialist Group",2017,"IUCN SSC Small Mammal Specialist Group",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CTENOMYIDAE","Ctenomys","EN","false","true","false",12.6359338827,3.97019919071
41448,"Diplomesodon pulchellum",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","SORICIDAE","Diplomesodon","LC","false","true","false",135.139291965,203.833940709
2045,"Archboldomys luzonensis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Luzon",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Archboldomys","VU","false","true","false",0.158590184727,0.00185555998095
19417,"Reithrodontomys sumichrasti",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Reithrodontomys","LC","false","true","false",75.1785669272,27.9270964788
20493,"Xerospermophilus tereticaudus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Xerospermophilus","LC","false","true","false",40.0408948625,29.8357768864
16042,"Paracrocidura graueri",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","SORICIDAE","Paracrocidura","DD","false","true","false",1.1084626373,0.0812360050406
15093,"Octomys mimax",1,1,1,"IUCN SSC Small Mammal Specialist Group",2016,"IUCN SSC Small Mammal Specialist Group",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","OCTODONTIDAE","Octomys","LC","false","true","false",13.7161799818,11.1964134935
12900,"Maxomys musschenbroekii",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Sulawesi",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Maxomys","LC","false","true","false",57.542884548,13.772510435
8541,"Felis margarita",3,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Possibly Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","Felis","LC","false","true","false",241.453936361,212.694770216
8541,"Felis margarita",6,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,"Mallon & Budd 2011",NA,NA,NA,"Presence Uncertain","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","Felis","LC","false","true","false",1.69478712717,0.149689518876
8541,"Felis margarita",6,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Presence Uncertain","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","Felis","LC","false","true","false",21.7896668436,11.7162223922
8541,"Felis margarita",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","Felis","LC","false","true","false",165.659034538,160.176761387
8541,"Felis margarita",4,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Possibly Extinct","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","Felis","LC","false","true","false",22.6142119212,5.42115210388
8541,"Felis margarita",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,"Hamerlynck pers. comm. 2011",NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","Felis","LC","false","true","false",4.45541605383,1.28455705124
8541,"Felis margarita",6,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,"Bunaian et al. 2001",NA,NA,NA,"Presence Uncertain","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","Felis","LC","false","true","false",1.40738153836,0.125604263396
8541,"Felis margarita",3,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,"Mallon & Budd 2011",NA,NA,NA,"Possibly Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","Felis","LC","false","true","false",68.6563736435,31.6688816535
8541,"Felis margarita",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,"Mallon & Budd 2011",NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE","Felis","LC","false","true","false",23.3027555882,9.09557940398
62016,"Microgale majori",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Madagascar",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","AFROSORICIDA","TENRECIDAE","Microgale","LC","false","true","false",33.1811904755,9.20759307554
1583,"Antechinus godmani",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","DASYUROMORPHIA","DASYURIDAE","Antechinus","LC","false","true","false",3.00842958585,0.30643838933
8827,"Galenomys garleppi",1,1,1,"IUCN SSC Small Mammal Specialist Group",2018,"IUCN SSC Small Mammal Specialist Group",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Galenomys","DD","false","true","false",8.96588926136,4.32650067664
12548,"Macaca arctoides",1,1,1,"IUCN",2020,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","CERCOPITHECIDAE","Macaca","VU","false","true","false",196.19284995,136.59434455
12548,"Macaca arctoides",1,3,1,"IUCN",2020,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant & Introduced (resident)","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","CERCOPITHECIDAE","Macaca","VU","false","true","false",3.38614153618,0.0680149045297
12548,"Macaca arctoides",4,1,1,"IUCN",2020,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Possibly Extinct","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","CERCOPITHECIDAE","Macaca","VU","false","true","false",21.228325879,14.2760840335
6410,"Dendrohyrax dorsalis",1,1,1,"IUCN",2015,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","HYRACOIDEA","PROCAVIIDAE","Dendrohyrax","LC","false","true","false",132.990323585,248.796570324
6410,"Dendrohyrax dorsalis",1,1,1,"IUCN",2015,"IUCN (International Union for Conservation of Nature)","dorsalis",NA,NA,"Bioko",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","HYRACOIDEA","PROCAVIIDAE","Dendrohyrax","LC","false","true","false",1.85162050275,0.157893636358
8033,"Erophylla sezekorni",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Great Abaco",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Erophylla","LC","false","true","false",4.98565201029,0.105326369991
8033,"Erophylla sezekorni",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Jamaica",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Erophylla","LC","false","true","false",6.83141643302,0.941049284791
