"id_no","binomial","presence","origin","seasonal","compiler","yrcompiled","citation","subspecies","subpop","source","island","tax_comm","dist_comm","legend","kingdom","phylum","class","order_","family","genus","category","marine","terrestial","freshwater","SHAPE_Leng","SHAPE_Area"
18754,"Pteropus rayneri",1,1,1,"IUCN",2017,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Simbo",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","NT","false","true","false",0.17589045524,0.000934873472295
18754,"Pteropus rayneri",1,1,1,"IUCN",2017,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Gatokae",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","NT","false","true","false",0.453997920863,0.00732112199503
18754,"Pteropus rayneri",1,1,1,"IUCN",2017,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Choiseul",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","NT","false","true","false",4.12727293992,0.254360483436
18754,"Pteropus rayneri",1,1,1,"IUCN",2017,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Santa Isabel",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","NT","false","true","false",5.8618595354,0.313360694813
18754,"Pteropus rayneri",1,1,1,"IUCN",2017,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"New Georgia",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","NT","false","true","false",3.69789981526,0.171391825069
18754,"Pteropus rayneri",1,1,1,"IUCN",2017,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Shortland",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","NT","false","true","false",0.786868153119,0.0172620223079
18754,"Pteropus rayneri",1,1,1,"IUCN",2017,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Mono",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","NT","false","true","false",0.290560945726,0.00547269205642
18754,"Pteropus rayneri",1,1,1,"IUCN",2017,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Guadalcanal",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","NT","false","true","false",3.58936683382,0.449750970678
18754,"Pteropus rayneri",1,1,1,"IUCN",2017,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Malaita",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","NT","false","true","false",4.94192007136,0.316052326128
18754,"Pteropus rayneri",1,1,1,"IUCN",2017,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Ghizo",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","NT","false","true","false",0.37702027253,0.00286058653572
18754,"Pteropus rayneri",1,1,1,"IUCN",2017,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Buka",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","NT","false","true","false",1.2930732282,0.048807520793
18754,"Pteropus rayneri",1,1,1,"IUCN",2017,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Kolombangara",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","NT","false","true","false",1.00758912727,0.0572167740245
18754,"Pteropus rayneri",1,1,1,"IUCN",2017,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Rendova",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","NT","false","true","false",1.06995078844,0.0327692482823
18754,"Pteropus rayneri",1,1,1,"IUCN",2017,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Vella Lavella",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","NT","false","true","false",1.38080930034,0.053189145404
18754,"Pteropus rayneri",1,1,1,"IUCN",2017,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Tetepare",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","NT","false","true","false",0.588697477626,0.0101067675221
18754,"Pteropus rayneri",3,1,1,"IUCN",2017,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Borora Fa",NA,NA,"Possibly Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","NT","false","true","false",0.625264222014,0.00605406226488
18754,"Pteropus rayneri",1,1,1,"IUCN",2017,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Vangunu",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","NT","false","true","false",1.46151774223,0.0434744139782
18754,"Pteropus rayneri",1,1,1,"IUCN",2017,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Ranongga",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","NT","false","true","false",0.629470270909,0.0118770474059
18754,"Pteropus rayneri",1,1,1,"IUCN",2017,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Bougainville",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE","Pteropus","NT","false","true","false",5.49074673883,0.708596606367
5830,"Ctenomys tuconax",1,1,1,"IUCN SSC Small Mammal Specialist Group",2018,"IUCN SSC Small Mammal Specialist Group",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CTENOMYIDAE","Ctenomys","DD","false","true","false",8.18135051254,4.79438194462
118264161,"Canis aureus",1,1,1,"IUCN",2018,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Sri Lanka",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","Canis","LC","false","true","false",15.6200562087,5.39438941725
118264161,"Canis aureus",1,1,1,"IUCN",2018,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","Canis","LC","false","true","false",645.733199207,1022.9340961
41429,"Episoriculus fumidus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","EULIPOTYPHLA","SORICIDAE","Episoriculus","LC","false","true","false",11.1535416958,1.13463823269
14741,"Neusticomys mussoi",1,1,1,"IUCN SSC Small Mammal Specialist Group",2017,"IUCN SSC Small Mammal Specialist Group",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Neusticomys","VU","false","true","true",4.43067718548,1.56217608618
4265,"Rucervus eldii",4,1,1,"IUCN",2015,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Possibly Extinct","ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","CERVIDAE","Rucervus","EN","false","true","true",0.643032722133,0.0281059197421
4265,"Rucervus eldii",1,1,1,"IUCN",2015,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Hainan",NA,"Da Tian Po Lu Nature Reserve","Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","CERVIDAE","Rucervus","EN","false","true","true",0.407061126366,0.00746175999425
4265,"Rucervus eldii",1,1,1,"IUCN",2015,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,"Keibul Lamjao National Park","Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","CERVIDAE","Rucervus","EN","false","true","true",0.347984430473,0.00864712507575
4265,"Rucervus eldii",1,2,1,"IUCN",2015,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Hainan",NA,"Bangxi Nature Reserve","Extant & Reintroduced (resident)","ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","CERVIDAE","Rucervus","EN","false","true","true",0.22121397461,0.0027188950203
4265,"Rucervus eldii",1,2,1,"IUCN",2015,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Hainan",NA,"Mihouling Reserve Station","Extant & Reintroduced (resident)","ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","CERVIDAE","Rucervus","EN","false","true","true",0.31238819822,0.00627884489155
4265,"Rucervus eldii",1,1,1,"IUCN",2015,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","CERVIDAE","Rucervus","EN","false","true","true",39.9782284102,7.18838375661
3414,"Cabassous tatouay",1,1,1,"IUCN",2014,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CINGULATA","CHLAMYPHORIDAE","Cabassous","LC","false","true","false",92.1881104236,222.17047427
3330,"Bunomys fratrorum",1,1,1,"IUCN SSC Small Mammal Specialist Group",2016,"IUCN SSC Small Mammal Specialist Group",NA,NA,"Musser 2014",NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Bunomys","VU","false","true","false",5.3857776476,0.575830602915
1559,"Anonymomys mindorensis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Anonymomys","DD","false","true","false",0.834370130885,0.0495539850407
44930,"Plecotus balensis",6,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Presence Uncertain","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Plecotus","DD","false","true","false",0.565058812002,0.0254082377137
44930,"Plecotus balensis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Plecotus","DD","false","true","false",1.13011762388,0.050816475416
44930,"Plecotus balensis",6,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,"Shoa, near Addis Ababa","Presence Uncertain","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Plecotus","DD","false","true","false",0.565058812116,0.0254082377237
42575,"Neotamias quadrimaculatus",1,1,1,"IUCN SSC Small Mammal Specialist Group",2016,"IUCN SSC Small Mammal Specialist Group",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Neotamias","LC","false","true","false",7.56500941873,2.6515857751
13430,"Microtus fortis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Microtus","LC","false","true","false",311.53945235,213.817517979
22040,"Trachypithecus phayrei",1,1,1,"IUCN",2020,"IUCN (International Union for Conservation of Nature)","phayrei",NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","CERCOPITHECIDAE","Trachypithecus","EN","false","true","false",67.1744847505,16.3166849192
22040,"Trachypithecus phayrei",1,1,1,"IUCN",2020,"IUCN (International Union for Conservation of Nature)","crepuscula",NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","CERCOPITHECIDAE","Trachypithecus","EN","false","true","false",43.5051145884,54.5175882269
22040,"Trachypithecus phayrei",1,1,1,"IUCN",2020,"IUCN (International Union for Conservation of Nature)","shanicus",NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","CERCOPITHECIDAE","Trachypithecus","EN","false","true","false",23.9722938254,28.3952867554
47806307,"Acomys selousi",1,1,1,"IUCN SSC Small Mammal Specialist Group",2018,"IUCN SSC Small Mammal Specialist Group",NA,NA,"Verheyen et al. 2011",NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Acomys","LC","false","true","false",19.5224616781,22.882516256
136425,"Oligoryzomys rupestris",1,1,1,"IUCN SSC Small Mammal Specialist Group",2018,"IUCN SSC Small Mammal Specialist Group",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Oligoryzomys","DD","false","true","false",25.2460355787,38.9835139798
4336,"Chaetodipus penicillatus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","HETEROMYIDAE","Chaetodipus","LC","false","true","false",53.8168659115,37.8839407864
6990,"Phyllomys unicolor",1,1,1,"IUCN SSC Small Mammal Specialist Group",2016,"IUCN SSC Small Mammal Specialist Group",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","ECHIMYIDAE","Phyllomys","CR","false","true","false",2.20243055788,0.379791576307
39808,"Presbytis canicrus",1,1,1,"IUCN",2020,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Borneo",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","CERCOPITHECIDAE","Presbytis","EN","false","true","false",15.9156538119,5.00654077905
41259,"Ochotona dauurica",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","LAGOMORPHA","OCHOTONIDAE","Ochotona","LC","false","true","false",150.052059402,236.049045021
19614,"Rhipidomys ochrogaster",1,1,1,"IUCN SSC Small Mammal Specialist Group",2018,"IUCN SSC Small Mammal Specialist Group",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Rhipidomys","DD","false","true","false",5.14513115126,1.95168510115
17487,"Platalina genovensium",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","PHYLLOSTOMIDAE","Platalina","NT","false","true","false",45.0260502534,24.8766454351
20719,"Steatomys cuppedius",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","NESOMYIDAE","Steatomys","LC","false","true","false",10.5427581392,5.33812087943
20719,"Steatomys cuppedius",2,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Probably Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","NESOMYIDAE","Steatomys","LC","false","true","false",60.912871286,84.4619813596
41531,"Eptesicus gobiensis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Eptesicus","LC","false","true","false",114.212516332,418.690012672
62009,"Amblysomus septentrionalis",1,1,1,"IUCN",2015,"Gary Bronner; IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","AFROSORICIDA","CHRYSOCHLORIDAE","Amblysomus","NT","false","true","false",9.15850169194,2.9609778133
62009,"Amblysomus septentrionalis",3,1,1,"Gary Bronner",2015,"Gary Bronner; IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,"Swaziland, Mbabane","Possibly Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","AFROSORICIDA","CHRYSOCHLORIDAE","Amblysomus","NT","false","true","false",0.598577848874,0.0283950294306
62009,"Amblysomus septentrionalis",3,1,1,"IUCN",2015,"Gary Bronner; IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Possibly Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","AFROSORICIDA","CHRYSOCHLORIDAE","Amblysomus","NT","false","true","false",0.388335849489,0.00400305745081
15573,"Oryx gazella",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BOVIDAE","Oryx","LC","false","true","false",63.169132974,157.247589749
15106,"Odobenus rosmarus",1,1,1,"Heidi Ahonen and Anders Skoglund, NPI",2016,"Kit Kovacs, Lloyd Lowry","divergens",NA,"Lloyd Lowry",NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","ODOBENIDAE","Odobenus","VU","true","true","false",1053.81859891,770.393994651
15106,"Odobenus rosmarus",1,1,1,"Heidi Ahonen and Anders Skoglund, NPI",2016,"Kit Kovacs, Lloyd Lowry","rosmarus",NA,"Kit Kovacs",NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","ODOBENIDAE","Odobenus","VU","true","true","false",2961.92570706,1009.07896676
18256,"Piliocolobus tephrosceles",5,1,1,"Drew Cronin",2020,"Red Colobus (Piliocolobus) Conservation Action Plan, 2020–2025",NA,NA,NA,NA,NA,"Misheta","Extinct","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","CERCOPITHECIDAE","Piliocolobus","EN","false","true","false",0.0937347421594,0.000699165981988
18256,"Piliocolobus tephrosceles",1,1,1,"Drew Cronin",2020,"Red Colobus (Piliocolobus) Conservation Action Plan, 2020–2025",NA,NA,NA,NA,NA,"Mbizi","Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","CERCOPITHECIDAE","Piliocolobus","EN","false","true","false",0.239341729022,0.00264876557451
18256,"Piliocolobus tephrosceles",1,1,1,"Drew Cronin",2020,"Red Colobus (Piliocolobus) Conservation Action Plan, 2020–2025",NA,NA,NA,NA,NA,"Mbuzi","Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","CERCOPITHECIDAE","Piliocolobus","EN","false","true","false",0.177593781077,0.00050057712785
18256,"Piliocolobus tephrosceles",5,1,1,"Drew Cronin",2020,"Red Colobus (Piliocolobus) Conservation Action Plan, 2020–2025",NA,NA,NA,NA,NA,NA,"Extinct","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","CERCOPITHECIDAE","Piliocolobus","EN","false","true","false",0.214063703787,0.00258778093434
18256,"Piliocolobus tephrosceles",5,5,1,"Drew Cronin",2020,"Red Colobus (Piliocolobus) Conservation Action Plan, 2020–2025",NA,NA,NA,NA,NA,"Nsangu","Extinct & Origin Uncertain","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","CERCOPITHECIDAE","Piliocolobus","EN","false","true","false",0.079536566141,0.000503399506582
18256,"Piliocolobus tephrosceles",1,1,1,"Drew Cronin",2020,"Red Colobus (Piliocolobus) Conservation Action Plan, 2020–2025",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","CERCOPITHECIDAE","Piliocolobus","EN","false","true","false",4.14601636667,0.310275984101
4138,"Cephalophus callipygus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BOVIDAE","Cephalophus","LC","false","true","false",42.1245524515,60.6434492949
42574,"Neotamias panamintinus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE","Neotamias","LC","false","true","false",24.1503469191,3.78628875552
12655,"Macruromys elegans",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"New Guinea",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Macruromys","DD","false","true","false",0.619881098093,0.0276686930169
21793,"Thomasomys vestitus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Thomasomys","LC","false","true","false",2.90528090975,0.530702442228
14134,"Myotis mystacinus",6,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Presence Uncertain","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","LC","false","true","false",13.3690808098,3.07561208395
14134,"Myotis mystacinus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Ireland",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","LC","false","true","false",65.9487868907,11.2852903326
14134,"Myotis mystacinus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Crete",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","LC","false","true","false",8.69938128195,0.825925125671
14134,"Myotis mystacinus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Corsica",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","LC","false","true","false",7.92320942486,0.953454242156
14134,"Myotis mystacinus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Gotland",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","LC","false","true","false",5.63084520806,0.457553667295
14134,"Myotis mystacinus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Great Britain",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","LC","false","true","false",58.134679166,19.542535553
14134,"Myotis mystacinus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","LC","false","true","false",496.154030102,608.393171303
14134,"Myotis mystacinus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Bornholm",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","LC","false","true","false",1.37091518881,0.0839148110234
14134,"Myotis mystacinus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Isle of Wight",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Myotis","LC","false","true","false",1.53705098998,0.0476065850111
19547,"Rhinolophus lepidus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","RHINOLOPHIDAE","Rhinolophus","LC","false","true","false",242.277367902,307.418830017
19547,"Rhinolophus lepidus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Singapore",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","RHINOLOPHIDAE","Rhinolophus","LC","false","true","false",1.30846080349,0.0449751600077
16681,"Peromyscus mexicanus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Peromyscus","LC","false","true","false",62.6608552603,31.1035527111
9247,"Glischropus javanus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Java",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CHIROPTERA","VESPERTILIONIDAE","Glischropus","DD","false","true","false",0.824270386497,0.0540529099832
2476,"Balaenoptera edeni",1,1,1,"IUCN",2012,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BALAENOPTERIDAE","Balaenoptera","LC","true","false","false",4933.19107775,19582.820517
2476,"Balaenoptera edeni",1,1,1,"IUCN SSC Cetacean Specialist Group",2017,"IUCN SSC Cetacean Specialist Group",NA,"Gulf of Mexico",NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","CETARTIODACTYLA","BALAENOPTERIDAE","Balaenoptera","LC","true","false","false",7.76717206448,1.72053087469
40652,"Paragalago rondoensis",1,1,1,"Andrew Perkin",2020,"Perkin, A. and IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","PRIMATES","GALAGIDAE","Paragalago","EN","false","true","false",0.960572509302,0.0104179392891
737,"Akodon juninensis",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE","Akodon","LC","false","true","false",20.6997373307,9.57618058931
263,"Acomys cahirinus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Acomys","LC","false","true","false",169.525002061,359.11705687
6433,"Dendrolagus matschiei",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"New Guinea",NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Dendrolagus","EN","false","true","false",4.69044998671,1.03866094989
6433,"Dendrolagus matschiei",1,5,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"Umboi",NA,NA,"Extant & Origin Uncertain (resident)","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","Dendrolagus","EN","false","true","false",1.23793102857,0.0711873796591
9119,"Gerbillus dunni",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,NA,NA,NA,"Extant (resident)","ANIMALIA","CHORDATA","MAMMALIA","RODENTIA","MURIDAE","Gerbillus","LC","false","true","false",47.6648859084,29.525594885
