name,class,clade,superorder,order,suborder,family,subfamily,genus,species,subspecies,subgenus,subclass,infraclass,cohort,infraorder,superfamily,parvorder,tribe,species group,no rank
megadontomys nelsoni,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Neotominae,Megadontomys,Megadontomys nelsoni,,,,,,,,,,,
melanomys caliginosus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Melanomys,Melanomys caliginosus,,,,,,,,,,,
meriones crassus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Gerbillinae,Meriones,Meriones crassus,,,,,,,,,,,
meriones hurrianae,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Gerbillinae,Meriones,Meriones meridianus,,,,,,,,,,,
meriones libycus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Gerbillinae,Meriones,Meriones libycus,,,,,,,,,,,
meriones tamariscinus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Gerbillinae,Meriones,Meriones tamariscinus,,,,,,,,,,,
mesocricetus auratus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Cricetinae,Mesocricetus,Mesocricetus auratus,,,,,,,,,,,
mesomys hispidus,Mammalia,Glires,Euarchontoglires,Rodentia,Hystricomorpha,Echimyidae,,Mesomys,Mesomys hispidus,,,,,,,,,,,
micaelamys namaquensis,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Micaelamys,Micaelamys namaquensis,,,,,,,,,,,
micromys minutus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Micromys,Micromys minutus,,,,,,,,,,,
microtus agrestis,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Arvicolinae,Microtus,Microtus agrestis,,,,,,,,,,,
microtus arvalis,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Arvicolinae,Microtus,Microtus arvalis,,,,,,,,,,,
microtus californicus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Arvicolinae,Microtus,Microtus californicus,,,,,,,,,,,
microtus fortis,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Arvicolinae,Microtus,Microtus fortis,,,,,,,,,,,
microtus gregalis,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Arvicolinae,Lasiopodomys,Lasiopodomys gregalis,,,,,,,,,,,
microtus guentheri,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Arvicolinae,Microtus,Microtus guentheri,,,,,,,,,,,
microtus ilaeus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Arvicolinae,Microtus,Microtus ilaeus,,,,,,,,,,,
microtus levis,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Arvicolinae,Microtus,Microtus levis,,,,,,,,,,,
microtus maximowiczii,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Arvicolinae,Microtus,Microtus maximowiczii,,,,,,,,,,,
microtus montanus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Arvicolinae,Microtus,Microtus montanus,,,,,,,,,,,
microtus ochrogaster,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Arvicolinae,Microtus,Microtus ochrogaster,,,,,,,,,,,
microtus oeconomus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Arvicolinae,Microtus,Microtus oeconomus,,,,,,,,,,,
microtus pennsylvanicus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Arvicolinae,Microtus,Microtus pennsylvanicus,,,,,,,,,,,
microtus socialis,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Arvicolinae,Microtus,Microtus socialis,,,,,,,,,,,
microtus subterraneus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Arvicolinae,Terricola,Terricola subterraneus,,,,,,,,,,,
millardia meltada,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Millardia,Millardia meltada,,,,,,,,,,,
mus booduga,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Mus,Mus booduga,,Mus,,,,,,,,,
mus cervicolor,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Mus,Mus cervicolor,,Mus,,,,,,,,,
mus mattheyi,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Mus,Mus mattheyi,,Nannomys,,,,,,,,,
mus musculoides,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Mus,Mus musculoides,,Nannomys,,,,,,,,,
mus musculus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Mus,Mus musculus,,Mus,,,,,,,,,
mus setulosus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Mus,Mus setulosus,,Nannomys,,,,,,,,,
mus spicilegus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Mus,Mus spicilegus,,Mus,,,,,,,,,
mus spretus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Mus,Mus spretus,,Mus,,,,,,,,,
myocastor coypus,Mammalia,Glires,Euarchontoglires,Rodentia,Hystricomorpha,Myocastoridae,,Myocastor,Myocastor coypus,,,,,,,,,,,
myodes gapperi,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Arvicolinae,Myodes,Myodes gapperi,,,,,,,,,,,
myodes glareolus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Arvicolinae,Myodes,Myodes glareolus,,,,,,,,,,,
myodes regulus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Arvicolinae,Myodes,Myodes regulus,,,,,,,,,,,
myodes rufocanus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Arvicolinae,Myodes,Myodes rufocanus,,,,,,,,,,,
myodes rutilus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Arvicolinae,Myodes,Myodes rutilus,,,,,,,,,,,
myoprocta acouchy,Mammalia,Glires,Euarchontoglires,Rodentia,Hystricomorpha,Dasyproctidae,,Myoprocta,Myoprocta acouchy,,,,,,,,,,,
myotomys unisulcatus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Myotomys,Myotomys unisulcatus,,,,,,,,,,,
napaeozapus insignis,Mammalia,Glires,Euarchontoglires,Rodentia,Myomorpha,Dipodidae,Zapodinae,Napaeozapus,Napaeozapus insignis,,,,,,,Dipodoidea,,,,
neacomys guianae,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Neacomys,Neacomys guianae,,,,,,,,,,,
neacomys spinosus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Neacomys,Neacomys spinosus,,,,,,,,,,,
necromys amoenus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Bolomys,Bolomys amoenus,,,,,,,,,,,
necromys benefactus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Necromys,Necromys benefactus,,,,,,,,,,,
necromys lasiurus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Bolomys,Bolomys lasiurus,,,,,,,,,,,
necromys obscurus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Necromys,Necromys obscurus,,,,,,,,,,,
nectomys squamipes,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Nectomys,Nectomys squamipes,,,,,,,,,,,
neotoma albigula,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Neotominae,Neotoma,Neotoma albigula,,,,,,,,,,,
neotoma cinerea,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Neotominae,Neotoma,Neotoma cinerea,,,,,,,,,,,
neotoma floridana,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Neotominae,Neotoma,Neotoma floridana,,,,,,,,,,,
neotoma fuscipes,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Neotominae,Neotoma,Neotoma fuscipes,,,,,,,,,,,
neotoma lepida,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Neotominae,Neotoma,Neotoma lepida,,,,,,,,,,,
neotoma leucodon,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Neotominae,Neotoma,Neotoma leucodon,,,,,,,,,,,
neotoma macrotis,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Neotominae,Neotoma,Neotoma macrotis,,,,,,,,,,,
neotoma mexicana,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Neotominae,Neotoma,Neotoma mexicana,,,,,,,,,,,
neotoma micropus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Neotominae,Neotoma,Neotoma micropus,,,,,,,,,,,
neotoma stephensi,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Neotominae,Neotoma,Neotoma stephensi,,,,,,,,,,,
nephelomys albigularis,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Nephelomys,Nephelomys albigularis,,,,,,,,,,,
niviventer confucianus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Niviventer,Niviventer confucianus,,,,,,,,,,,
oecomys bicolor,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Oecomys,Oecomys bicolor,,,,,,,,,,,
oecomys paricola,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Oecomys,Oecomys paricola,,,,,,,,,,,
oligoryzomys chacoensis,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Oligoryzomys,Oligoryzomys chacoensis,,,,,,,,,,,
oligoryzomys flavescens,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Oligoryzomys,Oligoryzomys flavescens,,,,,,,,,,,
oligoryzomys fornesi,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Oligoryzomys,Oligoryzomys fornesi,,,,,,,,,,,
oligoryzomys fulvescens,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Oligoryzomys,Oligoryzomys fulvescens,,,,,,,,,,,
oligoryzomys longicaudatus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Oligoryzomys,Oligoryzomys longicaudatus,,,,,,,,,,,
oligoryzomys microtis,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Oligoryzomys,Oligoryzomys microtis,,,,,,,,,,,
oligoryzomys nigripes,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Oligoryzomys,Oligoryzomys nigripes,,,,,,,,,,,
ondatra zibethicus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Arvicolinae,Ondatra,Ondatra zibethicus,,,,,,,,,,,
onychomys leucogaster,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Neotominae,Onychomys,Onychomys leucogaster,,,,,,,,,,,
onychomys torridus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Neotominae,Onychomys,Onychomys torridus,,,,,,,,,,,
oryzomys couesi,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Oryzomys,Oryzomys couesi,,,,,,,,,,,
oryzomys palustris,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Oryzomys,Oryzomys palustris,,,,,,,,,,,
otomys irroratus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Otomys,Otomys irroratus,,,,,,,,,,,
otomys tropicalis,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Otomys,Otomys tropicalis,,,,,,,,,,,
otospermophilus beecheyi,Mammalia,Glires,Euarchontoglires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Otospermophilus,Otospermophilus beecheyi,,,,,,,,,Marmotini,,
otospermophilus variegatus,Mammalia,Glires,Euarchontoglires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Otospermophilus,Otospermophilus variegatus,,,,,,,,,Marmotini,,
oxymycterus nasutus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Oxymycterus,Oxymycterus nasutus,,,,,,,,,,,
oxymycterus quaestor,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Oxymycterus,Oxymycterus quaestor,,,,,,,,,,,
oxymycterus rufus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Oxymycterus,Oxymycterus rufus,,,,,,,,,,,
pedetes capensis,Mammalia,Glires,Euarchontoglires,Rodentia,Anomaluromorpha,Pedetidae,,Pedetes,Pedetes capensis,,,,,,,,,,,
pelomys isseli,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Melomys,Melomys paveli,,,,,,,,,,,
perognathus parvus,Mammalia,Glires,Euarchontoglires,Rodentia,Castorimorpha,Heteromyidae,Perognathinae,Perognathus,Perognathus parvus,,,,,,,,,,,
peromyscus attwateri,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Neotominae,Peromyscus,Peromyscus attwateri,,,,,,,,,,,
peromyscus beatae,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Neotominae,Peromyscus,Peromyscus beatae,,,,,,,,,,,
peromyscus boylii,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Neotominae,Peromyscus,Peromyscus boylii,,,,,,,,,,,
peromyscus californicus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Neotominae,Peromyscus,Peromyscus californicus,,,,,,,,,,,
peromyscus crinitus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Neotominae,Peromyscus,Peromyscus crinitus,,,,,,,,,,,
peromyscus difficilis,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Neotominae,Peromyscus,Peromyscus difficilis,,,,,,,,,,,
peromyscus eremicus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Neotominae,Peromyscus,Peromyscus eremicus,,,,,,,,,,,
peromyscus gossypinus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Neotominae,Peromyscus,Peromyscus gossypinus,,,,,,,,,,,
peromyscus leucopus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Neotominae,Peromyscus,Peromyscus leucopus,,,,,,,,,,,
peromyscus maniculatus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Neotominae,Peromyscus,Peromyscus maniculatus,,,,,,,,,,,
peromyscus megalops,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Neotominae,Peromyscus,Peromyscus megalops,,,,,,,,,,,
peromyscus melanophrys,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Neotominae,Peromyscus,Peromyscus melanophrys,,,,,,,,,,,
peromyscus melanotis,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Neotominae,Peromyscus,Peromyscus melanotis,,,,,,,,,,,
peromyscus mexicanus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Neotominae,Peromyscus,Peromyscus mexicanus,,,,,,,,,,,
peromyscus truei,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Neotominae,Peromyscus,Peromyscus truei,,,,,,,,,,,
phyllotis darwini,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Phyllotis,Phyllotis darwini,,,,,,,,,,,
praomys daltoni,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Praomys,Praomys daltoni,,,,,,,,,,,
praomys jacksoni,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Praomys,Praomys jacksoni,,,,,,,,,,,
praomys rostratus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Praomys,Praomys rostratus,,,,,,,,,,,
proechimys cuvieri,Mammalia,Glires,Euarchontoglires,Rodentia,Hystricomorpha,Echimyidae,,Proechimys,Proechimys cuvieri,,,,,,,,,,,
proechimys guairae,Mammalia,Glires,Euarchontoglires,Rodentia,Hystricomorpha,Echimyidae,,Proechimys,Proechimys guairae,,,,,,,,,,,
proechimys guyannensis,Mammalia,Glires,Euarchontoglires,Rodentia,Hystricomorpha,Echimyidae,,Proechimys,Proechimys guyannensis,,,,,,,,,,,
proechimys longicaudatus,Mammalia,Glires,Euarchontoglires,Rodentia,Hystricomorpha,Echimyidae,,Proechimys,Proechimys longicaudatus,,,,,,,,,,,
proechimys semispinosus,Mammalia,Glires,Euarchontoglires,Rodentia,Hystricomorpha,Echimyidae,,Proechimys,Proechimys semispinosus,,,,,,,,,,,
pseudomys novaehollandiae,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Pseudomys,Pseudomys novaehollandiae,,,,,,,,,,,
rattus exulans,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Rattus,Rattus exulans,,,,,,,,,,,
rattus flavipectus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Rattus,Rattus flavipectus,,,,,,,,,,,
rattus fuscipes,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Rattus,Rattus fuscipes,,,,,,,,,,,
rattus losea,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Rattus,Rattus losea,,,,,,,,,,,
rattus lutreolus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Rattus,Rattus lutreolus,,,,,,,,,,,
rattus nitidus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Rattus,Rattus nitidus,,,,,,,,,,,
rattus norvegicus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Rattus,Rattus norvegicus,,,,,,,,,,,
rattus pyctoris,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Rattus,Rattus pyctoris,,,,,,,,,,,
rattus rattus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Rattus,Rattus rattus,,,,,,,,,,,
rattus sordidus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Rattus,Rattus sordidus,,,,,,,,,,,
rattus tanezumi,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Rattus,Rattus tanezumi,,,,,,,,,,,
rattus tiomanicus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Rattus,Rattus tiomanicus,,,,,,,,,,,
reithrodontomys creper,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Neotominae,Reithrodontomys,Reithrodontomys creper,,,,,,,,,,,
reithrodontomys fulvescens,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Neotominae,Reithrodontomys,Reithrodontomys fulvescens,,,,,,,,,,,
reithrodontomys megalotis,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Neotominae,Reithrodontomys,Reithrodontomys megalotis,,,,,,,,,,,
reithrodontomys mexicanus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Neotominae,Reithrodontomys,Reithrodontomys mexicanus,,,,,,,,,,,
reithrodontomys sumichrasti,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Neotominae,Reithrodontomys,Reithrodontomys sumichrasti,,,,,,,,,,,
rhabdomys pumilio,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Rhabdomys,Rhabdomys pumilio,,,,,,,,,,,
rhombomys opimus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Gerbillinae,Rhombomys,Rhombomys opimus,,,,,,,,,,,
sciurus carolinensis,Mammalia,Glires,Euarchontoglires,Rodentia,Sciuromorpha,Sciuridae,Sciurinae,Sciurus,Sciurus carolinensis,,,,,,,,,Sciurini,,
sciurus granatensis,Mammalia,Glires,Euarchontoglires,Rodentia,Sciuromorpha,Sciuridae,Sciurinae,Sciurus,Sciurus granatensis,,,,,,,,,Sciurini,,
sciurus griseus,Mammalia,Glires,Euarchontoglires,Rodentia,Sciuromorpha,Sciuridae,Sciurinae,Sciurus,Sciurus griseus,,,,,,,,,Sciurini,,
sciurus niger,Mammalia,Glires,Euarchontoglires,Rodentia,Sciuromorpha,Sciuridae,Sciurinae,Sciurus,Sciurus niger,,,,,,,,,Sciurini,,
sciurus variegatoides,Mammalia,Glires,Euarchontoglires,Rodentia,Sciuromorpha,Sciuridae,Sciurinae,Sciurus,Sciurus variegatoides,,,,,,,,,Sciurini,,
sciurus vulgaris,Mammalia,Glires,Euarchontoglires,Rodentia,Sciuromorpha,Sciuridae,Sciurinae,Sciurus,Sciurus vulgaris,,,,,,,,,Sciurini,,
sekeetamys calurus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Gerbillinae,Sekeetamys,Sekeetamys calurus,,,,,,,,,,,
sigmodon alstoni,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Sigmodon,Sigmodon alstoni,,,,,,,,,,,
sigmodon hispidus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Sigmodon,Sigmodon hispidus,,,,,,,,,,,
sigmodon toltecus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Sigmodon,Sigmodon toltecus,,,,,,,,,,,
sooretamys angouya,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Sooretamys,Sooretamys angouya,,,,,,,,,,,
spermophilus citellus,Mammalia,Glires,Euarchontoglires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Spermophilus,Spermophilus citellus,,,,,,,,,Marmotini,,
spermophilus fulvus,Mammalia,Glires,Euarchontoglires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Spermophilus,Spermophilus fulvus,,,,,,,,,Marmotini,,
stenocephalemys albipes,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Stenocephalemys,Stenocephalemys albipes,,,,,,,,,,,
tamias amoenus,Mammalia,Glires,Euarchontoglires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Tamias,Tamias amoenus,,,,,,,,,Marmotini,,
tamias minimus,Mammalia,Glires,Euarchontoglires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Tamias,Tamias minimus,,,,,,,,,Marmotini,,
tamias quadrivittatus,Mammalia,Glires,Euarchontoglires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Tamias,Tamias quadrivittatus,,,,,,,,,Marmotini,,
tamias sibiricus,Mammalia,Glires,Euarchontoglires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Tamias,Tamias sibiricus,,,,,,,,,Marmotini,,
tamias striatus,Mammalia,Glires,Euarchontoglires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Tamias,Tamias striatus,,,,,,,,,Marmotini,,
tamias umbrinus,Mammalia,Glires,Euarchontoglires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Tamias,Tamias umbrinus,,,,,,,,,Marmotini,,
tamiasciurus hudsonicus,Mammalia,Glires,Euarchontoglires,Rodentia,Sciuromorpha,Sciuridae,Sciurinae,Tamiasciurus,Tamiasciurus hudsonicus,,,,,,,,,Tamiasciurini,,
tatera indica,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Gerbillinae,Tatera,Tatera indica,,,,,,,,,,,
thallomys nigricauda,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Muridae,Murinae,Thallomys,Thallomys nigricauda,,,,,,,,,,,
thaptomys nigrita,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Thaptomys,Thaptomys nigrita,,,,,,,,,,,
thomomys talpoides,Mammalia,Glires,Euarchontoglires,Rodentia,Castorimorpha,Geomyidae,,Thomomys,Thomomys talpoides,,,,,,,,,,,
thryonomys swinderianus,Mammalia,Glires,Euarchontoglires,Rodentia,Hystricomorpha,Thryonomyidae,,Thryonomys,Thryonomys swinderianus,,,,,,,,,,,
transandinomys bolivaris,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Sigmodontinae,Transandinomys,Transandinomys bolivaris,,,,,,,,,,,
trinomys iheringi,Mammalia,Glires,Euarchontoglires,Rodentia,Hystricomorpha,Echimyidae,,Trinomys,Trinomys iheringi,,,,,,,,,,,
tscherskia triton,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Cricetinae,Tscherskia,Tscherskia triton,,,,,,,,,,,
tylomys nudicaudus,Mammalia,Muroidea,Euarchontoglires,Rodentia,Myomorpha,Cricetidae,Tylomyinae,Tylomys,Tylomys nudicaudus,,,,,,,,,,,
urocitellus columbianus,Mammalia,Glires,Euarchontoglires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Urocitellus,Urocitellus columbianus,,,,,,,,,Marmotini,,
urocitellus parryii,Mammalia,Glires,Euarchontoglires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Urocitellus,Urocitellus parryii,,,,,,,,,Marmotini,,
urocitellus richardsonii,Mammalia,Glires,Euarchontoglires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Urocitellus,Urocitellus richardsonii,,,,,,,,,Marmotini,,
urocitellus undulatus,Mammalia,Glires,Euarchontoglires,Rodentia,Sciuromorpha,Sciuridae,Xerinae,Urocitellus,Urocitellus undulatus,,,,,,,,,Marmotini,,
