"idx","PMID","Database","Lookup_Successful","PMID_lookup","Year","Journal","Title"
3662,19766284,"pubmed",TRUE,"19766284",2009,"Virology","Peruvian horse sickness virus and Yunnan orbivirus, isolated from vertebrates and mosquitoes in Peru and Australia."
3666,10494400,"pubmed",TRUE,"10494400",1999,"Aust Vet J","Epidemic of blindness in kangaroos--evidence of a viral aetiology."
3667,10494400,"pubmed",TRUE,"10494400",1999,"Aust Vet J","Epidemic of blindness in kangaroos--evidence of a viral aetiology."
3668,10494400,"pubmed",TRUE,"10494400",1999,"Aust Vet J","Epidemic of blindness in kangaroos--evidence of a viral aetiology."
3669,10494400,"pubmed",TRUE,"10494400",1999,"Aust Vet J","Epidemic of blindness in kangaroos--evidence of a viral aetiology."
3670,10494400,"pubmed",TRUE,"10494400",1999,"Aust Vet J","Epidemic of blindness in kangaroos--evidence of a viral aetiology."
3671,10494400,"pubmed",TRUE,"10494400",1999,"Aust Vet J","Epidemic of blindness in kangaroos--evidence of a viral aetiology."
3672,10494400,"pubmed",TRUE,"10494400",1999,"Aust Vet J","Epidemic of blindness in kangaroos--evidence of a viral aetiology."
3673,10494400,"pubmed",TRUE,"10494400",1999,"Aust Vet J","Epidemic of blindness in kangaroos--evidence of a viral aetiology."
3674,19766284,"pubmed",TRUE,"19766284",2009,"Virology","Peruvian horse sickness virus and Yunnan orbivirus, isolated from vertebrates and mosquitoes in Peru and Australia."
3675,19766284,"pubmed",TRUE,"19766284",2009,"Virology","Peruvian horse sickness virus and Yunnan orbivirus, isolated from vertebrates and mosquitoes in Peru and Australia."
3676,19766284,"pubmed",TRUE,"19766284",2009,"Virology","Peruvian horse sickness virus and Yunnan orbivirus, isolated from vertebrates and mosquitoes in Peru and Australia."
3677,21795475,"pubmed",TRUE,"21795475",2011,"J Gen Virol","Discovery of an orthoreovirus in the aborted fetus of a Steller sea lion (Eumetopias jubatus)."
3680,15116303,"pubmed",TRUE,"15116303",2004,"J Infect Dis","Isolation and molecular characterization of a novel type 3 reovirus from a child with meningitis."
3681,26325682,"pubmed",TRUE,"26325682",2015,"Infect Genet Evol","Isolation and pathogenicity of the mammalian orthoreovirus MPC/04 from masked civet cats."
3682,22931153,"pubmed",TRUE,"22931153",2012,"Zoonoses Public Health","Identification of Mammalian orthoreovirus type 3 in Italian bats."
3683,26475793,"pubmed",TRUE,"26475793",2015,"J Gen Virol","Isolation and identification of bat viruses closely  related to human, porcine and mink  orthoreoviruses."
3684,26569289,"pubmed",TRUE,"26569289",2015,"Viruses","Detection and Characterization of a Novel Reassortant Mammalian Orthoreovirus in Bats in Europe."
3685,25781475,"pubmed",TRUE,"25781475",2015,"PLoS One","Isolation and identification of a natural reassortant mammalian orthoreovirus from least horseshoe bat in China."
3686,22905211,"pubmed",TRUE,"22905211",2012,"PLoS One","Isolation and characterization of three mammalian orthoreoviruses from European bats."
3687,22905211,"pubmed",TRUE,"22905211",2012,"PLoS One","Isolation and characterization of three mammalian orthoreoviruses from European bats."
3688,26475793,"pubmed",TRUE,"26475793",2015,"J Gen Virol","Isolation and identification of bat viruses closely  related to human, porcine and mink  orthoreoviruses."
3689,22905211,"pubmed",TRUE,"22905211",2012,"PLoS One","Isolation and characterization of three mammalian orthoreoviruses from European bats."
3690,22905211,"pubmed",TRUE,"22905211",2012,"PLoS One","Isolation and characterization of three mammalian orthoreoviruses from European bats."
3691,22905211,"pubmed",TRUE,"22905211",2012,"PLoS One","Isolation and characterization of three mammalian orthoreoviruses from European bats."
3692,22905211,"pubmed",TRUE,"22905211",2012,"PLoS One","Isolation and characterization of three mammalian orthoreoviruses from European bats."
3693,22931153,"pubmed",TRUE,"22931153",2012,"Zoonoses Public Health","Identification of Mammalian orthoreovirus type 3 in Italian bats."
3694,26475793,"pubmed",TRUE,"26475793",2015,"J Gen Virol","Isolation and identification of bat viruses closely  related to human, porcine and mink  orthoreoviruses."
3695,3525873,"pubmed",TRUE,"3525873",1986,"J Wildl Dis","Serologic study on the prevalence of murine viruses in a population of wild meadow voles (Microtus pennsylvanicus)."
3696,24274037,"pubmed",TRUE,"24274037",2013,"Emerg Infect Dis","Novel orthoreovirus from mink, China, 2011."
3697,9230501,"pubmed",TRUE,"9230501",1997,"Lab Anim","A serological indication of the existence of a guineapig poliovirus."
3698,24874671,"pubmed",TRUE,"24874671",2014,"Genome Announc","Genome Sequence of the Novel Reassortant Mammalian Orthoreovirus Strain MRV00304/13, Isolated from a Calf with Diarrhea from the United States."
3699,25991685,"pubmed",TRUE,"25991685",2015,"mBio","A novel pathogenic Mammalian orthoreovirus from diarrheic pigs and Swine blood meal in the United States."
3700,24667794,"pubmed",TRUE,"24667794",2014,"PLoS One","Imported case of acute respiratory tract infection associated with a member of species nelson bay orthoreovirus."
3701,16847084,"pubmed",TRUE,"16847084",2006,"Clin Microbiol Rev","Bats: important reservoir hosts of emerging viruses."
3703,16205863,"pubmed",TRUE,"16205863",2005,"Arch Virol","Pulau virus; a new member of the Nelson Bay orthoreovirus species isolated from fruit bats in Malaysia."
3704,4097231,"pubmed",TRUE,"4097231",1970,"J Virol","Structure and cytopathic effects of Nelson Bay virus."
3705,20350736,"pubmed",TRUE,"20350736",2010,"Virology","Broome virus, a new fusogenic Orthoreovirus species isolated from an Australian fruit bat."
3706,25497353,"pubmed",TRUE,"25497353",2014,"Infect Genet Evol","A new member of the Pteropine Orthoreovirus species isolated from fruit bats imported to Italy."
3708,6315660,"pubmed",TRUE,"6315660",1983,"J Am Vet Med Assoc","Detection and control of rotavirus infections in zoo animals."
3709,23469354,"pubmed",TRUE,"23469354",2013,"Genome Announc","Full Genome Sequence of Giant Panda Rotavirus Strain CH-1."
3710,6315660,"pubmed",TRUE,"6315660",1983,"J Am Vet Med Assoc","Detection and control of rotavirus infections in zoo animals."
3711,6315660,"pubmed",TRUE,"6315660",1983,"J Am Vet Med Assoc","Detection and control of rotavirus infections in zoo animals."
3712,6315660,"pubmed",TRUE,"6315660",1983,"J Am Vet Med Assoc","Detection and control of rotavirus infections in zoo animals."
3713,6244332,"pubmed",TRUE,"6244332",1980,"J Clin Microbiol","Antigenic comparisons of two new rotaviruses from rhesus monkeys."
3714,6244332,"pubmed",TRUE,"6244332",1980,"J Clin Microbiol","Antigenic comparisons of two new rotaviruses from rhesus monkeys."
3715,16242747,"pubmed",TRUE,"16242747",2005,"Virology","A rotavirus strain isolated from pig-tailed macaque (Macaca nemestrina) with diarrhea bears a P6[1]:G8 specificity."
3716,211273,"pubmed",TRUE,"211273",1978,"J Wildl Dis","Rotavirus (reovirus-like) infection of neonatal ruminants in a zoo nursery."
3717,11974612,"pubmed",TRUE,"11974612",2002,"Rev Sci Tech","Viral, parasitic and prion diseases of farmed deer and bison."
3718,6315660,"pubmed",TRUE,"6315660",1983,"J Am Vet Med Assoc","Detection and control of rotavirus infections in zoo animals."
3719,6315660,"pubmed",TRUE,"6315660",1983,"J Am Vet Med Assoc","Detection and control of rotavirus infections in zoo animals."
3720,6315660,"pubmed",TRUE,"6315660",1983,"J Am Vet Med Assoc","Detection and control of rotavirus infections in zoo animals."
3721,6315660,"pubmed",TRUE,"6315660",1983,"J Am Vet Med Assoc","Detection and control of rotavirus infections in zoo animals."
3722,6315660,"pubmed",TRUE,"6315660",1983,"J Am Vet Med Assoc","Detection and control of rotavirus infections in zoo animals."
3723,6315660,"pubmed",TRUE,"6315660",1983,"J Am Vet Med Assoc","Detection and control of rotavirus infections in zoo animals."
3724,6315660,"pubmed",TRUE,"6315660",1983,"J Am Vet Med Assoc","Detection and control of rotavirus infections in zoo animals."
3725,6315660,"pubmed",TRUE,"6315660",1983,"J Am Vet Med Assoc","Detection and control of rotavirus infections in zoo animals."
3726,23961160,"pubmed",TRUE,"23961160",2012,"Saudi J Biol Sci","Viral and bacterial infections associated with camel (Camelus dromedarius) calf diarrhea in North Province, Saudi Arabia."
3727,26243695,"pubmed",TRUE,"26243695",2015,"Vet Microbiol","Molecular characterization of rotavirus isolated from alpaca (Vicugna pacos) crias with diarrhea in the Andean Region of Cusco, Peru."
3728,11974612,"pubmed",TRUE,"11974612",2002,"Rev Sci Tech","Viral, parasitic and prion diseases of farmed deer and bison."
3729,19014526,"pubmed",TRUE,"19014526",2008,"BMC Vet Res","Molecular characterisation of a bovine-like rotavirus detected from a giraffe."
3730,2851576,"pubmed",TRUE,"2851576",1986,"J Am Vet Med Assoc","Rotavirus-like infection associated with diarrhea in okapi."
3731,2122998,"pubmed",TRUE,"2122998",1990,"J Diarrhoeal Dis Res","Group A rotavirus infection in animals from an animal house and in wild-caught monkeys."
3732,9208423,"pubmed",TRUE,"9208423",1997,"New Microbiol","Isolation and characterization of cytopathic strains of rotavirus from hares (Lepus europaeus)."
3733,25674582,"pubmed",TRUE,"25674582",2015,"Virusdisease","Exotic rotaviruses in animals and rotaviruses in exotic animals."
3734,2122998,"pubmed",TRUE,"2122998",1990,"J Diarrhoeal Dis Res","Group A rotavirus infection in animals from an animal house and in wild-caught monkeys."
3735,6288954,"pubmed",TRUE,"6288954",1982,"J Med Primatol","Rotavirus antibodies in hanuman langurs (Presbytis entellus)."
3736,14715302,"pubmed",TRUE,"14715302",2004,"J Virol Methods","Comparison of storage methods for reverse-transcriptase PCR amplification of rotavirus RNA from gorilla (Gorilla g. gorilla) fecal samples."
3737,25674582,"pubmed",TRUE,"25674582",2015,"Virusdisease","Exotic rotaviruses in animals and rotaviruses in exotic animals."
3738,25674582,"pubmed",TRUE,"25674582",2015,"Virusdisease","Exotic rotaviruses in animals and rotaviruses in exotic animals."
3739,22877519,"pubmed",TRUE,"22877519",2012,"Vet Microbiol","Discovery and molecular characterization of a group A rotavirus strain detected in an Argentinean vicuña (Vicugna vicugna)."
3740,22030330,"pubmed",TRUE,"22030330",2011,"Lancet Infect Dis","2008 estimate of worldwide rotavirus-associated mortality in children younger than 5 years before the introduction of universal rotavirus vaccination programmes: a systematic review and meta-analysis."
3741,7629782,"pubmed",TRUE,"7629782",1995,"J S Afr Vet Assoc","An investigation into the health status and diseases of wild dogs (Lycaon pictus) in the Kruger National Park."
3742,20605380,"pubmed",TRUE,"20605380",2010,"Vet Microbiol","Molecular characterization of rotaviruses in a Japanese raccoon dog (Nyctereutes procyonoides) and a masked palm civet (Paguma larvata) in Japan."
3743,6330385,"pubmed",TRUE,"6330385",1984,"J Wildl Dis","Rotavirus-associated diarrhea in young raccoons (Procyon lotor), striped skunks (Mephitis mephitis) and red foxes (Vulpes vulpes)."
3744,6330385,"pubmed",TRUE,"6330385",1984,"J Wildl Dis","Rotavirus-associated diarrhea in young raccoons (Procyon lotor), striped skunks (Mephitis mephitis) and red foxes (Vulpes vulpes)."
3745,6330385,"pubmed",TRUE,"6330385",1984,"J Wildl Dis","Rotavirus-associated diarrhea in young raccoons (Procyon lotor), striped skunks (Mephitis mephitis) and red foxes (Vulpes vulpes)."
3746,20605380,"pubmed",TRUE,"20605380",2010,"Vet Microbiol","Molecular characterization of rotaviruses in a Japanese raccoon dog (Nyctereutes procyonoides) and a masked palm civet (Paguma larvata) in Japan."
3747,21122212,"pubmed",TRUE,"21122212",2010,"Emerg Infect Dis","Reassortant group A rotavirus from straw-colored fruit bat (Eidolon helvum)."
3748,24027312,"pubmed",TRUE,"24027312",2013,"J Virol","Characterization of a novel G3P[3] rotavirus isolated from a lesser horseshoe bat: a distant relative of feline/canine rotaviruses."
3749,23766702,"pubmed",TRUE,"23766702",2013,"ScientificWorldJournal","Simultaneous detection of group a rotavirus in Swine and rat on a pig farm in Brazil."
3750,12019534,"pubmed",TRUE,"12019534",2002,"Vet Rec","Serological evidence of murine pathogens in wild grey squirrels (Sciurus carolinensis) in North Wales."
3751,21821691,"pubmed",TRUE,"21821691",2011,"Vet Rec","Rotavirus in a wild English red squirrel (Sciurus vulgaris) identified by electron microscopy."
3752,25674582,"pubmed",TRUE,"25674582",2015,"Virusdisease","Exotic rotaviruses in animals and rotaviruses in exotic animals."
3753,25674582,"pubmed",TRUE,"25674582",2015,"Virusdisease","Exotic rotaviruses in animals and rotaviruses in exotic animals."
3754,25674582,"pubmed",TRUE,"25674582",2015,"Virusdisease","Exotic rotaviruses in animals and rotaviruses in exotic animals."
3755,25674582,"pubmed",TRUE,"25674582",2015,"Virusdisease","Exotic rotaviruses in animals and rotaviruses in exotic animals."
3756,25674582,"pubmed",TRUE,"25674582",2015,"Virusdisease","Exotic rotaviruses in animals and rotaviruses in exotic animals."
3757,25674582,"pubmed",TRUE,"25674582",2015,"Virusdisease","Exotic rotaviruses in animals and rotaviruses in exotic animals."
3758,25674582,"pubmed",TRUE,"25674582",2015,"Virusdisease","Exotic rotaviruses in animals and rotaviruses in exotic animals."
3759,25674582,"pubmed",TRUE,"25674582",2015,"Virusdisease","Exotic rotaviruses in animals and rotaviruses in exotic animals."
3760,6090714,"pubmed",TRUE,"6090714",1984,"J Virol","Infectious diarrhea of infant rats produced by a rotavirus-like agent."
3761,9230391,"pubmed",TRUE,"9230391",1997,"J Clin Microbiol","Detection of group B rotaviruses in fecal samples from diarrheic calves and adult cows and characterization of their VP7 genes."
3762,8760970,"pubmed",TRUE,"8760970",1996,"Epidemiol Infect","Role of enteric pathogens in the aetiology of neonatal diarrhoea in lambs and goat kids in Spain."
3763,7779951,"pubmed",TRUE,"7779951",1995,"J Vet Diagn Invest","Group B rotavirus associated with an outbreak of neonatal lamb diarrhea."
3764,19821067,"pubmed",TRUE,"19821067",2009,"Arch Virol","Genetic diversity and classification of the outer capsid glycoprotein VP7 of porcine group B rotaviruses."
3765,25674582,"pubmed",TRUE,"25674582",2015,"Virusdisease","Exotic rotaviruses in animals and rotaviruses in exotic animals."
3766,19429992,"pubmed",TRUE,"19429992",2009,"Vet Pathol","Detection of group C rotavirus in juvenile ferrets (Mustela putorius furo) with diarrhea by reverse transcription polymerase chain reaction: sequencing and analysis of the complete coding region of the VP6 gene."
3767,15297766,"pubmed",TRUE,"15297766",2004,"J Vet Med Sci","Detection of a bovine group C rotavirus from adult cows with diarrhea and reduced milk production."
3768,8760970,"pubmed",TRUE,"8760970",1996,"Epidemiol Infect","Role of enteric pathogens in the aetiology of neonatal diarrhoea in lambs and goat kids in Spain."
3769,18632912,"pubmed",TRUE,"18632912",2008,"J Clin Microbiol","Detection and characterization of group C rotaviruses in asymptomatic piglets in Ireland."
3770,25674582,"pubmed",TRUE,"25674582",2015,"Virusdisease","Exotic rotaviruses in animals and rotaviruses in exotic animals."
3771,25674582,"pubmed",TRUE,"25674582",2015,"Virusdisease","Exotic rotaviruses in animals and rotaviruses in exotic animals."
3772,25674582,"pubmed",TRUE,"25674582",2015,"Virusdisease","Exotic rotaviruses in animals and rotaviruses in exotic animals."
3773,20202434,"pubmed",TRUE,"20202434",2010,"Emerg Infect Dis","Banna virus, China, 1987-2007."
3774,20202434,"pubmed",TRUE,"20202434",2010,"Emerg Infect Dis","Banna virus, China, 1987-2007."
3775,20202434,"pubmed",TRUE,"20202434",2010,"Emerg Infect Dis","Banna virus, China, 1987-2007."
3776,21994634,"pubmed",TRUE,"21994634",2011,"Viruses","Jaagsiekte sheep retrovirus biology and oncogenesis."
3777,10400795,"pubmed",TRUE,"10400795",1999,"J Virol","Jaagsiekte sheep retrovirus is necessary and sufficient to induce a contagious lung cancer in sheep."
3778,74122,"pubmed",TRUE,"74122",1978,"Virology","Isolation and characterization of a new type D retrovirus from the asian primate, Presbytis obscurus (spectacled langur)."
3779,12832216,"pubmed",TRUE,"12832216",2003,"Virology","Natural infection by simian retrovirus-6 (SRV-6) in Hanuman langurs (Semnopithecus entellus) from two different geographical regions of India."
3780,101094826,"pubmed",TRUE,"no record",NA,NA,NA
3782,2997477,"pubmed",TRUE,"2997477",1985,"J Virol","Isolation of a new serotype of simian acquired immune deficiency syndrome type D retrovirus from Celebes black macaques (Macaca nigra) with immune deficiency and retroperitoneal fibromatosis."
3783,6695172,"pubmed",TRUE,"6695172",1984,"Science","A new type D retrovirus isolated from macaques with an immunodeficiency syndrome."
3784,101094826,"pubmed",TRUE,"no record",NA,NA,NA
3785,15716073,"pubmed",TRUE,"15716073",2005,"Microbes Infect","Isolation and characterization of a new simian retrovirus type D subtype from monkeys at the Tsukuba Primate Center, Japan."
3786,4214612,"pubmed",TRUE,"4214612",1974,"Cancer Res","Occurrence of Mason-Pfizer monkey virus in healthy rhesus monkeys."
3788,20412379,"pubmed",TRUE,"20412379",2010,"J Med Primatol","An updated review of simian betaretrovirus (SRV) in macaque hosts."
3789,11160676,"pubmed",TRUE,"11160676",2001,"J Virol","Evidence of infection with simian type D retrovirus in persons occupationally exposed to nonhuman primates."
3790,21854742,"pubmed",TRUE,"21854742",2011,"Am J Pathol","A mouse mammary tumor virus env-like exogenous sequence is strictly related to progression of human sporadic breast carcinoma."
3791,21274409,"pubmed",TRUE,"21274409",2011,"Viruses","Mouse mammary tumor virus molecular biology and oncogenesis."
3792,69728,"pubmed",TRUE,"69728",1977,"J Virol","Characterization of a retravirus isolated from squirrel monkeys."
3793,24750974,"pubmed",TRUE,"24750974",2014,"Emerg Infect Dis","Bovine leukemia virus DNA in human breast tissue."
3794,7889034,"pubmed",TRUE,"7889034",1994,"Vet Res","Pathobiology of bovine leukemia virus."
3795,17362524,"pubmed",TRUE,"17362524",2007,"Retrovirology","Mechanisms of leukemogenesis induced by bovine leukemia virus: prospects for novel anti-retroviral therapies in human."
3796,10770609,"pubmed",TRUE,"10770609",2000,"J Vet Med Sci","Infection of bovine immunodeficiency virus and bovine leukemia virus in water buffalo and cattle populations in Pakistan."
3798,11531406,"pubmed",TRUE,"11531406",2001,"Virology","Molecular and phylogenetic analyses of 16 novel simian T cell leukemia virus type 1 from Africa: close relationship of STLV-1 from Allenopithecus nigroviridis to HTLV-1 subtype B strains."
3799,11531406,"pubmed",TRUE,"11531406",2001,"Virology","Molecular and phylogenetic analyses of 16 novel simian T cell leukemia virus type 1 from Africa: close relationship of STLV-1 from Allenopithecus nigroviridis to HTLV-1 subtype B strains."
3800,15958673,"pubmed",TRUE,"15958673",2005,"J Gen Virol","Full-genome analysis of a highly divergent simian T-cell lymphotropic virus type 1 strain in Macaca arctoides."
3801,2440820,"pubmed",TRUE,"2440820",1987,"Int J Cancer","Serological survey and virus isolation of simian T-cell leukemia/T-lymphotropic virus type I (STLV-I) in non-human primates in their native countries."
3802,2440820,"pubmed",TRUE,"2440820",1987,"Int J Cancer","Serological survey and virus isolation of simian T-cell leukemia/T-lymphotropic virus type I (STLV-I) in non-human primates in their native countries."
3803,11531406,"pubmed",TRUE,"11531406",2001,"Virology","Molecular and phylogenetic analyses of 16 novel simian T cell leukemia virus type 1 from Africa: close relationship of STLV-1 from Allenopithecus nigroviridis to HTLV-1 subtype B strains."
3804,2440820,"pubmed",TRUE,"2440820",1987,"Int J Cancer","Serological survey and virus isolation of simian T-cell leukemia/T-lymphotropic virus type I (STLV-I) in non-human primates in their native countries."
3805,2440820,"pubmed",TRUE,"2440820",1987,"Int J Cancer","Serological survey and virus isolation of simian T-cell leukemia/T-lymphotropic virus type I (STLV-I) in non-human primates in their native countries."
3806,2440820,"pubmed",TRUE,"2440820",1987,"Int J Cancer","Serological survey and virus isolation of simian T-cell leukemia/T-lymphotropic virus type I (STLV-I) in non-human primates in their native countries."
3807,15911757,"pubmed",TRUE,"15911757",2005,"Proc Natl Acad Sci U S A","Emergence of unique primate T-lymphotropic viruses among central African bushmeat hunters."
3808,15078952,"pubmed",TRUE,"15078952",2004,"J Virol","Simian T-cell leukemia virus (STLV) infection in wild primate populations in Cameroon: evidence for dual STLV type 1 and type 3 infection in agile mangabeys (Cercocebus agilis)."
3809,19193260,"pubmed",TRUE,"19193260",2009,"Emerg Infect Dis","Simian T-lymphotropic virus diversity among nonhuman primates, Cameroon."
3810,2440820,"pubmed",TRUE,"2440820",1987,"Int J Cancer","Serological survey and virus isolation of simian T-cell leukemia/T-lymphotropic virus type I (STLV-I) in non-human primates in their native countries."
3811,6309601,"pubmed",TRUE,"6309601",1983,"Gan","Isolation in culture of a type C virus from a Japanese monkey seropositive to adult T-cell leukemia-associated antigens."
3812,9859970,"pubmed",TRUE,"9859970",1998,"J Acquir Immune Defic Syndr Hum Retrovirol","Simian T-lymphotropic virus type I infection among wild-caught Indonesian pig-tailed macaques (Macaca nemestrina)."
3813,2440820,"pubmed",TRUE,"2440820",1987,"Int J Cancer","Serological survey and virus isolation of simian T-cell leukemia/T-lymphotropic virus type I (STLV-I) in non-human primates in their native countries."
3814,16931175,"pubmed",TRUE,"16931175",2006,"Infect Genet Evol","Phylogeny of primate T lymphotropic virus type 1 (PTLV-1) including various new Asian and African non-human primate strains."
3815,9390755,"pubmed",TRUE,"9390755",1997,"AIDS Res Hum Retroviruses","Phylogenetic analysis of a simian T lymphotropic virus type I from a hamadryas baboon."
3816,19193260,"pubmed",TRUE,"19193260",2009,"Emerg Infect Dis","Simian T-lymphotropic virus diversity among nonhuman primates, Cameroon."
3817,2440820,"pubmed",TRUE,"2440820",1987,"Int J Cancer","Serological survey and virus isolation of simian T-cell leukemia/T-lymphotropic virus type I (STLV-I) in non-human primates in their native countries."
3818,16931175,"pubmed",TRUE,"16931175",2006,"Infect Genet Evol","Phylogeny of primate T lymphotropic virus type 1 (PTLV-1) including various new Asian and African non-human primate strains."
3819,8259665,"pubmed",TRUE,"8259665",1994,"Virology","Seroepidemiologic, molecular, and phylogenetic analyses of simian T-cell leukemia viruses (STLV-I) from various naturally infected monkey species from central and western Africa."
3820,15078952,"pubmed",TRUE,"15078952",2004,"J Virol","Simian T-cell leukemia virus (STLV) infection in wild primate populations in Cameroon: evidence for dual STLV type 1 and type 3 infection in agile mangabeys (Cercocebus agilis)."
3821,2822228,"pubmed",TRUE,"2822228",1987,"Cancer Lett","Chronic fatal disease in gorillas seropositive for simian T-lymphotropic virus I antibodies."
3822,15483244,"pubmed",TRUE,"15483244",2004,"J Gen Virol","Non-invasive testing reveals a high prevalence of simian T-lymphotropic virus type 1 antibodies in wild adult chimpanzees of the Taï National Park, Côte d'Ivoire."
3823,7966632,"pubmed",TRUE,"7966632",1994,"J Virol","Isolation of a novel simian T-cell lymphotropic virus from Pan paniscus that is distantly related to the human T-cell leukemia/lymphotropic virus types I and II."
3824,15911757,"pubmed",TRUE,"15911757",2005,"Proc Natl Acad Sci U S A","Emergence of unique primate T-lymphotropic viruses among central African bushmeat hunters."
3825,14769908,"pubmed",TRUE,"14769908",2004,"J Gen Virol","Identification in gelada baboons (Theropithecus gelada) of a distinct simian T-cell lymphotropic virus type 3 with a broad range of Western blot reactivity."
3826,7908445,"pubmed",TRUE,"7908445",1994,"Proc Natl Acad Sci U S A","A primate T-lymphotropic virus, PTLV-L, different from human T-lymphotropic viruses types I and II, in a wild-caught baboon (Papio hamadryas)."
3827,15911757,"pubmed",TRUE,"15911757",2005,"Proc Natl Acad Sci U S A","Emergence of unique primate T-lymphotropic viruses among central African bushmeat hunters."
3828,11739691,"pubmed",TRUE,"11739691",2001,"J Virol","Complete sequence of a novel highly divergent simian T-cell lymphotropic virus from wild-caught red-capped mangabeys (Cercocebus torquatus) from Cameroon: a new primate T-lymphotropic virus type 3 subtype."
3829,19193260,"pubmed",TRUE,"19193260",2009,"Emerg Infect Dis","Simian T-lymphotropic virus diversity among nonhuman primates, Cameroon."
3830,11708284,"pubmed",TRUE,"11708284",2001,"J Virol","Evidence for a second simian T-cell lymphotropic virus type 3 in Cercopithecus nictitans from Cameroon."
3831,19193260,"pubmed",TRUE,"19193260",2009,"Emerg Infect Dis","Simian T-lymphotropic virus diversity among nonhuman primates, Cameroon."
3832,19193260,"pubmed",TRUE,"19193260",2009,"Emerg Infect Dis","Simian T-lymphotropic virus diversity among nonhuman primates, Cameroon."
3833,2851578,"pubmed",TRUE,"2851578",1986,"J Am Vet Med Assoc","Feline leukemia virus infection in a captive cheetah and the clinical and antibody response of six captive cheetahs to vaccination with a subunit feline leukemia virus vaccine."
3834,18460634,"pubmed",TRUE,"18460634",2008,"J Vet Diagn Invest","Detection of Feline leukemia virus in the endangered Iberian lynx (Lynx pardinus)."
3835,11272497,"pubmed",TRUE,"11272497",2001,"J Wildl Dis","Feline leukemia virus in a captive bobcat."
3836,18689639,"pubmed",TRUE,"18689639",2008,"J Wildl Dis","Epizootiology and management of feline leukemia virus in the Florida puma."
3839,6268887,"pubmed",TRUE,"6268887",1981,"J Natl Cancer Inst","Isolation of feline leukemia virus from a leopard cat cell line and search for retrovirus in wild felidae."
3844,18258118,"pubmed",TRUE,"18258118",2008,"Emerg Infect Dis","Genetic characterization of feline leukemia virus from Florida panthers."
3846,14567233,"pubmed",TRUE,"14567233",2003,"J Wildl Dis","A serologic survey of wild felids from central west Saudi Arabia."
3847,15661159,"pubmed",TRUE,"15661159",2005,"Virology","Re-examination of feline leukemia virus: host relationships using real-time PCR."
3849,6175084,"pubmed",TRUE,"6175084",1982,"Virology","Origin and biological properties of a new feline sarcoma virus."
3850,26637454,"pubmed",TRUE,"26637454",2015,"J Virol","Episodic Diversifying Selection Shaped the Genomes of Gibbon Ape Leukemia Virus and Related Gammaretroviruses."
3851,101094826,"pubmed",TRUE,"no record",NA,NA,NA
3853,6306469,"pubmed",TRUE,"6306469",1983,"Nature","The Hardy-Zuckerman 2-FeSV, a new feline retrovirus with oncogene homology to Abelson-MuLV."
3854,176419,"pubmed",TRUE,"176419",1976,"J Virol","Rat sequences of the Kirsten and Harvey murine sarcoma virus genomes: nature, origin, and expression in rat tumor RNA."
3855,176419,"pubmed",TRUE,"176419",1976,"J Virol","Rat sequences of the Kirsten and Harvey murine sarcoma virus genomes: nature, origin, and expression in rat tumor RNA."
3856,6170110,"pubmed",TRUE,"6170110",1981,"Science","Complete nucleotide sequence and organization of the Moloney murine sarcoma virus genome."
3857,11883004,"pubmed",TRUE,"11883004",2002,"Virology","The Mus cervicolor MuLV isolate M813 is highly fusogenic and induces a T-cell lymphoma associated with large multinucleated cells."
3858,15956577,"pubmed",TRUE,"15956577",2005,"J Virol","Characterization of hortulanus endogenous murine leukemia virus, an endogenous provirus that encodes an infectious murine leukemia virus of a novel subgroup."
3859,22312342,"pubmed",TRUE,"22312342",2012,"Adv Virol","Murine leukemia viruses: objects and organisms."
3860,1373281,"pubmed",TRUE,"1373281",1992,"Arch Virol","Porcine retrovirus: optimal conditions for its biochemical detection."
3861,6246254,"pubmed",TRUE,"6246254",1980,"J Virol","Molecular cloning of Snyder-Theilen feline leukemia and sarcoma viruses: comparative studies of feline sarcoma virus with its natural helper virus and with Moloney murine sarcoma virus."
3862,24426295,"pubmed",TRUE,"24426295",2014,"Indian J Virol","Bovine immunodeficiency virus: a lentiviral infection."
3863,10770609,"pubmed",TRUE,"10770609",2000,"J Vet Med Sci","Infection of bovine immunodeficiency virus and bovine leukemia virus in water buffalo and cattle populations in Pakistan."
3864,20210780,"pubmed",TRUE,"20210780",2010,"Curr HIV Res","Jembrana disease virus: host responses, viral dynamics and disease control."
3865,6097020,"pubmed",TRUE,"6097020",1984,"Vet Res Commun","Caprine arthritis-encephalitis syndrome (CAE): a review."
3866,15236678,"pubmed",TRUE,"15236678",2004,"Vet Res","Equine Infectious Anemia Virus (EIAV): what has HIV's country cousin got to tell us?"
3867,2984759,"pubmed",TRUE,"2984759",1985,"Rev Infect Dis","Equine infectious anemia virus: immunopathogenesis and persistence."
3868,8057472,"pubmed",TRUE,"8057472",1994,"J Virol","A lion lentivirus related to feline immunodeficiency virus: epidemiologic and phylogenetic aspects."
3869,15956574,"pubmed",TRUE,"15956574",2005,"J Virol","Seroprevalence and genomic divergence of circulating strains of feline immunodeficiency virus among Felidae and Hyaenidae species."
3870,8794304,"pubmed",TRUE,"8794304",1996,"J Virol","Genetic and phylogenetic divergence of feline immunodeficiency virus in the puma (Puma concolor)."
