"idx","PMID","Database","Lookup_Successful","PMID_lookup","Year","Journal","Title"
1,4108788,"pubmed",TRUE,"4108788",1971,"Proc Soc Exp Biol Med","Herpes virus aotus: a latent herpesvirus from owl monkeys (Aotus trivirgatus) isolation and characterization."
2,209216,"pubmed",TRUE,"209216",1978,"J Virol","Genetic analysis of a cytomegalovirus-like agent isolated from human brain."
3,26251484,"pubmed",TRUE,"26251484",2015,"Genome Announc","Complete Genome Sequences of Mandrillus leucophaeus and Papio ursinus Cytomegaloviruses."
4,12623061,"pubmed",TRUE,"12623061",2003,"Biologicals","Simian cytomegalovirus and contamination of oral poliovirus vaccines."
5,12607096,"pubmed",TRUE,"12607096",2003,"Arch Virol","Isolation of cytomegalovirus and foamy virus from the drill monkey (Mandrillus leucophaeus) and prevalence of antibodies to these viruses amongst wild-born and captive-bred individuals."
6,19107226,"pubmed",TRUE,"19107226",2008,"Neoplasia","The story of human cytomegalovirus and cancer: increasing evidence and open questions."
7,21272907,"pubmed",TRUE,"21272907",2011,"Virology","Isolation and characterization of cynomolgus macaque (Macaca fascicularis) cytomegalovirus (CyCMV)."
8,12767982,"pubmed",TRUE,"12767982",2003,"J Virol","Complete sequence and genomic analysis of rhesus cytomegalovirus."
9,6093744,"pubmed",TRUE,"6093744",1984,"Arch Virol","Initial characterization of four cytomegalovirus strains isolated from chimpanzees. Brief report."
10,11222707,"pubmed",TRUE,"11222707",2001,"J Virol","Detection of infectious baboon cytomegalovirus after baboon-to-human liver xenotransplantation."
11,11699958,"pubmed",TRUE,"11699958",2001,"Arch Virol","Isolation and characterization of an endogenous cytomegalovirus (BaCMV) from baboons."
12,6253743,"pubmed",TRUE,"6253743",1980,"Lab Anim Sci","Isolation and characterization of a cytomegalovirus from the salivary gland of a squirrel monkey (Saimiri sciureus)."
13,10987671,"pubmed",TRUE,"10987671",2000,"Comp Med","Fatal lymphoproliferative disease associated with a novel gammaherpesvirus in a captive population of common marmosets."
14,92573,"pubmed",TRUE,"92573",1979,"J Virol","Establishment of a lymphoblastoid cell line and isolation of an Epstein-Barr-related virus of gorilla origin."
16,2160013,"pubmed",TRUE,"2160013",1990,"J Med Primatol","Establishment of a B-lymphoblastoid cell line infected with Epstein-Barr-related virus from a cynomolgus monkey (Macaca fascicularis)."
19,4342526,"pubmed",TRUE,"4342526",1972,"Nature","EBV antibody in sera of non-human primates."
20,4358039,"pubmed",TRUE,"4358039",1972,"Int J Cancer","Establishment of continuous lymphoblast cultures from leukocytes of gibbons (Hylobates lar)."
22,4342526,"pubmed",TRUE,"4342526",1972,"Nature","EBV antibody in sera of non-human primates."
23,14107961,"pubmed",TRUE,"14107961",1964,"Lancet","VIRUS PARTICLES IN CULTURED LYMPHOBLASTS FROM BURKITT'S LYMPHOMA."
24,21242039,"pubmed",TRUE,"21242039",2011,"Vet Microbiol","Serological detection of Epstein-Barr virus infection in dogs and cats."
25,3017870,"pubmed",TRUE,"3017870",1986,"Int J Cancer","Epstein-Barr virus-related herpesvirus from a rhesus monkey (Macaca mulatta) with malignant lymphoma."
26,184297,"pubmed",TRUE,"184297",1976,"J Virol","Antigens and DNA of a chimpanzee agent related to Epstein-Barr virus."
27,216640,"pubmed",TRUE,"216640",1979,"Int J Cancer","Antibody responses to Herpesvirus papio antigens in baboons with lymphoma."
28,12208112,"pubmed",TRUE,"12208112",2002,"Res Vet Sci","Gamma herpesvirus carrier status of captive artiodactyls."
29,7327993,"pubmed",TRUE,"7327993",1981,"J Am Vet Med Assoc","Comparative pathology of the African form of malignant catarrhal fever in captive Indian gaur and domestic cattle."
30,12208112,"pubmed",TRUE,"12208112",2002,"Res Vet Sci","Gamma herpesvirus carrier status of captive artiodactyls."
31,26446889,"pubmed",TRUE,"26446889",2015,"Arch Virol","Wildebeest-associated malignant catarrhal fever: perspectives for integrated control of a lymphoproliferative disease of cattle in sub-Saharan Africa."
32,19244822,"pubmed",TRUE,"19244822",2009,"J S Afr Vet Assoc","Gammaherpesvirus carrier status of black wildebeest (Connochaetes gnou) in South Africa."
33,12208112,"pubmed",TRUE,"12208112",2002,"Res Vet Sci","Gamma herpesvirus carrier status of captive artiodactyls."
34,12208112,"pubmed",TRUE,"12208112",2002,"Res Vet Sci","Gamma herpesvirus carrier status of captive artiodactyls."
35,2716112,"pubmed",TRUE,"2716112",1989,"J Wildl Dis","Epidemiologic and pathologic aspects of an epizootic of malignant catarrhal fever in exotic hoofstock."
36,12208112,"pubmed",TRUE,"12208112",2002,"Res Vet Sci","Gamma herpesvirus carrier status of captive artiodactyls."
37,12208112,"pubmed",TRUE,"12208112",2002,"Res Vet Sci","Gamma herpesvirus carrier status of captive artiodactyls."
38,12208112,"pubmed",TRUE,"12208112",2002,"Res Vet Sci","Gamma herpesvirus carrier status of captive artiodactyls."
39,12208112,"pubmed",TRUE,"12208112",2002,"Res Vet Sci","Gamma herpesvirus carrier status of captive artiodactyls."
40,12208112,"pubmed",TRUE,"12208112",2002,"Res Vet Sci","Gamma herpesvirus carrier status of captive artiodactyls."
41,12208112,"pubmed",TRUE,"12208112",2002,"Res Vet Sci","Gamma herpesvirus carrier status of captive artiodactyls."
42,7411750,"pubmed",TRUE,"7411750",1980,"J Wildl Dis","Endemic malignant catarrhal fever at the San Diego wild animal park."
43,2716112,"pubmed",TRUE,"2716112",1989,"J Wildl Dis","Epidemiologic and pathologic aspects of an epizootic of malignant catarrhal fever in exotic hoofstock."
44,12208112,"pubmed",TRUE,"12208112",2002,"Res Vet Sci","Gamma herpesvirus carrier status of captive artiodactyls."
45,557117,"pubmed",TRUE,"557117",1977,"J Wildl Dis","The gross and histopathologic lesions of maignant catarrhal fever in three captive sika deer (Cervus nippon) in southern Ontario."
46,2716112,"pubmed",TRUE,"2716112",1989,"J Wildl Dis","Epidemiologic and pathologic aspects of an epizootic of malignant catarrhal fever in exotic hoofstock."
47,12208112,"pubmed",TRUE,"12208112",2002,"Res Vet Sci","Gamma herpesvirus carrier status of captive artiodactyls."
48,12208112,"pubmed",TRUE,"12208112",2002,"Res Vet Sci","Gamma herpesvirus carrier status of captive artiodactyls."
49,12208112,"pubmed",TRUE,"12208112",2002,"Res Vet Sci","Gamma herpesvirus carrier status of captive artiodactyls."
50,2716112,"pubmed",TRUE,"2716112",1989,"J Wildl Dis","Epidemiologic and pathologic aspects of an epizootic of malignant catarrhal fever in exotic hoofstock."
51,23957274,"pubmed",TRUE,"23957274",2013,"Transbound Emerg Dis","Malignant Catarrhal Fever: An Emerging Disease in the African Buffalo (Syncerus caffer)."
52,12202582,"pubmed",TRUE,"12202582",2002,"J Clin Microbiol","Malignant catarrhal fever-like disease in Barbary red deer (Cervus elaphus barbarus) naturally infected with a virus resembling alcelaphine herpesvirus 2."
53,4778485,"pubmed",TRUE,"4778485",1973,"Res Vet Sci","The attenuation of a herpes virus (malignant catarrhal fever virus) isolated from hartebeest (Alcelaphus buselaphus cokei Gunther)."
54,24803260,"pubmed",TRUE,"24803260",2014,"Vet Microbiol","Malignant catarrhal fever in American bison (Bison bison) experimentally infected with alcelaphine herpesvirus 2."
55,7343576,"pubmed",TRUE,"7343576",1981,"J Comp Pathol","Isolation and characterization of a herpesvirus from topi (Damaliscus korrigum, Ogilby)."
56,11021426,"pubmed",TRUE,"11021426",2000,"J Vet Diagn Invest","Malignant catarrhal fever: polymerase chain reaction survey for ovine herpesvirus 2 and other persistent herpesvirus and retrovirus infections of dairy cattle and bison."
57,9557713,"pubmed",TRUE,"9557713",1998,"J Virol","Detection of a novel bovine lymphotropic herpesvirus."
58,25427628,"pubmed",TRUE,"25427628",2014,"Trop Anim Health Prod","Bovine herpesvirus 6 in buffaloes (Bubalus bulalis) from the Amazon region, Brazil."
62,17255446,"pubmed",TRUE,"17255446",2007,"J Wildl Dis","Malignant catarrhal fever in free-ranging cervids associated with OvHV-2 and CpHV-2 DNA."
63,17255446,"pubmed",TRUE,"17255446",2007,"J Wildl Dis","Malignant catarrhal fever in free-ranging cervids associated with OvHV-2 and CpHV-2 DNA."
64,22132808,"pubmed",TRUE,"22132808",2011,"BMC Vet Res","A possible case of caprine-associated malignant catarrhal fever in a domestic water buffalo (Bubalus bubalis) in Switzerland."
65,11125175,"pubmed",TRUE,"11125175",2000,"J Gen Virol","Recognition of another member of the malignant catarrhal fever virus group: an endemic gammaherpesvirus in domestic goats."
66,12661731,"pubmed",TRUE,"12661731",2003,"J Vet Diagn Invest","Caprine herpesvirus-2 in association with naturally occurring malignant catarrhal fever in captive sika deer (Cervus nippon)."
67,12580295,"pubmed",TRUE,"12580295",2003,"J Vet Diagn Invest","Caprine herpesvirus-2-associated malignant catarrhal fever in white-tailed deer (Odocoileus virginianus)."
68,1897131,"pubmed",TRUE,"1897131",1991,"Vet Microbiol","Recovery of a herpesvirus from a roan antelope (Hippotragus equinus)."
69,7091816,"pubmed",TRUE,"7091816",1982,"Am J Vet Res","Malignant catarrhal fever in an Indian gaur and greater kudu: experimental transmission, isolation, and identification of a herpesvirus."
74,12238366,"pubmed",TRUE,"12238366",2002,"J Wildl Dis","Serum antibody prevalence of malignant catarrhal fever viruses in seven wildlife species from Alaska."
75,17255446,"pubmed",TRUE,"17255446",2007,"J Wildl Dis","Malignant catarrhal fever in free-ranging cervids associated with OvHV-2 and CpHV-2 DNA."
76,17255446,"pubmed",TRUE,"17255446",2007,"J Wildl Dis","Malignant catarrhal fever in free-ranging cervids associated with OvHV-2 and CpHV-2 DNA."
77,17699095,"pubmed",TRUE,"17699095",2007,"J Wildl Dis","Malignant catarrhal fever associated with ovine herpesvirus-2 in free-ranging mule deer in Colorado."
78,11108448,"pubmed",TRUE,"11108448",2000,"J Vet Diagn Invest","Epizootic malignant catarrhal fever in three bison herds: differences from cattle and association with ovine herpesvirus-2."
79,12208112,"pubmed",TRUE,"12208112",2002,"Res Vet Sci","Gamma herpesvirus carrier status of captive artiodactyls."
80,11021426,"pubmed",TRUE,"11021426",2000,"J Vet Diagn Invest","Malignant catarrhal fever: polymerase chain reaction survey for ovine herpesvirus 2 and other persistent herpesvirus and retrovirus infections of dairy cattle and bison."
81,7839584,"pubmed",TRUE,"7839584",1994,"Vet Microbiol","PCR detection of ovine herpesvirus-2 DNA in Indonesian ruminants--normal sheep and clinical cases of malignant catarrhal fever."
82,17543478,"pubmed",TRUE,"17543478",2007,"Vet Microbiol","Malignant catarrhal fever-like lesions associated with ovine herpesvirus-2 infection in three goats."
83,12208112,"pubmed",TRUE,"12208112",2002,"Res Vet Sci","Gamma herpesvirus carrier status of captive artiodactyls."
84,12208112,"pubmed",TRUE,"12208112",2002,"Res Vet Sci","Gamma herpesvirus carrier status of captive artiodactyls."
85,12208112,"pubmed",TRUE,"12208112",2002,"Res Vet Sci","Gamma herpesvirus carrier status of captive artiodactyls."
86,12208112,"pubmed",TRUE,"12208112",2002,"Res Vet Sci","Gamma herpesvirus carrier status of captive artiodactyls."
87,12208112,"pubmed",TRUE,"12208112",2002,"Res Vet Sci","Gamma herpesvirus carrier status of captive artiodactyls."
88,15583281,"pubmed",TRUE,"15583281",2004,"J Clin Microbiol","Shedding of ovine herpesvirus 2 in sheep nasal secretions: the predominant mode for transmission."
89,12208112,"pubmed",TRUE,"12208112",2002,"Res Vet Sci","Gamma herpesvirus carrier status of captive artiodactyls."
90,7091816,"pubmed",TRUE,"7091816",1982,"Am J Vet Res","Malignant catarrhal fever in an Indian gaur and greater kudu: experimental transmission, isolation, and identification of a herpesvirus."
91,7839584,"pubmed",TRUE,"7839584",1994,"Vet Microbiol","PCR detection of ovine herpesvirus-2 DNA in Indonesian ruminants--normal sheep and clinical cases of malignant catarrhal fever."
92,12208112,"pubmed",TRUE,"12208112",2002,"Res Vet Sci","Gamma herpesvirus carrier status of captive artiodactyls."
93,16512141,"pubmed",TRUE,"16512141",1970,"J Wildl Dis","Malignant catarrhal fever in Texas cervids."
94,10572865,"pubmed",TRUE,"10572865",1999,"J Zoo Wildl Med","Sheep-associated malignant catarrhal fever in a petting zoo."
95,10572865,"pubmed",TRUE,"10572865",1999,"J Zoo Wildl Med","Sheep-associated malignant catarrhal fever in a petting zoo."
96,9406629,"pubmed",TRUE,"9406629",1997,"Aust Vet J","An outbreak of malignant catarrhal fever in young rusa deer (Cervus timorensis)."
97,12208112,"pubmed",TRUE,"12208112",2002,"Res Vet Sci","Gamma herpesvirus carrier status of captive artiodactyls."
98,12208112,"pubmed",TRUE,"12208112",2002,"Res Vet Sci","Gamma herpesvirus carrier status of captive artiodactyls."
99,12233830,"pubmed",TRUE,"12233830",2002,"Vet Rec","Outbreak of malignant catarrhal fever in brown brocket deer (Mazama gouazoubira) in Brazil."
100,12208112,"pubmed",TRUE,"12208112",2002,"Res Vet Sci","Gamma herpesvirus carrier status of captive artiodactyls."
101,9829302,"pubmed",TRUE,"9829302",1998,"Vet Rec","Malignant catarrhal fever caused by ovine herpesvirus-2 in pigs in Norway."
102,19402994,"pubmed",TRUE,"19402994",2009,"Emerg Infect Dis","Ovine herpesvirus 2 infection in Foal, Brazil."
103,23957274,"pubmed",TRUE,"23957274",2013,"Transbound Emerg Dis","Malignant Catarrhal Fever: An Emerging Disease in the African Buffalo (Syncerus caffer)."
104,17255446,"pubmed",TRUE,"17255446",2007,"J Wildl Dis","Malignant catarrhal fever in free-ranging cervids associated with OvHV-2 and CpHV-2 DNA."
105,10567652,"pubmed",TRUE,"10567652",1999,"J Gen Virol","Characterization of the DNA polymerase loci of the novel porcine lymphotropic herpesviruses 1 and 2 in domestic and feral pigs."
106,10567652,"pubmed",TRUE,"10567652",1999,"J Gen Virol","Characterization of the DNA polymerase loci of the novel porcine lymphotropic herpesviruses 1 and 2 in domestic and feral pigs."
107,12706081,"pubmed",TRUE,"12706081",2003,"Virology","A novel porcine gammaherpesvirus."
108,11125176,"pubmed",TRUE,"11125176",2000,"J Gen Virol","Detection of avian oncogenic Marek's disease herpesvirus DNA in human sera."
110,2864834,"pubmed",TRUE,"2864834",1985,"Acta Virol","Ecology of the murine alphaherpesvirus and its isolation from lungs of rodents in cell culture."
111,2864834,"pubmed",TRUE,"2864834",1985,"Acta Virol","Ecology of the murine alphaherpesvirus and its isolation from lungs of rodents in cell culture."
112,2864834,"pubmed",TRUE,"2864834",1985,"Acta Virol","Ecology of the murine alphaherpesvirus and its isolation from lungs of rodents in cell culture."
113,17507487,"pubmed",TRUE,"17507487",2007,"J Virol","Identification of novel rodent herpesviruses, including the first gammaherpesvirus of Mus musculus."
114,12019534,"pubmed",TRUE,"12019534",2002,"Vet Rec","Serological evidence of murine pathogens in wild grey squirrels (Sciurus carolinensis) in North Wales."
115,8102523,"pubmed",TRUE,"8102523",1993,"Arch Virol","Molecular and biological characterization of new strains of murine cytomegalovirus isolated from wild mice."
116,17507487,"pubmed",TRUE,"17507487",2007,"J Virol","Identification of novel rodent herpesviruses, including the first gammaherpesvirus of Mus musculus."
117,17507487,"pubmed",TRUE,"17507487",2007,"J Virol","Identification of novel rodent herpesviruses, including the first gammaherpesvirus of Mus musculus."
118,17507487,"pubmed",TRUE,"17507487",2007,"J Virol","Identification of novel rodent herpesviruses, including the first gammaherpesvirus of Mus musculus."
119,6293414,"pubmed",TRUE,"6293414",1982,"Arch Virol","Isolation of a cytomegalovirus-like agent from wild rats."
120,17507487,"pubmed",TRUE,"17507487",2007,"J Virol","Identification of novel rodent herpesviruses, including the first gammaherpesvirus of Mus musculus."
121,17507487,"pubmed",TRUE,"17507487",2007,"J Virol","Identification of novel rodent herpesviruses, including the first gammaherpesvirus of Mus musculus."
122,17507487,"pubmed",TRUE,"17507487",2007,"J Virol","Identification of novel rodent herpesviruses, including the first gammaherpesvirus of Mus musculus."
123,6293409,"pubmed",TRUE,"6293409",1982,"Arch Virol","The isolation and partial characterisation of a cytomegalovirus from the brown rat, Rattus norvegicus."
124,18987236,"pubmed",TRUE,"18987236",2008,"J Vet Diagn Invest","Equid herpesvirus 2-associated oral and esophageal ulceration in a foal."
125,10365167,"pubmed",TRUE,"10365167",1999,"Arch Virol","Detection of equine herpesvirus types 2 and 5 (EHV-2 and EHV-5) in Przewalski's wild horses."
126,10365167,"pubmed",TRUE,"10365167",1999,"Arch Virol","Detection of equine herpesvirus types 2 and 5 (EHV-2 and EHV-5) in Przewalski's wild horses."
127,10365167,"pubmed",TRUE,"10365167",1999,"Arch Virol","Detection of equine herpesvirus types 2 and 5 (EHV-2 and EHV-5) in Przewalski's wild horses."
128,10365167,"pubmed",TRUE,"10365167",1999,"Arch Virol","Detection of equine herpesvirus types 2 and 5 (EHV-2 and EHV-5) in Przewalski's wild horses."
129,10365167,"pubmed",TRUE,"10365167",1999,"Arch Virol","Detection of equine herpesvirus types 2 and 5 (EHV-2 and EHV-5) in Przewalski's wild horses."
130,10365167,"pubmed",TRUE,"10365167",1999,"Arch Virol","Detection of equine herpesvirus types 2 and 5 (EHV-2 and EHV-5) in Przewalski's wild horses."
131,20842426,"pubmed",TRUE,"20842426",2010,"Vet Res Commun","Age-dependent prevalence of equid herpesvirus 5 infection."
132,10365167,"pubmed",TRUE,"10365167",1999,"Arch Virol","Detection of equine herpesvirus types 2 and 5 (EHV-2 and EHV-5) in Przewalski's wild horses."
133,10365167,"pubmed",TRUE,"10365167",1999,"Arch Virol","Detection of equine herpesvirus types 2 and 5 (EHV-2 and EHV-5) in Przewalski's wild horses."
134,10365167,"pubmed",TRUE,"10365167",1999,"Arch Virol","Detection of equine herpesvirus types 2 and 5 (EHV-2 and EHV-5) in Przewalski's wild horses."
135,10365167,"pubmed",TRUE,"10365167",1999,"Arch Virol","Detection of equine herpesvirus types 2 and 5 (EHV-2 and EHV-5) in Przewalski's wild horses."
136,10365167,"pubmed",TRUE,"10365167",1999,"Arch Virol","Detection of equine herpesvirus types 2 and 5 (EHV-2 and EHV-5) in Przewalski's wild horses."
137,10365167,"pubmed",TRUE,"10365167",1999,"Arch Virol","Detection of equine herpesvirus types 2 and 5 (EHV-2 and EHV-5) in Przewalski's wild horses."
138,12029147,"pubmed",TRUE,"12029147",2002,"J Gen Virol","Partial characterization of a novel gammaherpesvirus isolated from a European badger (Meles meles)."
139,22186378,"pubmed",TRUE,"22186378",2011,"Vet Rec","Detection of elephant endotheliotropic herpesvirus type 1 in asymptomatic elephants using TaqMan real-time PCR."
140,23552421,"pubmed",TRUE,"23552421",2013,"J Virol","Complete genome sequences of elephant endotheliotropic herpesviruses 1A and 1B determined directly from fatal cases."
141,4218598,"pubmed",TRUE,"4218598",1974,"Int J Cancer","Herpesvirus ateles: properties of an oncogenic herpesvirus isolated from circulating lymphocytes of spider monkeys (Ateles sp.)."
142,4621875,"pubmed",TRUE,"4621875",1972,"Nat New Biol","Herpesvirus ateles, a new lymphoma virus of monkeys."
143,4218598,"pubmed",TRUE,"4218598",1974,"Int J Cancer","Herpesvirus ateles: properties of an oncogenic herpesvirus isolated from circulating lymphocytes of spider monkeys (Ateles sp.)."
144,10623770,"pubmed",TRUE,"10623770",2000,"J Virol","Primary structure of the Herpesvirus ateles genome."
145,4218598,"pubmed",TRUE,"4218598",1974,"Int J Cancer","Herpesvirus ateles: properties of an oncogenic herpesvirus isolated from circulating lymphocytes of spider monkeys (Ateles sp.)."
146,11110380,"pubmed",TRUE,"11110380",2000,"J Vet Intern Med","Prevalence of bovine herpesvirus-4 infection in cats in Central Michigan."
147,16153785,"pubmed",TRUE,"16153785",2005,"Vet Microbiol","Antibodies against bovine herpesvirus 4 are highly prevalent in wild African buffaloes throughout eastern and southern Africa."
148,15039528,"pubmed",TRUE,"15039528",2004,"J Gen Virol","Novel herpesviruses of Suidae: indicators for a second genogroup of artiodactyl gammaherpesviruses."
149,11110380,"pubmed",TRUE,"11110380",2000,"J Vet Intern Med","Prevalence of bovine herpesvirus-4 infection in cats in Central Michigan."
150,1848060,"pubmed",TRUE,"1848060",1991,"Arch Virol","Genomic diversity among bovine herpesvirus 4 field isolates."
151,12423026,"pubmed",TRUE,"12423026",2002,"J Vet Diagn Invest","Seroprevalence and comparison of isolates of endometriotropic bovine herpesvirus-4."
152,1848060,"pubmed",TRUE,"1848060",1991,"Arch Virol","Genomic diversity among bovine herpesvirus 4 field isolates."
153,21209105,"pubmed",TRUE,"21209105",2011,"J Virol","Identification and sequencing of a novel rodent gammaherpesvirus that establishes acute and latent infection in laboratory mice."
154,10627572,"pubmed",TRUE,"10627572",2000,"J Virol","Two distinct gamma-2 herpesviruses in African green monkeys: a second gamma-2 herpesvirus lineage among old world primates?"
155,9094697,"pubmed",TRUE,"9094697",1997,"J Virol","Identification of two homologs of the Kaposi's sarcoma-associated herpesvirus (human herpesvirus 8) in retroperitoneal fibromatosis of different macaque species."
156,9094697,"pubmed",TRUE,"9094697",1997,"J Virol","Identification of two homologs of the Kaposi's sarcoma-associated herpesvirus (human herpesvirus 8) in retroperitoneal fibromatosis of different macaque species."
157,15200826,"pubmed",TRUE,"15200826",2004,"Emerg Infect Dis","Novel gamma-2-herpesvirus of the Rhadinovirus 2 lineage in gibbons."
158,7997879,"pubmed",TRUE,"7997879",1994,"Science","Identification of herpesvirus-like DNA sequences in AIDS-associated Kaposi's sarcoma."
159,11001045,"pubmed",TRUE,"11001045",2000,"Nature","KSHV-like herpesviruses in chimps and gorillas."
160,11001045,"pubmed",TRUE,"11001045",2000,"Nature","KSHV-like herpesviruses in chimps and gorillas."
161,10627572,"pubmed",TRUE,"10627572",2000,"J Virol","Two distinct gamma-2 herpesviruses in African green monkeys: a second gamma-2 herpesvirus lineage among old world primates?"
162,25609822,"pubmed",TRUE,"25609822",2015,"J Virol","Complete genome sequence of Pig-tailed macaque rhadinovirus 2 and its evolutionary relationship with rhesus macaque rhadinovirus and human herpesvirus 8/Kaposi's sarcoma-associated herpesvirus."
163,12829855,"pubmed",TRUE,"12829855",2003,"J Virol","Novel Kaposi's sarcoma-associated herpesvirus homolog in baboons."
164,11090203,"pubmed",TRUE,"11090203",2000,"J Virol","Simian homologues of human gamma-2 and betaherpesviruses in mandrill and drill monkeys."
165,9371642,"pubmed",TRUE,"9371642",1997,"J Virol","A herpesvirus of rhesus monkeys related to the human Kaposi's sarcoma-associated herpesvirus."
166,17507487,"pubmed",TRUE,"17507487",2007,"J Virol","Identification of novel rodent herpesviruses, including the first gammaherpesvirus of Mus musculus."
167,6111210,"pubmed",TRUE,"6111210",1980,"Acta Virol","Isolation of five strains of herpesviruses from two species of free living small rodents."
168,17507487,"pubmed",TRUE,"17507487",2007,"J Virol","Identification of novel rodent herpesviruses, including the first gammaherpesvirus of Mus musculus."
169,6111210,"pubmed",TRUE,"6111210",1980,"Acta Virol","Isolation of five strains of herpesviruses from two species of free living small rodents."
170,12533706,"pubmed",TRUE,"12533706",2003,"J Gen Virol","The wood mouse is a natural host for Murid herpesvirus 4."
171,17507487,"pubmed",TRUE,"17507487",2007,"J Virol","Identification of novel rodent herpesviruses, including the first gammaherpesvirus of Mus musculus."
172,17507487,"pubmed",TRUE,"17507487",2007,"J Virol","Identification of novel rodent herpesviruses, including the first gammaherpesvirus of Mus musculus."
173,17430622,"pubmed",TRUE,"17430622",2007,"Lab Anim","Serological survey of virus infection among wild house mice (Mus domesticus) in the UK."
174,19940063,"pubmed",TRUE,"19940063",2009,"J Gen Virol","Characterization of a novel wood mouse virus related to murid herpesvirus 4."
175,22915692,"pubmed",TRUE,"22915692",2012,"J Gen Virol","Epidemiology and fitness effects of wood mouse herpesvirus in a natural host population."
176,19940063,"pubmed",TRUE,"19940063",2009,"J Gen Virol","Characterization of a novel wood mouse virus related to murid herpesvirus 4."
177,24232864,"pubmed",TRUE,"24232864",2013,"Mod Pathol","Idiopathic pulmonary fibrosis is strongly associated with productive infection by herpesvirus saimiri."
178,4350520,"pubmed",TRUE,"4350520",1973,"J Infect Dis","Spontaneous Herpesvirus saimiri lymphoma in an owl monkey."
179,6287011,"pubmed",TRUE,"6287011",1982,"J Virol","Herpesvirus saimiri strain variability."
180,10341172,"pubmed",TRUE,"10341172",1999,"Emerg Infect Dis","Human herpesvirus 6: An emerging pathogen."
181,10482553,"pubmed",TRUE,"10482553",1999,"J Virol","Human herpesvirus 6B genome sequence: coding content and comparison with human herpesvirus 6A."
182,8021757,"pubmed",TRUE,"8021757",1994,"J Pediatr","Human herpesvirus 7: another causal agent for roseola (exanthem subitum)."
183,3019278,"pubmed",TRUE,"3019278",1986,"Arch Virol","Comparison of the primate alphaherpesviruses. I. Characterization of two herpesviruses from spider monkeys and squirrel monkeys and viral polypeptides synthesized in infected cells."
184,4291091,"pubmed",TRUE,"4291091",1966,"J Gen Microbiol","Characteristics of bovine mammillitis virus."
185,9517884,"pubmed",TRUE,"9517884",1998,"Lab Anim Sci","Clinical disease associated with simian agent 8 infection in the baboon."
186,9517884,"pubmed",TRUE,"9517884",1998,"Lab Anim Sci","Clinical disease associated with simian agent 8 infection in the baboon."
187,4304237,"pubmed",TRUE,"4304237",1969,"Lab Anim Care","Natural herpes simplex infection in the owl monkey (Aotus trivirgatus)."
188,2546978,"pubmed",TRUE,"2546978",1989,"J Clin Microbiol","Serological evidence for variation in the incidence of herpesvirus infections in different species of apes."
189,1988830,"pubmed",TRUE,"1988830",1991,"N Engl J Med","Predictors of morbidity and mortality in neonates with herpes simplex virus infections. The National Institute of Allergy and Infectious Diseases Collaborative Antiviral Study Group."
190,21719834,"pubmed",TRUE,"21719834",2011,"J Wildl Dis","Outbreak of human herpesvirus type 1 infection in nonhuman primates (Callithrix penincillata)."
191,11814325,"pubmed",TRUE,"11814325",2002,"J Comp Pathol","Fatal herpes simplex infection in a pygmy African hedgehog (Atelerix albiventris)."
192,12056779,"pubmed",TRUE,"12056779",2002,"J Comp Pathol","Herpes simplex encephalitis in a domestic rabbit (Oryctolagus cuniculus)."
193,12824512,"pubmed",TRUE,"12824512",2003,"Vet Pathol","Fatal Herpes simplex infection in a group of common marmosets (Callithrix jacchus)."
194,6279853,"pubmed",TRUE,"6279853",1981,"J Med Primatol","Spontaneous generalized Herpesvirus hominis infection of a lowland gorilla (Gorilla gorilla gorilla)."
195,25341185,"pubmed",TRUE,"25341185",2014,"Emerg Infect Dis","Human herpes simplex virus type 1 in confiscated gorilla."
196,16130997,"pubmed",TRUE,"16130997",2005,"J Vet Diagn Invest","Fatal human herpesvirus type 1 infection in a white-handed gibbon (Hylobates lar)."
197,12733597,"pubmed",TRUE,"12733597",2003,"J Med Primatol","Naturally occurring fatal herpes simplex virus 1 infection in a family of white-faced saki monkeys (Pithecia pithecia pithecia)."
198,12410390,"pubmed",TRUE,"12410390",2002,"Acta Neuropathol","Spontaneous human herpes virus type 1 infection in a chinchilla (Chinchilla lanigera f. dom.)."
199,2546978,"pubmed",TRUE,"2546978",1989,"J Clin Microbiol","Serological evidence for variation in the incidence of herpesvirus infections in different species of apes."
200,6253747,"pubmed",TRUE,"6253747",1980,"Lab Anim Sci","Natural genital herpesvirus hominis infection in chimpanzees (Pan troglodytes and Pan paniscus)."
201,6253747,"pubmed",TRUE,"6253747",1980,"Lab Anim Sci","Natural genital herpesvirus hominis infection in chimpanzees (Pan troglodytes and Pan paniscus)."
202,16926356,"pubmed",TRUE,"16926356",2006,"JAMA","Trends in herpes simplex virus type 1 and type 2 seroprevalence in the United States."
203,18554680,"pubmed",TRUE,"18554680",2008,"Virology","Characterization of a novel alphaherpesvirus associated with fatal infections of domestic rabbits."
204,2552914,"pubmed",TRUE,"2552914",1989,"Antiviral Res","Oral chemotherapy of fatal B virus (herpesvirus simiae) infection."
205,15479559,"pubmed",TRUE,"15479559",2004,"Lab Anim","A natural asymptomatic herpes B virus infection in a colony of laboratory brown capuchin monkeys (Cebus apella)."
206,6276349,"pubmed",TRUE,"6276349",1981,"J Am Vet Med Assoc","Fatal herpesvirus infection in patas monkeys and a black and white colobus monkey."
