HostOriginal,HostTaxID,HostNCBIResolved,Host,HostGenus,HostFamily,HostOrder,HostClass,ManualResolved_Note
sarpa salpa,87759,TRUE,Sarpa salpa,Sarpa,Sparidae,Spariformes,Actinopteri,
saurida elongata,197541,TRUE,Saurida elongata,Saurida,Synodontidae,Aulopiformes,Actinopteri,
saurogobio dabryi,234792,TRUE,Saurogobio dabryi,Saurogobio,Gobionidae,Cypriniformes,Actinopteri,
sauromalus ater,65995,TRUE,Sauromalus ater,Sauromalus,Iguanidae,Squamata,Lepidosauria,
sauromalus varius,51220,TRUE,Sauromalus varius,Sauromalus,Iguanidae,Squamata,Lepidosauria,
saxicola rubetra,69510,TRUE,Saxicola rubetra,Saxicola,Muscicapidae,Passeriformes,Aves,
sayornis phoebe,56315,TRUE,Sayornis phoebe,Sayornis,Tyrannidae,Passeriformes,Aves,
scaphiopus couchii,85089,TRUE,Scaphiopus couchii,Scaphiopus,Pelobatidae,Anura,Amphibia,
scaphiopus holbrookii,8435,TRUE,Scaphiopus holbrookii,Scaphiopus,Pelobatidae,Anura,Amphibia,
scardinius erythrophthalmus,58319,TRUE,Scardinius erythrophthalmus,Scardinius,Leuciscidae,Cypriniformes,Actinopteri,
scarus frenatus,126672,TRUE,Scarus frenatus,Scarus,Labridae,Labriformes,Actinopteri,
scarus ghobban,242806,TRUE,Scarus ghobban,Scarus,Labridae,Labriformes,Actinopteri,
scarus niger,242807,TRUE,Scarus niger,Scarus,Labridae,Labriformes,Actinopteri,
scarus oviceps,242808,TRUE,Scarus oviceps,Scarus,Labridae,Labriformes,Actinopteri,
scarus rivulatus,247627,TRUE,Scarus rivulatus,Scarus,Labridae,Labriformes,Actinopteri,
scarus schlegeli,247629,TRUE,Scarus schlegeli,Scarus,Labridae,Labriformes,Actinopteri,
scarus taeniopterus,544418,TRUE,Scarus taeniopterus,Scarus,Labridae,Labriformes,Actinopteri,
scatophagus argus,75038,TRUE,Scatophagus argus,Scatophagus,Scatophagidae,NA,Actinopteri,
sceloporus jarrovii,59768,TRUE,Sceloporus jarrovii,Sceloporus,Phrynosomatidae,Squamata,Lepidosauria,
sceloporus occidentalis,8519,TRUE,Sceloporus occidentalis,Sceloporus,Phrynosomatidae,Squamata,Lepidosauria,
schismaderma carens,47588,TRUE,Schismaderma carens,Schismaderma,Bufonidae,Anura,Amphibia,
schizothorax pseudoaksaiensis,137067,TRUE,Schizothorax pseudoaksaiensis,Schizothorax,Cyprinidae,Cypriniformes,Actinopteri,
schoeniclus rusticus,36250,TRUE,Emberiza rustica,Emberiza,Fringillidae,Passeriformes,Aves,
schoeniclus spodocephala,125294,TRUE,Emberiza spodocephala,Emberiza,Fringillidae,Passeriformes,Aves,
sciades guatemalensis,419344,TRUE,Sciades guatemalensis,Sciades,Ariidae,Siluriformes,Actinopteri,
sciaenops ocellatus,76340,TRUE,Sciaenops ocellatus,Sciaenops,Sciaenidae,NA,Actinopteri,
scinax elaeochroa,317396,TRUE,Scinax elaeochroa,Scinax,Hylidae,Anura,Amphibia,
sciurus carolinensis,30640,TRUE,Sciurus carolinensis,Sciurus,Sciuridae,Rodentia,Mammalia,
sciurus granatensis,226870,TRUE,Sciurus granatensis,Sciurus,Sciuridae,Rodentia,Mammalia,
sciurus griseus,53278,TRUE,Sciurus griseus,Sciurus,Sciuridae,Rodentia,Mammalia,
sciurus niger,34861,TRUE,Sciurus niger,Sciurus,Sciuridae,Rodentia,Mammalia,
sciurus variegatoides,226875,TRUE,Sciurus variegatoides,Sciurus,Sciuridae,Rodentia,Mammalia,
sciurus vulgaris,55149,TRUE,Sciurus vulgaris,Sciurus,Sciuridae,Rodentia,Mammalia,
scolopax minor,56299,TRUE,Scolopax minor,Scolopax,Scolopacidae,Charadriiformes,Aves,
scolopax rusticola,100826,TRUE,Scolopax rusticola,Scolopax,Scolopacidae,Charadriiformes,Aves,
scolopsis monogramma,443717,TRUE,Scolopsis monogramma,Scolopsis,Nemipteridae,Spariformes,Actinopteri,
scomber japonicus,13676,TRUE,Scomber japonicus,Scomber,Scombridae,Scombriformes,Actinopteri,
scomber scombrus,13677,TRUE,Scomber scombrus,Scomber,Scombridae,Scombriformes,Actinopteri,
scomberoides lysan,334379,TRUE,Scomberoides lysan,Scomberoides,Carangidae,Carangiformes,Actinopteri,
scomberoides tala,1218182,TRUE,Scomberoides tala,Scomberoides,Carangidae,Carangiformes,Actinopteri,
scomberomorus cavalla,13679,TRUE,Scomberomorus cavalla,Scomberomorus,Scombridae,Scombriformes,Actinopteri,
scomberomorus commerson,218798,TRUE,Scomberomorus commerson,Scomberomorus,Scombridae,Scombriformes,Actinopteri,
scomberomorus niphonius,321164,TRUE,Scomberomorus niphonius,Scomberomorus,Scombridae,Scombriformes,Actinopteri,
scophthalmus aquosus,183654,TRUE,Scophthalmus aquosus,Scophthalmus,Scophthalmidae,Pleuronectiformes,Actinopteri,
scophthalmus maximus,52904,TRUE,Scophthalmus maximus,Scophthalmus,Scophthalmidae,Pleuronectiformes,Actinopteri,
scophthalmus rhombus,65125,TRUE,Scophthalmus rhombus,Scophthalmus,Scophthalmidae,Pleuronectiformes,Actinopteri,
scorpaena notata,210003,TRUE,Scorpaena notata,Scorpaena,Scorpaenidae,Perciformes,Actinopteri,
scorpaena scrofa,210004,TRUE,Scorpaena scrofa,Scorpaena,Scorpaenidae,Perciformes,Actinopteri,
scotophilus kuhlii,153297,TRUE,Scotophilus kuhlii,Scotophilus,Vespertilionidae,Chiroptera,Mammalia,
scotophilus nigrita,380359,TRUE,Scotophilus nigrita,Scotophilus,Vespertilionidae,Chiroptera,Mammalia,
scyliorhinus canicula,7830,TRUE,Scyliorhinus canicula,Scyliorhinus,Scyliorhinidae,Carcharhiniformes,Chondrichthyes,
sebastes alutus,72055,TRUE,Sebastes alutus,Sebastes,Sebastidae,Perciformes,Actinopteri,
sebastes capensis,72061,TRUE,Sebastes capensis,Sebastes,Sebastidae,Perciformes,Actinopteri,
sebastes constellatus,72066,TRUE,Sebastes constellatus,Sebastes,Sebastidae,Perciformes,Actinopteri,
sebastes emphaeus,72071,TRUE,Sebastes emphaeus,Sebastes,Sebastidae,Perciformes,Actinopteri,
sebastes flavidus,72076,TRUE,Sebastes flavidus,Sebastes,Sebastidae,Perciformes,Actinopteri,
sebastes fuscescens,555602,TRUE,Sebastes fuscescens,Sebastes,Sebastidae,Perciformes,Actinopteri,
sebastes inermis,160818,TRUE,Sebastes inermis,Sebastes,Sebastidae,Perciformes,Actinopteri,
sebastes maliger,72084,TRUE,Sebastes maliger,Sebastes,Sebastidae,Perciformes,Actinopteri,
sebastes mentella,394696,TRUE,Sebastes mentella,Sebastes,Sebastidae,Perciformes,Actinopteri,
sebastes nebulosus,394698,TRUE,Sebastes nebulosus,Sebastes,Sebastidae,Perciformes,Actinopteri,
sebastes oblongus,201705,TRUE,Sebastes oblongus,Sebastes,Sebastidae,Perciformes,Actinopteri,
sebastes pachycephalus,201706,TRUE,Sebastes pachycephalus,Sebastes,Sebastidae,Perciformes,Actinopteri,
sebastes schlegelii,214486,TRUE,Sebastes schlegelii,Sebastes,Sebastidae,Perciformes,Actinopteri,
sebastiscus marmoratus,41446,TRUE,Sebastiscus marmoratus,Sebastiscus,Sebastidae,Perciformes,Actinopteri,
secutor insidiator,390672,TRUE,Deveximentum insidiator,Deveximentum,Leiognathidae,Chaetodontiformes,Actinopteri,
secutor megalolepis,218814,TRUE,Deveximentum megalolepis,Deveximentum,Leiognathidae,Chaetodontiformes,Actinopteri,
seiurus aurocapilla,182946,TRUE,Seiurus aurocapilla,Seiurus,Parulidae,Passeriformes,Aves,
seiurus noveboracensis,182947,TRUE,Parkesia noveboracensis,Parkesia,Parulidae,Passeriformes,Aves,
sekeetamys calurus,298884,TRUE,Sekeetamys calurus,Sekeetamys,Muridae,Rodentia,Mammalia,
selar boops,197574,TRUE,Selar boops,Selar,Carangidae,Carangiformes,Actinopteri,
selar crumenophthalmus,146146,TRUE,Selar crumenophthalmus,Selar,Carangidae,Carangiformes,Actinopteri,
selaroides leptolepis,173311,TRUE,Selaroides leptolepis,Selaroides,Carangidae,Carangiformes,Actinopteri,
selene vomer,179370,TRUE,Selene vomer,Selene,Carangidae,Carangiformes,Actinopteri,
selenotoca multifasciata,75040,TRUE,Selenotoca multifasciata,Selenotoca,Scatophagidae,NA,Actinopteri,
semnodactylus wealii,143466,TRUE,Semnodactylus wealii,Semnodactylus,Hyperoliidae,Anura,Amphibia,
semnopithecus entellus,88029,TRUE,Semnopithecus entellus,Semnopithecus,Cercopithecidae,Primates,Mammalia,
semnopithecus priam,1208733,TRUE,Semnopithecus priam,Semnopithecus,Cercopithecidae,Primates,Mammalia,
semnopithecus schistaceus,2804203,TRUE,Semnopithecus schistaceus,Semnopithecus,Cercopithecidae,Primates,Mammalia,
semotilus atromaculatus,67558,TRUE,Semotilus atromaculatus,Semotilus,Leuciscidae,Cypriniformes,Actinopteri,
semotilus corporalis,520992,TRUE,Semotilus corporalis,Semotilus,Leuciscidae,Cypriniformes,Actinopteri,
sericornis frontalis,108847,TRUE,Sericornis frontalis,Sericornis,Acanthizidae,Passeriformes,Aves,
serinus canaria,9135,TRUE,Serinus canaria,Serinus,Fringillidae,Passeriformes,Aves,
seriola dumerili,41447,TRUE,Seriola dumerili,Seriola,Carangidae,Carangiformes,Actinopteri,
seriola hippos,443719,TRUE,Seriola hippos,Seriola,Carangidae,Carangiformes,Actinopteri,
seriola lalandi,302047,TRUE,Seriola lalandi,Seriola,Carangidae,Carangiformes,Actinopteri,
seriola quinqueradiata,8161,TRUE,Seriola quinqueradiata,Seriola,Carangidae,Carangiformes,Actinopteri,
seriolella brama,316135,TRUE,Seriolella brama,Seriolella,Centrolophidae,Scombriformes,Actinopteri,
serranus hepatus,357812,TRUE,Serranus hepatus,Serranus,Serranidae,Perciformes,Actinopteri,
serrasalmus rhombeus,138556,TRUE,Serrasalmus rhombeus,Serrasalmus,Serrasalmidae,Characiformes,Actinopteri,
setonix brachyurus,30670,TRUE,Setonix brachyurus,Setonix,Macropodidae,Diprotodontia,Mammalia,
setophaga coronata,111975,TRUE,Setophaga coronata,Setophaga,Parulidae,Passeriformes,Aves,
setophaga magnolia,92121,TRUE,Setophaga magnolia,Setophaga,Parulidae,Passeriformes,Aves,
setophaga pensylvanica,92122,TRUE,Setophaga pensylvanica,Setophaga,Parulidae,Passeriformes,Aves,
setophaga petechia,123631,TRUE,Setophaga petechia,Setophaga,Parulidae,Passeriformes,Aves,
setophaga ruticilla,182949,TRUE,Setophaga ruticilla,Setophaga,Parulidae,Passeriformes,Aves,
setophaga striata,1212470,TRUE,Setophaga striata,Setophaga,Parulidae,Passeriformes,Aves,
sialia mexicana,189536,TRUE,Sialia mexicana,Sialia,Turdidae,Passeriformes,Aves,
sialia sialis,172413,TRUE,Sialia sialis,Sialia,Turdidae,Passeriformes,Aves,
sibirionetta formosa,56278,TRUE,Sibirionetta formosa,Sibirionetta,Anatidae,Anseriformes,Aves,
sicalis flaveola,163868,TRUE,Sicalis flaveola,Sicalis,Thraupidae,Passeriformes,Aves,
sicalis luteola,163867,TRUE,Sicalis luteola,Sicalis,Thraupidae,Passeriformes,Aves,
sicista betulina,489448,TRUE,Sicista betulina,Sicista,Dipodidae,Rodentia,Mammalia,
siebenrockiella crassicollis,74914,TRUE,Siebenrockiella crassicollis,Siebenrockiella,Geoemydidae,Testudines,NA,
siganus argenteus,225755,TRUE,Siganus argenteus,Siganus,Siganidae,NA,Actinopteri,
siganus canaliculatus,75042,TRUE,Siganus canaliculatus,Siganus,Siganidae,NA,Actinopteri,
siganus corallinus,406536,TRUE,Siganus corallinus,Siganus,Siganidae,NA,Actinopteri,
siganus doliatus,175428,TRUE,Siganus doliatus,Siganus,Siganidae,NA,Actinopteri,
siganus fuscescens,225757,TRUE,Siganus fuscescens,Siganus,Siganidae,NA,Actinopteri,
siganus guttatus,92439,TRUE,Siganus guttatus,Siganus,Siganidae,NA,Actinopteri,
siganus lineatus,406535,TRUE,Siganus lineatus,Siganus,Siganidae,NA,Actinopteri,
siganus punctatus,406532,TRUE,Siganus punctatus,Siganus,Siganidae,NA,Actinopteri,
siganus rivulatus,216359,TRUE,Siganus rivulatus,Siganus,Siganidae,NA,Actinopteri,
siganus virgatus,225759,TRUE,Siganus virgatus,Siganus,Siganidae,NA,Actinopteri,
siganus vulpinus,175429,TRUE,Siganus vulpinus,Siganus,Siganidae,NA,Actinopteri,
sigmodon alstoni,134742,TRUE,Sigmodon alstoni,Sigmodon,Cricetidae,Rodentia,Mammalia,
sigmodon hispidus,42415,TRUE,Sigmodon hispidus,Sigmodon,Cricetidae,Rodentia,Mammalia,
sigmodon toltecus,134745,TRUE,Sigmodon toltecus,Sigmodon,Cricetidae,Rodentia,Mammalia,
sillaginodes punctatus,135776,TRUE,Sillaginodes punctatus,Sillaginodes,Sillaginidae,NA,Actinopteri,
sillago ciliata,443722,TRUE,Sillago ciliata,Sillago,Sillaginidae,NA,Actinopteri,
sillago japonica,43258,TRUE,Sillago japonica,Sillago,Sillaginidae,NA,Actinopteri,
silurus asotus,30991,TRUE,Silurus asotus,Silurus,Siluridae,Siluriformes,Actinopteri,
silurus glanis,94993,TRUE,Silurus glanis,Silurus,Siluridae,Siluriformes,Actinopteri,
silurus meridionalis,175797,TRUE,Silurus meridionalis,Silurus,Siluridae,Siluriformes,Actinopteri,
siniperca chuatsi,119488,TRUE,Siniperca chuatsi,Siniperca,Sinipercidae,Centrarchiformes,Actinopteri,
siniperca knerii,214812,TRUE,Siniperca knerii,Siniperca,Sinipercidae,Centrarchiformes,Actinopteri,
siniperca obscura,358390,TRUE,Siniperca obscura,Siniperca,Sinipercidae,Centrarchiformes,Actinopteri,
siniperca roulei,358392,TRUE,Siniperca roulei,Siniperca,Sinipercidae,Centrarchiformes,Actinopteri,
siniperca scherzeri,228252,TRUE,Siniperca scherzeri,Siniperca,Sinipercidae,Centrarchiformes,Actinopteri,
siphamia versicolor,397598,TRUE,Siphamia versicolor,Siphamia,Apogonidae,Kurtiformes,Actinopteri,
sistrurus catenatus,8756,TRUE,Sistrurus catenatus,Sistrurus,Viperidae,Squamata,Lepidosauria,
sitta canadensis,50249,TRUE,Sitta canadensis,Sitta,Sittidae,Passeriformes,Aves,
sitta carolinensis,50250,TRUE,Sitta carolinensis,Sitta,Sittidae,Passeriformes,Aves,
sitta europaea,50251,TRUE,Sitta europaea,Sitta,Sittidae,Passeriformes,Aves,
smilisca baudinii,279982,TRUE,Smilisca baudinii,Smilisca,Hylidae,Anura,Amphibia,
sminthopsis dolichura,75754,TRUE,Sminthopsis dolichura,Sminthopsis,Dasyuridae,Dasyuromorphia,Mammalia,
solea senegalensis,28829,TRUE,Solea senegalensis,Solea,Soleidae,Pleuronectiformes,Actinopteri,
solea solea,90069,TRUE,Solea solea,Solea,Soleidae,Pleuronectiformes,Actinopteri,
somateria fischeri,50367,TRUE,Somateria fischeri,Somateria,Anatidae,Anseriformes,Aves,
somateria mollissima,76058,TRUE,Somateria mollissima,Somateria,Anatidae,Anseriformes,Aves,
sooretamys angouya,530180,TRUE,Sooretamys angouya,Sooretamys,Cricetidae,Rodentia,Mammalia,
sorex araneus,42254,TRUE,Sorex araneus,Sorex,Soricidae,Eulipotyphla,Mammalia,
sorex arcticus,62898,TRUE,Sorex arcticus,Sorex,Soricidae,Eulipotyphla,Mammalia,
sorex caecutiens,62276,TRUE,Sorex caecutiens,Sorex,Soricidae,Eulipotyphla,Mammalia,
sorex cinereus,36803,TRUE,Sorex cinereus,Sorex,Soricidae,Eulipotyphla,Mammalia,
sorex minutus,62280,TRUE,Sorex minutus,Sorex,Soricidae,Eulipotyphla,Mammalia,
sorex roboratus,62288,TRUE,Sorex roboratus,Sorex,Soricidae,Eulipotyphla,Mammalia,
sorex shinto,62286,TRUE,Sorex shinto,Sorex,Soricidae,Eulipotyphla,Mammalia,
sorex tundrensis,62287,TRUE,Sorex tundrensis,Sorex,Soricidae,Eulipotyphla,Mammalia,
sorex unguiculatus,62275,TRUE,Sorex unguiculatus,Sorex,Soricidae,Eulipotyphla,Mammalia,
sorex vagrans,62905,TRUE,Sorex vagrans,Sorex,Soricidae,Eulipotyphla,Mammalia,
sorubim lima,238556,TRUE,Sorubim lima,Sorubim,Pimelodidae,Siluriformes,Actinopteri,
sorubimichthys planiceps,337658,TRUE,Sorubimichthys planiceps,Sorubimichthys,Pimelodidae,Siluriformes,Actinopteri,
sotalia fluviatilis,103598,TRUE,Sotalia fluviatilis,Sotalia,Delphinidae,Artiodactyla,Mammalia,
sotalia guianensis,338729,TRUE,Sotalia guianensis,Sotalia,Delphinidae,Artiodactyla,Mammalia,
spalerosophis diadema,166084,TRUE,Spalerosophis diadema,Spalerosophis,Colubridae,Squamata,Lepidosauria,
sparidentex hasta,119750,TRUE,Sparidentex hasta,Sparidentex,Sparidae,Spariformes,Actinopteri,
sparisoma aurofrenatum,59663,TRUE,Sparisoma aurofrenatum,Sparisoma,Labridae,Labriformes,Actinopteri,
sparus aurata,8175,TRUE,Sparus aurata,Sparus,Sparidae,Spariformes,Actinopteri,
spea bombifrons,233779,TRUE,Spea bombifrons,Spea,Pelobatidae,Anura,Amphibia,
spectrunculus grandis,557426,TRUE,Spectrunculus grandis,Spectrunculus,Ophidiidae,Ophidiiformes,Actinopteri,
speothos venaticus,68741,TRUE,Speothos venaticus,Speothos,Canidae,Carnivora,Mammalia,
spermophilus alashanicus,99830,TRUE,Spermophilus alashanicus,Spermophilus,Sciuridae,Rodentia,Mammalia,
spermophilus beecheyi,34862,TRUE,Otospermophilus beecheyi,Otospermophilus,Sciuridae,Rodentia,Mammalia,
spermophilus citellus,9997,TRUE,Spermophilus citellus,Spermophilus,Sciuridae,Rodentia,Mammalia,
spermophilus columbianus,50862,TRUE,Urocitellus columbianus,Urocitellus,Sciuridae,Rodentia,Mammalia,
spermophilus dauricus,99837,TRUE,Spermophilus dauricus,Spermophilus,Sciuridae,Rodentia,Mammalia,
spermophilus fulvus,99841,TRUE,Spermophilus fulvus,Spermophilus,Sciuridae,Rodentia,Mammalia,
spermophilus lateralis,76772,TRUE,Callospermophilus lateralis,Callospermophilus,Sciuridae,Rodentia,Mammalia,
spermophilus parryii,9999,TRUE,Urocitellus parryii,Urocitellus,Sciuridae,Rodentia,Mammalia,
spermophilus pygmaeus,99855,TRUE,Spermophilus pygmaeus,Spermophilus,Sciuridae,Rodentia,Mammalia,
spermophilus richardsonii,37591,TRUE,Urocitellus richardsonii,Urocitellus,Sciuridae,Rodentia,Mammalia,
spermophilus tridecemlineatus,43179,TRUE,Ictidomys tridecemlineatus,Ictidomys,Sciuridae,Rodentia,Mammalia,
spermophilus undulatus,99867,TRUE,Urocitellus undulatus,Urocitellus,Sciuridae,Rodentia,Mammalia,
spermophilus variegatus,45472,TRUE,Otospermophilus variegatus,Otospermophilus,Sciuridae,Rodentia,Mammalia,
spheniscus demersus,92683,TRUE,Spheniscus demersus,Spheniscus,Spheniscidae,Sphenisciformes,Aves,
spheniscus humboldti,9240,TRUE,Spheniscus humboldti,Spheniscus,Spheniscidae,Sphenisciformes,Aves,
spheniscus magellanicus,37081,TRUE,Spheniscus magellanicus,Spheniscus,Spheniscidae,Sphenisciformes,Aves,
sphoeroides annulatus,168377,TRUE,Sphoeroides annulatus,Sphoeroides,Tetraodontidae,Tetraodontiformes,Actinopteri,
sphyraena forsteri,392543,TRUE,Sphyraena forsteri,Sphyraena,Sphyraenidae,NA,Actinopteri,
sphyraena sphyraena,13692,TRUE,Sphyraena sphyraena,Sphyraena,Sphyraenidae,NA,Actinopteri,
sphyrna lewini,7823,TRUE,Sphyrna lewini,Sphyrna,Carcharhinidae,Carcharhiniformes,Chondrichthyes,
sphyrna mokarran,195334,TRUE,Sphyrna mokarran,Sphyrna,Carcharhinidae,Carcharhiniformes,Chondrichthyes,
sphyrna tiburo,7824,TRUE,Sphyrna tiburo,Sphyrna,Carcharhinidae,Carcharhiniformes,Chondrichthyes,
spilogale gracilis,30551,TRUE,Spilogale gracilis,Spilogale,Mephitidae,Carnivora,Mammalia,
spilogale putorius,30552,TRUE,Spilogale putorius,Spilogale,Mephitidae,Carnivora,Mammalia,
spinachia spinachia,206126,TRUE,Spinachia spinachia,Spinachia,Gasterosteidae,Perciformes,Actinopteri,
spinibarbus sinensis,352921,TRUE,Spinibarbus sinensis,Spinibarbus,Cyprinidae,Cypriniformes,Actinopteri,
spinus atratus,160755,TRUE,Spinus atratus,Spinus,Fringillidae,Passeriformes,Aves,
spinus magellanicus,54768,TRUE,Spinus magellanicus,Spinus,Fringillidae,Passeriformes,Aves,
spinus pinus,2201931,TRUE,Spinus pinus,Spinus,Fringillidae,Passeriformes,Aves,
spinus psaltria,54559,TRUE,Spinus psaltria,Spinus,Fringillidae,Passeriformes,Aves,
spinus spinus,160760,TRUE,Spinus spinus,Spinus,Fringillidae,Passeriformes,Aves,
spinus tristis,54773,TRUE,Spinus tristis,Spinus,Fringillidae,Passeriformes,Aves,
spizaetus cirrhatus,252795,TRUE,Nisaetus cirrhatus,Nisaetus,Accipitridae,Accipitriformes,Aves,
spizella passerina,40210,TRUE,Spizella passerina,Spizella,Passerellidae,Passeriformes,Aves,
spondyliosoma cantharus,50595,TRUE,Spondyliosoma cantharus,Spondyliosoma,Sparidae,Spariformes,Actinopteri,
sporophila caerulescens,256689,TRUE,Sporophila caerulescens,Sporophila,Thraupidae,Passeriformes,Aves,
sprattus sprattus,196075,TRUE,Sprattus sprattus,Sprattus,Clupeidae,Clupeiformes,Actinopteri,
squalidus argentatus,328520,TRUE,Squalidus argentatus,Squalidus,Gobionidae,Cypriniformes,Actinopteri,
squaliobarbus curriculus,75372,TRUE,Squaliobarbus curriculus,Squaliobarbus,Xenocyprididae,Cypriniformes,Actinopteri,
squalius cephalus,8284,TRUE,Squalius cephalus,Squalius,Leuciscidae,Cypriniformes,Actinopteri,
squalus acanthias,7797,TRUE,Squalus acanthias,Squalus,Squalidae,Squaliformes,Chondrichthyes,
squalus megalops,335062,TRUE,Squalus megalops,Squalus,Squalidae,Squaliformes,Chondrichthyes,
squalus mitsukurii,134996,TRUE,Squalus mitsukurii,Squalus,Squalidae,Squaliformes,Chondrichthyes,
stegostoma fasciatum,378071,TRUE,Stegostoma fasciatum,Stegostoma,Stegostomatidae,Orectolobiformes,Chondrichthyes,
stellifer lanceolatus,331524,TRUE,Stellifer lanceolatus,Stellifer,Sciaenidae,NA,Actinopteri,
stenella clymene,103589,TRUE,Stenella clymene,Stenella,Delphinidae,Artiodactyla,Mammalia,
stenella coeruleoalba,9737,TRUE,Stenella coeruleoalba,Stenella,Delphinidae,Artiodactyla,Mammalia,
stenella frontalis,103590,TRUE,Stenella frontalis,Stenella,Delphinidae,Artiodactyla,Mammalia,
stenella longirostris,9736,TRUE,Stenella longirostris,Stenella,Delphinidae,Artiodactyla,Mammalia,
steno bredanensis,46167,TRUE,Steno bredanensis,Steno,Delphinidae,Artiodactyla,Mammalia,
stenocephalemys albipes,485440,TRUE,Stenocephalemys albipes,Stenocephalemys,Muridae,Rodentia,Mammalia,
stephanolepis cirrhifer,143348,TRUE,Stephanolepis cirrhifer,Stephanolepis,Monacanthidae,Tetraodontiformes,Actinopteri,
stercorarius antarcticus,555350,TRUE,Stercorarius antarcticus,Stercorarius,Stercorariidae,Charadriiformes,Aves,
stercorarius maccormicki,395889,TRUE,Stercorarius maccormicki,Stercorarius,Stercorariidae,Charadriiformes,Aves,
stercorarius parasiticus,54059,TRUE,Stercorarius parasiticus,Stercorarius,Stercorariidae,Charadriiformes,Aves,
stercorarius skua,54056,TRUE,Stercorarius skua,Stercorarius,Stercorariidae,Charadriiformes,Aves,
sterna hirundo,108405,TRUE,Sterna hirundo,Sterna,Laridae,Charadriiformes,Aves,
sternotherus odoratus,142480,TRUE,Sternotherus odoratus,Sternotherus,Kinosternidae,Testudines,NA,
sternula albifrons,507597,TRUE,Sternula albifrons,Sternula,Laridae,Charadriiformes,Aves,
sternula antillarum,471862,TRUE,Sternula antillarum,Sternula,Laridae,Charadriiformes,Aves,
stigmochelys pardalis,569598,TRUE,Stigmochelys pardalis,Stigmochelys,Testudinidae,Testudines,NA,
storeria dekayi,183614,TRUE,Storeria dekayi,Storeria,Colubridae,Squamata,Lepidosauria,
streptopelia decaocto,177147,TRUE,Streptopelia decaocto,Streptopelia,Columbidae,Columbiformes,Aves,
streptopelia orientalis,36243,TRUE,Streptopelia orientalis,Streptopelia,Columbidae,Columbiformes,Aves,
streptopelia risoria,328808,TRUE,Streptopelia risoria,Streptopelia,Columbidae,Columbiformes,Aves,
streptopelia semitorquata,177153,TRUE,Streptopelia semitorquata,Streptopelia,Columbidae,Columbiformes,Aves,
streptopelia senegalensis,135635,TRUE,Spilopelia senegalensis,Spilopelia,Columbidae,Columbiformes,Aves,
streptopelia tranquebarica,177154,TRUE,Streptopelia tranquebarica,Streptopelia,Columbidae,Columbiformes,Aves,
strigops habroptila,2489341,TRUE,Strigops habroptila,Strigops,Psittacidae,Psittaciformes,Aves,
strix aluco,111821,TRUE,Strix aluco,Strix,Strigidae,Strigiformes,Aves,
strix nebulosa,126836,TRUE,Strix nebulosa,Strix,Strigidae,Strigiformes,Aves,
strix occidentalis,201991,TRUE,Strix occidentalis,Strix,Strigidae,Strigiformes,Aves,
