"","Host","Host_Upham"
"1","addax nasomaculatus","Addax nasomaculatus"
"2","addax nasomaculatus","Addax nasomaculatus"
"3","addax nasomaculatus","Addax nasomaculatus"
"4","aepyceros melampus","Aepyceros melampus"
"5","aepyceros melampus","Aepyceros melampus"
"6","aepyceros melampus","Aepyceros melampus"
"7","aepyceros melampus","Aepyceros melampus"
"8","aepyceros melampus","Aepyceros melampus"
"9","aepyceros melampus","Aepyceros melampus"
"10","aepyceros melampus","Aepyceros melampus"
"11","aepyceros melampus","Aepyceros melampus"
"12","aepyceros melampus","Aepyceros melampus"
"13","aepyceros melampus","Aepyceros melampus"
"14","aepyceros melampus","Aepyceros melampus"
"15","aepyceros melampus","Aepyceros melampus"
"16","aepyceros melampus","Aepyceros melampus"
"17","aepyceros melampus","Aepyceros melampus"
"18","aepyceros melampus","Aepyceros melampus"
"19","aepyceros melampus","Aepyceros melampus"
"20","aepyceros melampus","Aepyceros melampus"
"21","aepyceros melampus","Aepyceros melampus"
"22","aepyceros melampus","Aepyceros melampus"
"23","aepyceros melampus","Aepyceros melampus"
"24","aepyceros melampus","Aepyceros melampus"
"25","aepyceros melampus","Aepyceros melampus"
"26","aepyceros melampus","Aepyceros melampus"
"27","aepyceros melampus","Aepyceros melampus"
"28","aepyceros melampus","Aepyceros melampus"
"29","aepyceros melampus","Aepyceros melampus"
"30","aepyceros melampus","Aepyceros melampus"
"31","aepyceros melampus","Aepyceros melampus"
"32","aepyceros melampus","Aepyceros melampus"
"33","aepyceros melampus","Aepyceros melampus"
"34","aepyceros melampus","Aepyceros melampus"
"35","aepyceros melampus","Aepyceros melampus"
"36","aepyceros melampus","Aepyceros melampus"
"37","aepyceros melampus","Aepyceros melampus"
"38","aepyceros melampus","Aepyceros melampus"
"39","aepyceros melampus","Aepyceros melampus"
"40","aepyceros melampus","Aepyceros melampus"
"41","aepyceros melampus","Aepyceros melampus"
"42","aepyceros melampus","Aepyceros melampus"
"43","aepyceros melampus","Aepyceros melampus"
"44","aepyceros melampus","Aepyceros melampus"
"45","aepyceros melampus","Aepyceros melampus"
"46","aepyceros melampus","Aepyceros melampus"
"47","aepyceros melampus","Aepyceros melampus"
"48","aepyceros melampus","Aepyceros melampus"
"49","aepyceros melampus","Aepyceros melampus"
"50","aepyceros melampus","Aepyceros melampus"
"51","aepyceros melampus","Aepyceros melampus"
"52","aepyceros melampus","Aepyceros melampus"
"53","aepyceros melampus","Aepyceros melampus"
"54","aepyceros melampus","Aepyceros melampus"
"55","aepyceros melampus","Aepyceros melampus"
"56","aepyceros melampus","Aepyceros melampus"
"57","aepyceros melampus","Aepyceros melampus"
"58","aepyceros melampus","Aepyceros melampus"
"59","aepyceros melampus","Aepyceros melampus"
"60","aepyceros melampus","Aepyceros melampus"
"61","aepyceros melampus","Aepyceros melampus"
"62","aepyceros melampus","Aepyceros melampus"
"63","aepyceros melampus","Aepyceros melampus"
"64","aepyceros melampus","Aepyceros melampus"
"65","alcelaphus buselaphus","Alcelaphus buselaphus"
"66","alcelaphus buselaphus","Alcelaphus buselaphus"
"67","alcelaphus buselaphus","Alcelaphus buselaphus"
"68","alcelaphus buselaphus","Alcelaphus buselaphus"
"69","alcelaphus buselaphus","Alcelaphus buselaphus"
"70","alcelaphus buselaphus","Alcelaphus buselaphus"
"71","alcelaphus buselaphus","Alcelaphus buselaphus"
"72","alcelaphus buselaphus","Alcelaphus buselaphus"
"73","alcelaphus buselaphus","Alcelaphus buselaphus"
"74","alcelaphus buselaphus","Alcelaphus buselaphus"
"75","alcelaphus buselaphus","Alcelaphus buselaphus"
"76","alcelaphus buselaphus","Alcelaphus buselaphus"
"77","alcelaphus buselaphus","Alcelaphus buselaphus"
"78","alcelaphus buselaphus","Alcelaphus buselaphus"
"79","alcelaphus buselaphus","Alcelaphus buselaphus"
"80","alcelaphus buselaphus","Alcelaphus buselaphus"
"81","alcelaphus buselaphus","Alcelaphus buselaphus"
"82","alcelaphus buselaphus","Alcelaphus buselaphus"
"83","alcelaphus buselaphus","Alcelaphus buselaphus"
"84","alcelaphus buselaphus","Alcelaphus buselaphus"
"85","alcelaphus buselaphus","Alcelaphus buselaphus"
"86","alcelaphus buselaphus","Alcelaphus buselaphus"
"87","alcelaphus buselaphus","Alcelaphus buselaphus"
"88","alcelaphus buselaphus","Alcelaphus buselaphus"
"89","alcelaphus buselaphus","Alcelaphus buselaphus"
"90","alcelaphus buselaphus","Alcelaphus buselaphus"
"91","alcelaphus buselaphus","Alcelaphus buselaphus"
"92","alces alces","Alces alces"
"93","alces alces","Alces alces"
"94","alces alces","Alces alces"
"95","alces alces","Alces alces"
"96","alces alces","Alces alces"
"97","alces alces","Alces alces"
"98","alces alces","Alces alces"
"99","alces alces","Alces alces"
"100","alces alces","Alces alces"
"101","alces alces","Alces alces"
"102","alces alces","Alces alces"
"103","alces alces","Alces alces"
"104","alces alces","Alces alces"
"105","alces alces","Alces alces"
"106","alces alces","Alces alces"
"107","alces alces","Alces alces"
"108","alces alces","Alces alces"
"109","alces alces","Alces alces"
"110","alces alces","Alces alces"
"111","alces alces","Alces alces"
"112","alces alces","Alces alces"
"113","alces alces","Alces alces"
"114","alces alces","Alces alces"
"115","alces alces","Alces alces"
"116","alces alces","Alces alces"
"117","alces alces","Alces alces"
"118","alces alces","Alces alces"
"119","alces alces","Alces alces"
"120","alces alces","Alces alces"
"121","alces alces","Alces alces"
"122","alces alces","Alces alces"
"123","alces alces","Alces alces"
"124","alces alces","Alces alces"
"125","alces alces","Alces alces"
"126","alces alces","Alces alces"
"127","alces americanus","Alces americanus"
"128","alces americanus","Alces americanus"
"129","ammotragus lervia","Ammotragus lervia"
"130","ammotragus lervia","Ammotragus lervia"
"131","ammotragus lervia","Ammotragus lervia"
"132","ammotragus lervia","Ammotragus lervia"
"133","ammotragus lervia","Ammotragus lervia"
"134","antidorcas marsupialis","Antidorcas marsupialis"
"135","antidorcas marsupialis","Antidorcas marsupialis"
"136","antidorcas marsupialis","Antidorcas marsupialis"
"137","antidorcas marsupialis","Antidorcas marsupialis"
"138","antidorcas marsupialis","Antidorcas marsupialis"
"139","antidorcas marsupialis","Antidorcas marsupialis"
"140","antidorcas marsupialis","Antidorcas marsupialis"
"141","antidorcas marsupialis","Antidorcas marsupialis"
"142","antidorcas marsupialis","Antidorcas marsupialis"
"143","antidorcas marsupialis","Antidorcas marsupialis"
"144","antidorcas marsupialis","Antidorcas marsupialis"
"145","antidorcas marsupialis","Antidorcas marsupialis"
"146","antidorcas marsupialis","Antidorcas marsupialis"
"147","antidorcas marsupialis","Antidorcas marsupialis"
"148","antidorcas marsupialis","Antidorcas marsupialis"
"149","antidorcas marsupialis","Antidorcas marsupialis"
"150","antidorcas marsupialis","Antidorcas marsupialis"
"151","antidorcas marsupialis","Antidorcas marsupialis"
"152","antidorcas marsupialis","Antidorcas marsupialis"
"153","antidorcas marsupialis","Antidorcas marsupialis"
"154","antidorcas marsupialis","Antidorcas marsupialis"
"155","antilocapra americana","Antilocapra americana"
"156","antilocapra americana","Antilocapra americana"
"157","antilocapra americana","Antilocapra americana"
"158","antilocapra americana","Antilocapra americana"
"159","antilocapra americana","Antilocapra americana"
"160","antilocapra americana","Antilocapra americana"
"161","antilocapra americana","Antilocapra americana"
"162","antilocapra americana","Antilocapra americana"
"163","antilocapra americana","Antilocapra americana"
"164","antilocapra americana","Antilocapra americana"
"165","antilocapra americana","Antilocapra americana"
"166","antilocapra americana","Antilocapra americana"
"167","antilocapra americana","Antilocapra americana"
"168","antilocapra americana","Antilocapra americana"
"169","antilocapra americana","Antilocapra americana"
"170","antilocapra americana","Antilocapra americana"
"171","antilocapra americana","Antilocapra americana"
"172","antilocapra americana","Antilocapra americana"
"173","antilocapra americana","Antilocapra americana"
"174","antilocapra americana","Antilocapra americana"
"175","antilocapra americana","Antilocapra americana"
"176","antilocapra americana","Antilocapra americana"
"177","antilocapra americana","Antilocapra americana"
"178","antilocapra americana","Antilocapra americana"
"179","antilocapra americana","Antilocapra americana"
"180","antilocapra americana","Antilocapra americana"
"181","antilocapra americana","Antilocapra americana"
"182","antilocapra americana","Antilocapra americana"
"183","antilocapra americana","Antilocapra americana"
"184","antilocapra americana","Antilocapra americana"
"185","antilocapra americana","Antilocapra americana"
"186","antilocapra americana","Antilocapra americana"
"187","antilocapra americana","Antilocapra americana"
"188","antilocapra americana","Antilocapra americana"
"189","antilocapra americana","Antilocapra americana"
"190","antilocapra americana","Antilocapra americana"
"191","antilocapra americana","Antilocapra americana"
"192","antilocapra americana","Antilocapra americana"
"193","antilope cervicapra","Antilope cervicapra"
"194","antilope cervicapra","Antilope cervicapra"
"195","antilope cervicapra","Antilope cervicapra"
"196","antilope cervicapra","Antilope cervicapra"
"197","antilope cervicapra","Antilope cervicapra"
"198","antilope cervicapra","Antilope cervicapra"
"199","antilope cervicapra","Antilope cervicapra"
"200","antilope cervicapra","Antilope cervicapra"
"201","axis axis","Axis axis"
"202","axis axis","Axis axis"
"203","axis axis","Axis axis"
"204","axis axis","Axis axis"
"205","axis axis","Axis axis"
"206","axis axis","Axis axis"
"207","axis axis","Axis axis"
"208","axis axis","Axis axis"
"209","axis axis","Axis axis"
"210","axis axis","Axis axis"
"211","axis axis","Axis axis"
"212","axis axis","Axis axis"
"213","axis porcinus","Axis porcinus"
"214","axis porcinus","Axis porcinus"
"215","axis porcinus","Axis porcinus"
"216","babyrousa babyrussa","Babyrousa babyrussa"
"217","babyrousa babyrussa","Babyrousa babyrussa"
"218","babyrousa babyrussa","Babyrousa babyrussa"
"219","babyrousa babyrussa","Babyrousa babyrussa"
"220","babyrousa babyrussa","Babyrousa babyrussa"
"221","balaena mysticetus","Balaena mysticetus"
"222","balaenoptera acutorostrata","Balaenoptera acutorostrata"
"223","balaenoptera acutorostrata","Balaenoptera acutorostrata"
"224","balaenoptera acutorostrata","Balaenoptera acutorostrata"
"225","balaenoptera acutorostrata","Balaenoptera acutorostrata"
"226","balaenoptera borealis","Balaenoptera borealis"
"227","balaenoptera borealis","Balaenoptera borealis"
"228","balaenoptera physalus","Balaenoptera physalus"
"229","balaenoptera physalus","Balaenoptera physalus"
"230","balaenoptera physalus","Balaenoptera physalus"
"231","balaenoptera physalus","Balaenoptera physalus"
"232","beatragus hunteri","Beatragus hunteri"
"233","bison bison","Bison bison"
"234","bison bison","Bison bison"
"235","bison bison","Bison bison"
"236","bison bison","Bison bison"
"237","bison bison","Bison bison"
"238","bison bison","Bison bison"
"239","bison bison","Bison bison"
"240","bison bison","Bison bison"
"241","bison bison","Bison bison"
"242","bison bison","Bison bison"
"243","bison bison","Bison bison"
"244","bison bison","Bison bison"
"245","bison bison","Bison bison"
"246","bison bison","Bison bison"
"247","bison bison","Bison bison"
"248","bison bison","Bison bison"
"249","bison bison","Bison bison"
"250","bison bison","Bison bison"
"251","bison bison","Bison bison"
"252","bison bison","Bison bison"
"253","bison bison","Bison bison"
"254","bison bison","Bison bison"
"255","bison bison","Bison bison"
"256","bison bison","Bison bison"
"257","bison bison","Bison bison"
"258","bison bison","Bison bison"
"259","bison bison","Bison bison"
"260","bison bison","Bison bison"
"261","bison bison","Bison bison"
"262","bison bison","Bison bison"
"263","bison bison","Bison bison"
"264","bison bison","Bison bison"
"265","bison bison","Bison bison"
"266","bison bison","Bison bison"
"267","bison bison","Bison bison"
"268","bison bison","Bison bison"
"269","bison bison","Bison bison"
"270","bison bison","Bison bison"
"271","bison bison","Bison bison"
"272","bison bison","Bison bison"
"273","bison bison","Bison bison"
"274","bison bison","Bison bison"
"275","bison bison","Bison bison"
"276","bison bison","Bison bison"
"277","bison bison","Bison bison"
"278","bison bison","Bison bison"
"279","bison bison","Bison bison"
"280","bison bison","Bison bison"
"281","bison bison","Bison bison"
"282","bison bison","Bison bison"
"283","bison bison","Bison bison"
"284","bison bison","Bison bison"
"285","bison bison","Bison bison"
"286","bison bison","Bison bison"
"287","bison bison","Bison bison"
"288","bison bison","Bison bison"
"289","bison bison","Bison bison"
"290","bison bison","Bison bison"
"291","bison bonasus","Bison bonasus"
"292","bison bonasus","Bison bonasus"
"293","bison bonasus","Bison bonasus"
"294","bison bonasus","Bison bonasus"
"295","bison bonasus","Bison bonasus"
"296","bison bonasus","Bison bonasus"
"297","bison bonasus","Bison bonasus"
"298","bison bonasus","Bison bonasus"
"299","bison bonasus","Bison bonasus"
"300","bison bonasus","Bison bonasus"
"301","bison bonasus","Bison bonasus"
"302","bison bonasus","Bison bonasus"
"303","bison bonasus","Bison bonasus"
"304","bison bonasus","Bison bonasus"
"305","bison bonasus","Bison bonasus"
"306","bison bonasus","Bison bonasus"
"307","bison bonasus","Bison bonasus"
"308","bison bonasus","Bison bonasus"
"309","blastocerus dichotomus","Blastocerus dichotomus"
"310","blastocerus dichotomus","Blastocerus dichotomus"
"311","blastocerus dichotomus","Blastocerus dichotomus"
"312","blastocerus dichotomus","Blastocerus dichotomus"
"313","bos frontalis","Bos frontalis"
"314","bos frontalis","Bos frontalis"
"315","bos frontalis","Bos frontalis"
"316","bos frontalis","Bos frontalis"
"317","bos frontalis","Bos frontalis"
"318","bos frontalis","Bos frontalis"
"319","bos frontalis","Bos frontalis"
"320","bos frontalis","Bos frontalis"
"321","bos frontalis","Bos frontalis"
"322","bos frontalis","Bos frontalis"
"323","bos frontalis","Bos frontalis"
"324","bos frontalis","Bos frontalis"
"325","bos gaurus","Bos gaurus"
"326","bos gaurus","Bos gaurus"
"327","bos gaurus","Bos gaurus"
"328","bos grunniens","Bos grunniens"
"329","bos grunniens","Bos grunniens"
"330","bos grunniens","Bos grunniens"
"331","bos grunniens","Bos grunniens"
"332","bos grunniens","Bos grunniens"
"333","bos grunniens","Bos grunniens"
"334","bos grunniens","Bos grunniens"
"335","bos grunniens","Bos grunniens"
"336","bos grunniens","Bos grunniens"
"337","bos grunniens","Bos grunniens"
"338","bos grunniens","Bos grunniens"
"339","bos grunniens","Bos grunniens"
"340","bos grunniens","Bos grunniens"
"341","bos grunniens","Bos grunniens"
"342","bos grunniens","Bos grunniens"
"343","bos grunniens","Bos grunniens"
"344","bos grunniens","Bos grunniens"
"345","bos grunniens","Bos grunniens"
"346","bos grunniens","Bos grunniens"
"347","bos grunniens","Bos grunniens"
"348","bos grunniens","Bos grunniens"
"349","bos grunniens","Bos grunniens"
"350","bos grunniens","Bos grunniens"
"351","bos grunniens","Bos grunniens"
"352","bos grunniens","Bos grunniens"
"353","bos grunniens","Bos grunniens"
"354","bos grunniens","Bos grunniens"
"355","bos grunniens","Bos grunniens"
"356","bos grunniens","Bos grunniens"
"357","bos grunniens","Bos grunniens"
"358","bos indicus","Bos indicus"
"359","bos indicus","Bos indicus"
"360","bos indicus","Bos indicus"
"361","bos indicus","Bos indicus"
"362","bos indicus","Bos indicus"
"363","bos javanicus","Bos javanicus"
"364","bos javanicus","Bos javanicus"
"365","bos javanicus","Bos javanicus"
"366","bos javanicus","Bos javanicus"
"367","bos javanicus","Bos javanicus"
"368","bos javanicus","Bos javanicus"
"369","bos javanicus","Bos javanicus"
"370","bos javanicus","Bos javanicus"
"371","bos javanicus","Bos javanicus"
"372","bos javanicus","Bos javanicus"
"373","bos javanicus","Bos javanicus"
"374","bos javanicus","Bos javanicus"
"375","bos javanicus","Bos javanicus"
"376","bos javanicus","Bos javanicus"
"377","bos javanicus","Bos javanicus"
"378","bos javanicus","Bos javanicus"
"379","bos javanicus","Bos javanicus"
"380","bos javanicus","Bos javanicus"
"381","bos javanicus","Bos javanicus"
"382","bos javanicus","Bos javanicus"
"383","bos javanicus","Bos javanicus"
"384","bos javanicus","Bos javanicus"
"385","bos javanicus","Bos javanicus"
"386","bos javanicus","Bos javanicus"
"387","bos javanicus","Bos javanicus"
"388","bos javanicus","Bos javanicus"
"389","bos javanicus","Bos javanicus"
"390","bos javanicus","Bos javanicus"
"391","bos javanicus","Bos javanicus"
"392","bos javanicus","Bos javanicus"
"393","bos javanicus","Bos javanicus"
"394","bos javanicus","Bos javanicus"
"395","bos javanicus","Bos javanicus"
"396","bos javanicus","Bos javanicus"
"397","bos javanicus","Bos javanicus"
"398","bos javanicus","Bos javanicus"
"399","bos javanicus","Bos javanicus"
"400","bos javanicus","Bos javanicus"
"401","bos javanicus","Bos javanicus"
"402","bos javanicus","Bos javanicus"
"403","bos javanicus","Bos javanicus"
"404","bos javanicus","Bos javanicus"
"405","bos javanicus","Bos javanicus"
"406","bos javanicus","Bos javanicus"
"407","bos javanicus","Bos javanicus"
"408","bos javanicus","Bos javanicus"
"409","bos javanicus","Bos javanicus"
"410","bos mutus","Bos mutus"
"411","bos mutus","Bos mutus"
"412","bos mutus","Bos mutus"
"413","bos mutus","Bos mutus"
"414","bos primigenius","Bos primigenius"
"415","bos primigenius","Bos primigenius"
"416","bos primigenius","Bos primigenius"
"417","bos primigenius","Bos primigenius"
"418","bos primigenius","Bos primigenius"
"419","bos primigenius","Bos primigenius"
"420","bos primigenius","Bos primigenius"
"421","bos primigenius","Bos primigenius"
"422","bos primigenius","Bos primigenius"
"423","bos primigenius","Bos primigenius"
"424","bos primigenius","Bos primigenius"
"425","bos primigenius","Bos primigenius"
"426","bos primigenius","Bos primigenius"
"427","bos primigenius","Bos primigenius"
"428","bos primigenius","Bos primigenius"
"429","bos primigenius","Bos primigenius"
"430","bos primigenius","Bos primigenius"
"431","bos taurus","Bos taurus"
"432","bos taurus","Bos taurus"
"433","bos taurus","Bos taurus"
"434","bos taurus","Bos taurus"
"435","bos taurus","Bos taurus"
"436","bos taurus","Bos taurus"
"437","bos taurus","Bos taurus"
"438","bos taurus","Bos taurus"
"439","bos taurus","Bos taurus"
"440","bos taurus","Bos taurus"
"441","bos taurus","Bos taurus"
"442","bos taurus","Bos taurus"
"443","bos taurus","Bos taurus"
"444","bos taurus","Bos taurus"
"445","bos taurus","Bos taurus"
"446","bos taurus","Bos taurus"
"447","bos taurus","Bos taurus"
"448","bos taurus","Bos taurus"
"449","bos taurus","Bos taurus"
"450","bos taurus","Bos taurus"
"451","bos taurus","Bos taurus"
"452","bos taurus","Bos taurus"
"453","bos taurus","Bos taurus"
"454","bos taurus","Bos taurus"
"455","bos taurus","Bos taurus"
"456","bos taurus","Bos taurus"
"457","bos taurus","Bos taurus"
"458","bos taurus","Bos taurus"
"459","bos taurus","Bos taurus"
"460","bos taurus","Bos taurus"
"461","bos taurus","Bos taurus"
"462","bos taurus","Bos taurus"
"463","bos taurus","Bos taurus"
"464","bos taurus","Bos taurus"
"465","bos taurus","Bos taurus"
"466","bos taurus","Bos taurus"
"467","bos taurus","Bos taurus"
"468","bos taurus","Bos taurus"
"469","bos taurus","Bos taurus"
"470","bos taurus","Bos taurus"
"471","bos taurus","Bos taurus"
"472","bos taurus","Bos taurus"
"473","bos taurus","Bos taurus"
"474","bos taurus","Bos taurus"
"475","bos taurus","Bos taurus"
"476","bos taurus","Bos taurus"
"477","bos taurus","Bos taurus"
"478","bos taurus","Bos taurus"
"479","bos taurus","Bos taurus"
"480","bos taurus","Bos taurus"
"481","bos taurus","Bos taurus"
"482","bos taurus","Bos taurus"
"483","bos taurus","Bos taurus"
"484","bos taurus","Bos taurus"
"485","bos taurus","Bos taurus"
"486","bos taurus","Bos taurus"
"487","bos taurus","Bos taurus"
"488","bos taurus","Bos taurus"
"489","bos taurus","Bos taurus"
"490","bos taurus","Bos taurus"
"491","bos taurus","Bos taurus"
"492","bos taurus","Bos taurus"
"493","bos taurus","Bos taurus"
"494","bos taurus","Bos taurus"
"495","bos taurus","Bos taurus"
"496","bos taurus","Bos taurus"
"497","bos taurus","Bos taurus"
"498","bos taurus","Bos taurus"
"499","bos taurus","Bos taurus"
"500","bos taurus","Bos taurus"
"501","bos taurus","Bos taurus"
"502","bos taurus","Bos taurus"
"503","bos taurus","Bos taurus"
"504","bos taurus","Bos taurus"
"505","bos taurus","Bos taurus"
"506","bos taurus","Bos taurus"
"507","bos taurus","Bos taurus"
"508","bos taurus","Bos taurus"
"509","bos taurus","Bos taurus"
"510","bos taurus","Bos taurus"
"511","bos taurus","Bos taurus"
"512","bos taurus","Bos taurus"
"513","bos taurus","Bos taurus"
"514","bos taurus","Bos taurus"
"515","bos taurus","Bos taurus"
"516","bos taurus","Bos taurus"
"517","bos taurus","Bos taurus"
"518","bos taurus","Bos taurus"
"519","bos taurus","Bos taurus"
"520","bos taurus","Bos taurus"
"521","bos taurus","Bos taurus"
"522","bos taurus","Bos taurus"
"523","bos taurus","Bos taurus"
"524","bos taurus","Bos taurus"
"525","bos taurus","Bos taurus"
"526","bos taurus","Bos taurus"
"527","bos taurus","Bos taurus"
"528","bos taurus","Bos taurus"
"529","bos taurus","Bos taurus"
"530","bos taurus","Bos taurus"
"531","bos taurus","Bos taurus"
"532","bos taurus","Bos taurus"
"533","bos taurus","Bos taurus"
"534","bos taurus","Bos taurus"
"535","bos taurus","Bos taurus"
"536","bos taurus","Bos taurus"
"537","bos taurus","Bos taurus"
"538","bos taurus","Bos taurus"
"539","bos taurus","Bos taurus"
"540","bos taurus","Bos taurus"
"541","bos taurus","Bos taurus"
"542","bos taurus","Bos taurus"
"543","bos taurus","Bos taurus"
"544","bos taurus","Bos taurus"
"545","bos taurus","Bos taurus"
"546","bos taurus","Bos taurus"
"547","bos taurus","Bos taurus"
"548","bos taurus","Bos taurus"
"549","bos taurus","Bos taurus"
"550","bos taurus","Bos taurus"
"551","bos taurus","Bos taurus"
"552","bos taurus","Bos taurus"
"553","bos taurus","Bos taurus"
"554","bos taurus","Bos taurus"
"555","bos taurus","Bos taurus"
"556","bos taurus","Bos taurus"
"557","bos taurus","Bos taurus"
"558","bos taurus","Bos taurus"
"559","bos taurus","Bos taurus"
"560","bos taurus","Bos taurus"
"561","bos taurus","Bos taurus"
"562","bos taurus","Bos taurus"
"563","bos taurus","Bos taurus"
"564","bos taurus","Bos taurus"
"565","bos taurus","Bos taurus"
"566","bos taurus","Bos taurus"
"567","bos taurus","Bos taurus"
"568","bos taurus","Bos taurus"
"569","bos taurus","Bos taurus"
"570","bos taurus","Bos taurus"
"571","bos taurus","Bos taurus"
"572","bos taurus","Bos taurus"
"573","bos taurus","Bos taurus"
"574","bos taurus","Bos taurus"
"575","bos taurus","Bos taurus"
"576","bos taurus","Bos taurus"
"577","bos taurus","Bos taurus"
"578","bos taurus","Bos taurus"
"579","bos taurus","Bos taurus"
"580","bos taurus","Bos taurus"
"581","bos taurus","Bos taurus"
"582","bos taurus","Bos taurus"
"583","bos taurus","Bos taurus"
"584","bos taurus","Bos taurus"
"585","bos taurus","Bos taurus"
"586","bos taurus","Bos taurus"
"587","bos taurus","Bos taurus"
"588","bos taurus","Bos taurus"
"589","bos taurus","Bos taurus"
"590","bos taurus","Bos taurus"
"591","bos taurus","Bos taurus"
"592","bos taurus","Bos taurus"
"593","bos taurus","Bos taurus"
"594","bos taurus","Bos taurus"
"595","bos taurus","Bos taurus"
"596","bos taurus","Bos taurus"
"597","bos taurus","Bos taurus"
"598","bos taurus","Bos taurus"
"599","bos taurus","Bos taurus"
"600","bos taurus","Bos taurus"
"601","bos taurus","Bos taurus"
"602","bos taurus","Bos taurus"
"603","bos taurus","Bos taurus"
"604","bos taurus","Bos taurus"
"605","bos taurus","Bos taurus"
"606","bos taurus","Bos taurus"
"607","bos taurus","Bos taurus"
"608","bos taurus","Bos taurus"
"609","bos taurus","Bos taurus"
"610","bos taurus","Bos taurus"
"611","bos taurus","Bos taurus"
"612","bos taurus","Bos taurus"
"613","bos taurus","Bos taurus"
"614","bos taurus","Bos taurus"
"615","bos taurus","Bos taurus"
"616","bos taurus","Bos taurus"
"617","bos taurus","Bos taurus"
"618","bos taurus","Bos taurus"
"619","bos taurus","Bos taurus"
"620","bos taurus","Bos taurus"
"621","bos taurus","Bos taurus"
"622","bos taurus","Bos taurus"
"623","bos taurus","Bos taurus"
"624","bos taurus","Bos taurus"
"625","bos taurus","Bos taurus"
"626","bos taurus","Bos taurus"
"627","bos taurus","Bos taurus"
"628","bos taurus","Bos taurus"
"629","bos taurus","Bos taurus"
"630","bos taurus","Bos taurus"
"631","bos taurus","Bos taurus"
"632","bos taurus","Bos taurus"
"633","bos taurus","Bos taurus"
"634","bos taurus","Bos taurus"
"635","bos taurus","Bos taurus"
"636","bos taurus","Bos taurus"
"637","bos taurus","Bos taurus"
"638","bos taurus","Bos taurus"
"639","bos taurus","Bos taurus"
"640","bos taurus","Bos taurus"
"641","bos taurus","Bos taurus"
"642","bos taurus","Bos taurus"
"643","bos taurus","Bos taurus"
"644","bos taurus","Bos taurus"
"645","bos taurus","Bos taurus"
"646","bos taurus","Bos taurus"
"647","bos taurus","Bos taurus"
"648","bos taurus","Bos taurus"
"649","bos taurus","Bos taurus"
"650","bos taurus","Bos taurus"
"651","bos taurus","Bos taurus"
"652","bos taurus","Bos taurus"
"653","bos taurus","Bos taurus"
"654","bos taurus","Bos taurus"
"655","bos taurus","Bos taurus"
"656","bos taurus","Bos taurus"
"657","bos taurus","Bos taurus"
"658","bos taurus","Bos taurus"
"659","bos taurus","Bos taurus"
"660","bos taurus","Bos taurus"
"661","bos taurus","Bos taurus"
"662","bos taurus","Bos taurus"
"663","bos taurus","Bos taurus"
"664","bos taurus","Bos taurus"
"665","bos taurus","Bos taurus"
"666","bos taurus","Bos taurus"
"667","bos taurus","Bos taurus"
"668","bos taurus","Bos taurus"
"669","bos taurus","Bos taurus"
"670","bos taurus","Bos taurus"
"671","bos taurus","Bos taurus"
"672","bos taurus","Bos taurus"
"673","bos taurus","Bos taurus"
"674","bos taurus","Bos taurus"
"675","bos taurus","Bos taurus"
"676","bos taurus","Bos taurus"
"677","bos taurus","Bos taurus"
"678","bos taurus","Bos taurus"
"679","bos taurus","Bos taurus"
"680","bos taurus","Bos taurus"
"681","bos taurus","Bos taurus"
"682","bos taurus","Bos taurus"
"683","bos taurus","Bos taurus"
"684","bos taurus","Bos taurus"
"685","bos taurus","Bos taurus"
"686","bos taurus","Bos taurus"
"687","bos taurus","Bos taurus"
"688","bos taurus","Bos taurus"
"689","bos taurus","Bos taurus"
"690","bos taurus","Bos taurus"
"691","bos taurus","Bos taurus"
"692","bos taurus","Bos taurus"
"693","bos taurus","Bos taurus"
"694","bos taurus","Bos taurus"
"695","bos taurus","Bos taurus"
"696","bos taurus","Bos taurus"
"697","bos taurus","Bos taurus"
"698","bos taurus","Bos taurus"
"699","bos taurus","Bos taurus"
"700","bos taurus","Bos taurus"
"701","bos taurus","Bos taurus"
"702","bos taurus","Bos taurus"
"703","bos taurus","Bos taurus"
"704","bos taurus","Bos taurus"
"705","bos taurus","Bos taurus"
"706","bos taurus","Bos taurus"
"707","bos taurus","Bos taurus"
"708","bos taurus","Bos taurus"
"709","bos taurus","Bos taurus"
"710","bos taurus","Bos taurus"
"711","bos taurus","Bos taurus"
"712","bos taurus","Bos taurus"
"713","bos taurus","Bos taurus"
"714","bos taurus","Bos taurus"
"715","bos taurus","Bos taurus"
"716","bos taurus","Bos taurus"
"717","bos taurus","Bos taurus"
"718","bos taurus","Bos taurus"
"719","bos taurus","Bos taurus"
"720","bos taurus","Bos taurus"
"721","bos taurus","Bos taurus"
"722","bos taurus","Bos taurus"
"723","bos taurus","Bos taurus"
"724","bos taurus","Bos taurus"
"725","bos taurus","Bos taurus"
"726","bos taurus","Bos taurus"
"727","bos taurus","Bos taurus"
"728","bos taurus","Bos taurus"
"729","bos taurus","Bos taurus"
"730","bos taurus","Bos taurus"
"731","bos taurus","Bos taurus"
"732","bos taurus","Bos taurus"
"733","bos taurus","Bos taurus"
"734","bos taurus","Bos taurus"
"735","bos taurus","Bos taurus"
"736","bos taurus","Bos taurus"
"737","bos taurus","Bos taurus"
"738","bos taurus","Bos taurus"
"739","bos taurus","Bos taurus"
