"","Host","Host_Upham"
"15315","syncerus caffer","Syncerus caffer"
"15316","syncerus caffer","Syncerus caffer"
"15317","syncerus caffer","Syncerus caffer"
"15318","syncerus caffer","Syncerus caffer"
"15319","syncerus caffer","Syncerus caffer"
"15320","syncerus caffer","Syncerus caffer"
"15321","syncerus caffer","Syncerus caffer"
"15322","syncerus caffer","Syncerus caffer"
"15323","syncerus caffer","Syncerus caffer"
"15324","syncerus caffer","Syncerus caffer"
"15325","syncerus caffer","Syncerus caffer"
"15326","syncerus caffer","Syncerus caffer"
"15327","syncerus caffer","Syncerus caffer"
"15328","syncerus caffer","Syncerus caffer"
"15329","syncerus caffer","Syncerus caffer"
"15330","syncerus caffer","Syncerus caffer"
"15331","syncerus caffer","Syncerus caffer"
"15332","syncerus caffer","Syncerus caffer"
"15333","tragelaphus angasii","Tragelaphus angasii"
"15334","tragelaphus angasii","Tragelaphus angasii"
"15335","tragelaphus angasii","Tragelaphus angasii"
"15336","tragelaphus angasii","Tragelaphus angasii"
"15337","tragelaphus angasii","Tragelaphus angasii"
"15338","tragelaphus angasii","Tragelaphus angasii"
"15339","tragelaphus angasii","Tragelaphus angasii"
"15340","tragelaphus angasii","Tragelaphus angasii"
"15341","tragelaphus angasii","Tragelaphus angasii"
"15342","tragelaphus angasii","Tragelaphus angasii"
"15343","tragelaphus angasii","Tragelaphus angasii"
"15344","tragelaphus angasii","Tragelaphus angasii"
"15345","tragelaphus angasii","Tragelaphus angasii"
"15346","tragelaphus angasii","Tragelaphus angasii"
"15347","tragelaphus angasii","Tragelaphus angasii"
"15348","tragelaphus eurycerus","Tragelaphus eurycerus"
"15349","tragelaphus eurycerus","Tragelaphus eurycerus"
"15350","tragelaphus eurycerus","Tragelaphus eurycerus"
"15351","tragelaphus eurycerus","Tragelaphus eurycerus"
"15352","tragelaphus eurycerus","Tragelaphus eurycerus"
"15353","tragelaphus imberbis","Tragelaphus imberbis"
"15354","tragelaphus imberbis","Tragelaphus imberbis"
"15355","tragelaphus imberbis","Tragelaphus imberbis"
"15356","tragelaphus imberbis","Tragelaphus imberbis"
"15357","tragelaphus imberbis","Tragelaphus imberbis"
"15358","tragelaphus imberbis","Tragelaphus imberbis"
"15359","tragelaphus imberbis","Tragelaphus imberbis"
"15360","tragelaphus oryx","Tragelaphus oryx"
"15361","tragelaphus oryx","Tragelaphus oryx"
"15362","tragelaphus oryx","Tragelaphus oryx"
"15363","tragelaphus oryx","Tragelaphus oryx"
"15364","tragelaphus oryx","Tragelaphus oryx"
"15365","tragelaphus oryx","Tragelaphus oryx"
"15366","tragelaphus oryx","Tragelaphus oryx"
"15367","tragelaphus oryx","Tragelaphus oryx"
"15368","tragelaphus oryx","Tragelaphus oryx"
"15369","tragelaphus oryx","Tragelaphus oryx"
"15370","tragelaphus oryx","Tragelaphus oryx"
"15371","tragelaphus oryx","Tragelaphus oryx"
"15372","tragelaphus oryx","Tragelaphus oryx"
"15373","tragelaphus oryx","Tragelaphus oryx"
"15374","tragelaphus oryx","Tragelaphus oryx"
"15375","tragelaphus scriptus","Tragelaphus scriptus"
"15376","tragelaphus scriptus","Tragelaphus scriptus"
"15377","tragelaphus scriptus","Tragelaphus scriptus"
"15378","tragelaphus scriptus","Tragelaphus scriptus"
"15379","tragelaphus scriptus","Tragelaphus scriptus"
"15380","tragelaphus scriptus","Tragelaphus scriptus"
"15381","tragelaphus scriptus","Tragelaphus scriptus"
"15382","tragelaphus scriptus","Tragelaphus scriptus"
"15383","tragelaphus scriptus","Tragelaphus scriptus"
"15384","tragelaphus scriptus","Tragelaphus scriptus"
"15385","tragelaphus scriptus","Tragelaphus scriptus"
"15386","tragelaphus scriptus","Tragelaphus scriptus"
"15387","tragelaphus spekii","Tragelaphus spekii"
"15388","tragelaphus spekii","Tragelaphus spekii"
"15389","tragelaphus spekii","Tragelaphus spekii"
"15390","tragelaphus spekii","Tragelaphus spekii"
"15391","tragelaphus spekii","Tragelaphus spekii"
"15392","tragelaphus spekii","Tragelaphus spekii"
"15393","tragelaphus spekii","Tragelaphus spekii"
"15394","tragelaphus spekii","Tragelaphus spekii"
"15395","tragelaphus strepsiceros","Tragelaphus strepsiceros"
"15396","tragelaphus strepsiceros","Tragelaphus strepsiceros"
"15397","tragelaphus strepsiceros","Tragelaphus strepsiceros"
"15398","tragelaphus strepsiceros","Tragelaphus strepsiceros"
"15399","tragelaphus strepsiceros","Tragelaphus strepsiceros"
"15400","tragelaphus strepsiceros","Tragelaphus strepsiceros"
"15401","tragelaphus strepsiceros","Tragelaphus strepsiceros"
"15402","tragelaphus strepsiceros","Tragelaphus strepsiceros"
"15403","tragelaphus strepsiceros","Tragelaphus strepsiceros"
"15404","tragelaphus strepsiceros","Tragelaphus strepsiceros"
"15405","tragelaphus strepsiceros","Tragelaphus strepsiceros"
"15406","tragelaphus strepsiceros","Tragelaphus strepsiceros"
"15407","tragelaphus strepsiceros","Tragelaphus strepsiceros"
"15408","tragelaphus strepsiceros","Tragelaphus strepsiceros"
"15409","tragelaphus strepsiceros","Tragelaphus strepsiceros"
"15410","tragelaphus strepsiceros","Tragelaphus strepsiceros"
"15411","tragelaphus strepsiceros","Tragelaphus strepsiceros"
"15412","tragelaphus strepsiceros","Tragelaphus strepsiceros"
"15413","tragelaphus strepsiceros","Tragelaphus strepsiceros"
"15414","tragelaphus strepsiceros","Tragelaphus strepsiceros"
"15415","tragelaphus strepsiceros","Tragelaphus strepsiceros"
"15416","tragelaphus strepsiceros","Tragelaphus strepsiceros"
"15417","tragelaphus strepsiceros","Tragelaphus strepsiceros"
"15418","tragelaphus strepsiceros","Tragelaphus strepsiceros"
"15419","tragelaphus strepsiceros","Tragelaphus strepsiceros"
"15420","tragelaphus strepsiceros","Tragelaphus strepsiceros"
"15421","tragelaphus strepsiceros","Tragelaphus strepsiceros"
"15422","tragelaphus strepsiceros","Tragelaphus strepsiceros"
"15423","tragelaphus strepsiceros","Tragelaphus strepsiceros"
"15424","tragelaphus strepsiceros","Tragelaphus strepsiceros"
"15425","tragelaphus strepsiceros","Tragelaphus strepsiceros"
"15426","tragelaphus strepsiceros","Tragelaphus strepsiceros"
"15427","tragelaphus strepsiceros","Tragelaphus strepsiceros"
"15428","tragelaphus strepsiceros","Tragelaphus strepsiceros"
"15429","tragelaphus strepsiceros","Tragelaphus strepsiceros"
"15430","tragulus javanicus","Tragulus javanicus"
"15431","tragulus javanicus","Tragulus javanicus"
"15432","tragulus javanicus","Tragulus javanicus"
"15433","tragulus javanicus","Tragulus javanicus"
"15434","tragulus javanicus","Tragulus javanicus"
"15435","tragulus javanicus","Tragulus javanicus"
"15436","tursiops aduncus","Tursiops aduncus"
"15437","tursiops aduncus","Tursiops aduncus"
"15438","tursiops truncatus","Tursiops truncatus"
"15439","tursiops truncatus","Tursiops truncatus"
"15440","vicugna pacos","Vicugna pacos"
"15441","vicugna pacos","Vicugna pacos"
"15442","vicugna pacos","Vicugna pacos"
"15443","vicugna pacos","Vicugna pacos"
"15444","vicugna pacos","Vicugna pacos"
"15445","vicugna pacos","Vicugna pacos"
"15446","vicugna pacos","Vicugna pacos"
"15447","vicugna pacos","Vicugna pacos"
"15448","vicugna pacos","Vicugna pacos"
"15449","vicugna pacos","Vicugna pacos"
"15450","vicugna pacos","Vicugna pacos"
"15451","vicugna pacos","Vicugna pacos"
"15452","vicugna pacos","Vicugna pacos"
"15453","vicugna pacos","Vicugna pacos"
"15454","vicugna pacos","Vicugna pacos"
"15455","vicugna pacos","Vicugna pacos"
"15456","vicugna pacos","Vicugna pacos"
"15457","vicugna pacos","Vicugna pacos"
"15458","vicugna pacos","Vicugna pacos"
"15459","vicugna pacos","Vicugna pacos"
"15460","vicugna pacos","Vicugna pacos"
"15461","vicugna pacos","Vicugna pacos"
"15462","vicugna pacos","Vicugna pacos"
"15463","vicugna pacos","Vicugna pacos"
"15464","vicugna pacos","Vicugna pacos"
"15465","vicugna pacos","Vicugna pacos"
"15466","vicugna pacos","Vicugna pacos"
"15467","vicugna pacos","Vicugna pacos"
"15468","vicugna pacos","Vicugna pacos"
"15469","vicugna pacos","Vicugna pacos"
"15470","vicugna pacos","Vicugna pacos"
"15471","vicugna pacos","Vicugna pacos"
"15472","vicugna pacos","Vicugna pacos"
"15473","vicugna pacos","Vicugna pacos"
"15474","vicugna pacos","Vicugna pacos"
"15475","vicugna pacos","Vicugna pacos"
"15476","vicugna pacos","Vicugna pacos"
"15477","vicugna pacos","Vicugna pacos"
"15478","vicugna pacos","Vicugna pacos"
"15479","vicugna pacos","Vicugna pacos"
"15480","vicugna pacos","Vicugna pacos"
"15481","vicugna pacos","Vicugna pacos"
"15482","vicugna pacos","Vicugna pacos"
"15483","vicugna pacos","Vicugna pacos"
"15484","vicugna pacos","Vicugna pacos"
"15485","vicugna pacos","Vicugna pacos"
"15486","vicugna pacos","Vicugna pacos"
"15487","vicugna pacos","Vicugna pacos"
"15488","vicugna pacos","Vicugna pacos"
"15489","vicugna pacos","Vicugna pacos"
"15490","vicugna pacos","Vicugna pacos"
"15491","vicugna pacos","Vicugna pacos"
"15492","vicugna pacos","Vicugna pacos"
"15493","vicugna pacos","Vicugna pacos"
"15494","vicugna pacos","Vicugna pacos"
"15495","vicugna pacos","Vicugna pacos"
"15496","vicugna pacos","Vicugna pacos"
"15497","vicugna pacos","Vicugna pacos"
"15498","vicugna pacos","Vicugna pacos"
"15499","vicugna pacos","Vicugna pacos"
"15500","vicugna pacos","Vicugna pacos"
"15501","vicugna pacos","Vicugna pacos"
"15502","vicugna pacos","Vicugna pacos"
"15503","vicugna pacos","Vicugna pacos"
"15504","vicugna pacos","Vicugna pacos"
"15505","vicugna pacos","Vicugna pacos"
"15506","vicugna pacos","Vicugna pacos"
"15507","vicugna pacos","Vicugna pacos"
"15508","vicugna pacos","Vicugna pacos"
"15509","vicugna pacos","Vicugna pacos"
"15510","vicugna pacos","Vicugna pacos"
"15511","vicugna pacos","Vicugna pacos"
"15512","vicugna pacos","Vicugna pacos"
"15513","vicugna pacos","Vicugna pacos"
"15514","vicugna pacos","Vicugna pacos"
"15515","vicugna pacos","Vicugna pacos"
"15516","vicugna pacos","Vicugna pacos"
"15517","vicugna pacos","Vicugna pacos"
"15518","vicugna pacos","Vicugna pacos"
"15519","vicugna pacos","Vicugna pacos"
"15520","vicugna pacos","Vicugna pacos"
"15521","vicugna pacos","Vicugna pacos"
"15522","vicugna pacos","Vicugna pacos"
"15523","vicugna pacos","Vicugna pacos"
"15524","vicugna pacos","Vicugna pacos"
"15525","vicugna pacos","Vicugna pacos"
"15526","vicugna pacos","Vicugna pacos"
"15527","vicugna pacos","Vicugna pacos"
"15528","vicugna pacos","Vicugna pacos"
"15529","vicugna pacos","Vicugna pacos"
"15530","vicugna pacos","Vicugna pacos"
"15531","vicugna pacos","Vicugna pacos"
"15532","vicugna pacos","Vicugna pacos"
"15533","vicugna pacos","Vicugna pacos"
"15534","vicugna pacos","Vicugna pacos"
"15535","vicugna pacos","Vicugna pacos"
"15536","vicugna pacos","Vicugna pacos"
"15537","vicugna pacos","Vicugna pacos"
"15538","vicugna pacos","Vicugna pacos"
"15539","vicugna pacos","Vicugna pacos"
"15540","vicugna pacos","Vicugna pacos"
"15541","vicugna pacos","Vicugna pacos"
"15542","vicugna pacos","Vicugna pacos"
"15543","vicugna pacos","Vicugna pacos"
"15544","vicugna pacos","Vicugna pacos"
"15545","vicugna pacos","Vicugna pacos"
"15546","vicugna pacos","Vicugna pacos"
"15547","vicugna pacos","Vicugna pacos"
"15548","vicugna pacos","Vicugna pacos"
"15549","vicugna pacos","Vicugna pacos"
"15550","vicugna pacos","Vicugna pacos"
"15551","vicugna pacos","Vicugna pacos"
"15552","vicugna pacos","Vicugna pacos"
"15553","vicugna pacos","Vicugna pacos"
"15554","vicugna pacos","Vicugna pacos"
"15555","vicugna pacos","Vicugna pacos"
"15556","vicugna pacos","Vicugna pacos"
"15557","vicugna pacos","Vicugna pacos"
"15558","vicugna pacos","Vicugna pacos"
"15559","vicugna pacos","Vicugna pacos"
"15560","vicugna vicugna","Vicugna vicugna"
"15561","vicugna vicugna","Vicugna vicugna"
"15562","vicugna vicugna","Vicugna vicugna"
"15563","vicugna vicugna","Vicugna vicugna"
"15564","vicugna vicugna","Vicugna vicugna"
"15565","vicugna vicugna","Vicugna vicugna"
"15566","vicugna vicugna","Vicugna vicugna"
"15567","vicugna vicugna","Vicugna vicugna"
"15568","vicugna vicugna","Vicugna vicugna"
"15569","vicugna vicugna","Vicugna vicugna"
"15570","vicugna vicugna","Vicugna vicugna"
"15571","vicugna vicugna","Vicugna vicugna"
"15572","acinonyx jubatus","Acinonyx jubatus"
"15573","acinonyx jubatus","Acinonyx jubatus"
"15574","acinonyx jubatus","Acinonyx jubatus"
"15575","acinonyx jubatus","Acinonyx jubatus"
"15576","acinonyx jubatus","Acinonyx jubatus"
"15577","acinonyx jubatus","Acinonyx jubatus"
"15578","acinonyx jubatus","Acinonyx jubatus"
"15579","acinonyx jubatus","Acinonyx jubatus"
"15580","acinonyx jubatus","Acinonyx jubatus"
"15581","acinonyx jubatus","Acinonyx jubatus"
"15582","acinonyx jubatus","Acinonyx jubatus"
"15583","acinonyx jubatus","Acinonyx jubatus"
"15584","acinonyx jubatus","Acinonyx jubatus"
"15585","acinonyx jubatus","Acinonyx jubatus"
"15586","acinonyx jubatus","Acinonyx jubatus"
"15587","acinonyx jubatus","Acinonyx jubatus"
"15588","acinonyx jubatus","Acinonyx jubatus"
"15589","acinonyx jubatus","Acinonyx jubatus"
"15590","acinonyx jubatus","Acinonyx jubatus"
"15591","acinonyx jubatus","Acinonyx jubatus"
"15592","acinonyx jubatus","Acinonyx jubatus"
"15593","acinonyx jubatus","Acinonyx jubatus"
"15594","acinonyx jubatus","Acinonyx jubatus"
"15595","acinonyx jubatus","Acinonyx jubatus"
"15596","acinonyx jubatus","Acinonyx jubatus"
"15597","acinonyx jubatus","Acinonyx jubatus"
"15598","acinonyx jubatus","Acinonyx jubatus"
"15599","acinonyx jubatus","Acinonyx jubatus"
"15600","acinonyx jubatus","Acinonyx jubatus"
"15601","acinonyx jubatus","Acinonyx jubatus"
"15602","acinonyx jubatus","Acinonyx jubatus"
"15603","acinonyx jubatus","Acinonyx jubatus"
"15604","acinonyx jubatus","Acinonyx jubatus"
"15605","acinonyx jubatus","Acinonyx jubatus"
"15606","acinonyx jubatus","Acinonyx jubatus"
"15607","acinonyx jubatus","Acinonyx jubatus"
"15608","acinonyx jubatus","Acinonyx jubatus"
"15609","acinonyx jubatus","Acinonyx jubatus"
"15610","acinonyx jubatus","Acinonyx jubatus"
"15611","acinonyx jubatus","Acinonyx jubatus"
"15612","acinonyx jubatus","Acinonyx jubatus"
"15613","acinonyx jubatus","Acinonyx jubatus"
"15614","acinonyx jubatus","Acinonyx jubatus"
"15615","acinonyx jubatus","Acinonyx jubatus"
"15616","acinonyx jubatus","Acinonyx jubatus"
"15617","acinonyx jubatus","Acinonyx jubatus"
"15618","acinonyx jubatus","Acinonyx jubatus"
"15619","acinonyx jubatus","Acinonyx jubatus"
"15620","acinonyx jubatus","Acinonyx jubatus"
"15621","acinonyx jubatus","Acinonyx jubatus"
"15622","acinonyx jubatus","Acinonyx jubatus"
"15623","acinonyx jubatus","Acinonyx jubatus"
"15624","acinonyx jubatus","Acinonyx jubatus"
"15625","acinonyx jubatus","Acinonyx jubatus"
"15626","acinonyx jubatus","Acinonyx jubatus"
"15627","acinonyx jubatus","Acinonyx jubatus"
"15628","ailuropoda melanoleuca","Ailuropoda melanoleuca"
"15629","ailuropoda melanoleuca","Ailuropoda melanoleuca"
"15630","ailuropoda melanoleuca","Ailuropoda melanoleuca"
"15631","ailuropoda melanoleuca","Ailuropoda melanoleuca"
"15632","ailuropoda melanoleuca","Ailuropoda melanoleuca"
"15633","ailuropoda melanoleuca","Ailuropoda melanoleuca"
"15634","ailuropoda melanoleuca","Ailuropoda melanoleuca"
"15635","ailuropoda melanoleuca","Ailuropoda melanoleuca"
"15636","ailuropoda melanoleuca","Ailuropoda melanoleuca"
"15637","ailuropoda melanoleuca","Ailuropoda melanoleuca"
"15638","ailuropoda melanoleuca","Ailuropoda melanoleuca"
"15639","ailuropoda melanoleuca","Ailuropoda melanoleuca"
"15640","ailuropoda melanoleuca","Ailuropoda melanoleuca"
"15641","ailuropoda melanoleuca","Ailuropoda melanoleuca"
"15642","ailuropoda melanoleuca","Ailuropoda melanoleuca"
"15643","ailuropoda melanoleuca","Ailuropoda melanoleuca"
"15644","ailuropoda melanoleuca","Ailuropoda melanoleuca"
"15645","ailuropoda melanoleuca","Ailuropoda melanoleuca"
"15646","ailuropoda melanoleuca","Ailuropoda melanoleuca"
"15647","ailurus fulgens","Ailurus fulgens"
"15648","ailurus fulgens","Ailurus fulgens"
"15649","ailurus fulgens","Ailurus fulgens"
"15650","ailurus fulgens","Ailurus fulgens"
"15651","ailurus fulgens","Ailurus fulgens"
"15652","ailurus fulgens","Ailurus fulgens"
"15653","ailurus fulgens","Ailurus fulgens"
"15654","ailurus fulgens","Ailurus fulgens"
"15655","ailurus fulgens","Ailurus fulgens"
"15656","ailurus fulgens","Ailurus fulgens"
"15657","arctocephalus australis","Arctocephalus australis"
"15658","arctocephalus australis","Arctocephalus australis"
"15659","arctocephalus australis","Arctocephalus australis"
"15660","arctocephalus australis","Arctocephalus australis"
"15661","arctocephalus australis","Arctocephalus australis"
"15662","arctocephalus australis","Arctocephalus australis"
"15663","arctocephalus forsteri","Arctocephalus forsteri"
"15664","arctocephalus galapagoensis","Arctocephalus galapagoensis"
"15665","atilax paludinosus","Atilax paludinosus"
"15666","atilax paludinosus","Atilax paludinosus"
"15667","atilax paludinosus","Atilax paludinosus"
"15668","atilax paludinosus","Atilax paludinosus"
"15669","atilax paludinosus","Atilax paludinosus"
"15670","atilax paludinosus","Atilax paludinosus"
"15671","atilax paludinosus","Atilax paludinosus"
"15672","atilax paludinosus","Atilax paludinosus"
"15673","atilax paludinosus","Atilax paludinosus"
"15674","atilax paludinosus","Atilax paludinosus"
"15675","atilax paludinosus","Atilax paludinosus"
"15676","atilax paludinosus","Atilax paludinosus"
"15677","atilax paludinosus","Atilax paludinosus"
"15678","atilax paludinosus","Atilax paludinosus"
"15679","bassaricyon gabbii","Bassaricyon gabbii"
"15680","bassariscus astutus","Bassariscus astutus"
"15681","bassariscus astutus","Bassariscus astutus"
"15682","bassariscus astutus","Bassariscus astutus"
"15683","bassariscus astutus","Bassariscus astutus"
"15684","bassariscus astutus","Bassariscus astutus"
"15685","callorhinus ursinus","Callorhinus ursinus"
"15686","callorhinus ursinus","Callorhinus ursinus"
"15687","callorhinus ursinus","Callorhinus ursinus"
"15688","callorhinus ursinus","Callorhinus ursinus"
"15689","callorhinus ursinus","Callorhinus ursinus"
"15690","callorhinus ursinus","Callorhinus ursinus"
"15691","callorhinus ursinus","Callorhinus ursinus"
"15692","callorhinus ursinus","Callorhinus ursinus"
"15693","callorhinus ursinus","Callorhinus ursinus"
"15694","callorhinus ursinus","Callorhinus ursinus"
"15695","callorhinus ursinus","Callorhinus ursinus"
"15696","callorhinus ursinus","Callorhinus ursinus"
"15697","canis adustus","Canis adustus"
"15698","canis adustus","Canis adustus"
"15699","canis adustus","Canis adustus"
"15700","canis adustus","Canis adustus"
"15701","canis adustus","Canis adustus"
"15702","canis adustus","Canis adustus"
"15703","canis adustus","Canis adustus"
"15704","canis adustus","Canis adustus"
"15705","canis adustus","Canis adustus"
"15706","canis adustus","Canis adustus"
"15707","canis adustus","Canis adustus"
"15708","canis adustus","Canis adustus"
"15709","canis adustus","Canis adustus"
"15710","canis adustus","Canis adustus"
"15711","canis adustus","Canis adustus"
"15712","canis adustus","Canis adustus"
"15713","canis adustus","Canis adustus"
"15714","canis aureus","Canis aureus"
"15715","canis aureus","Canis aureus"
"15716","canis aureus","Canis aureus"
"15717","canis aureus","Canis aureus"
"15718","canis aureus","Canis aureus"
"15719","canis aureus","Canis aureus"
"15720","canis aureus","Canis aureus"
"15721","canis aureus","Canis aureus"
"15722","canis aureus","Canis aureus"
"15723","canis latrans","Canis latrans"
"15724","canis latrans","Canis latrans"
"15725","canis latrans","Canis latrans"
"15726","canis latrans","Canis latrans"
"15727","canis latrans","Canis latrans"
"15728","canis latrans","Canis latrans"
"15729","canis latrans","Canis latrans"
"15730","canis latrans","Canis latrans"
"15731","canis latrans","Canis latrans"
"15732","canis latrans","Canis latrans"
"15733","canis latrans","Canis latrans"
"15734","canis latrans","Canis latrans"
"15735","canis latrans","Canis latrans"
"15736","canis latrans","Canis latrans"
"15737","canis latrans","Canis latrans"
"15738","canis latrans","Canis latrans"
"15739","canis latrans","Canis latrans"
"15740","canis latrans","Canis latrans"
"15741","canis latrans","Canis latrans"
"15742","canis latrans","Canis latrans"
"15743","canis latrans","Canis latrans"
"15744","canis latrans","Canis latrans"
"15745","canis latrans","Canis latrans"
"15746","canis latrans","Canis latrans"
"15747","canis latrans","Canis latrans"
"15748","canis latrans","Canis latrans"
"15749","canis latrans","Canis latrans"
"15750","canis latrans","Canis latrans"
"15751","canis latrans","Canis latrans"
"15752","canis latrans","Canis latrans"
"15753","canis latrans","Canis latrans"
"15754","canis latrans","Canis latrans"
"15755","canis latrans","Canis latrans"
"15756","canis latrans","Canis latrans"
"15757","canis latrans","Canis latrans"
"15758","canis latrans","Canis latrans"
"15759","canis latrans","Canis latrans"
"15760","canis latrans","Canis latrans"
"15761","canis latrans","Canis latrans"
"15762","canis latrans","Canis latrans"
"15763","canis latrans","Canis latrans"
"15764","canis latrans","Canis latrans"
"15765","canis latrans","Canis latrans"
"15766","canis latrans","Canis latrans"
"15767","canis latrans","Canis latrans"
"15768","canis latrans","Canis latrans"
"15769","canis latrans","Canis latrans"
"15770","canis latrans","Canis latrans"
"15771","canis latrans","Canis latrans"
"15772","canis latrans","Canis latrans"
"15773","canis latrans","Canis latrans"
"15774","canis latrans","Canis latrans"
"15775","canis latrans","Canis latrans"
"15776","canis latrans","Canis latrans"
"15777","canis latrans","Canis latrans"
"15778","canis latrans","Canis latrans"
"15779","canis latrans","Canis latrans"
"15780","canis latrans","Canis latrans"
"15781","canis latrans","Canis latrans"
"15782","canis latrans","Canis latrans"
"15783","canis latrans","Canis latrans"
"15784","canis latrans","Canis latrans"
"15785","canis latrans","Canis latrans"
"15786","canis latrans","Canis latrans"
"15787","canis latrans","Canis latrans"
"15788","canis latrans","Canis latrans"
"15789","canis latrans","Canis latrans"
"15790","canis latrans","Canis latrans"
"15791","canis latrans","Canis latrans"
"15792","canis latrans","Canis latrans"
"15793","canis latrans","Canis latrans"
"15794","canis latrans","Canis latrans"
"15795","canis latrans","Canis latrans"
"15796","canis latrans","Canis latrans"
"15797","canis latrans","Canis latrans"
"15798","canis latrans","Canis latrans"
"15799","canis latrans","Canis latrans"
"15800","canis latrans","Canis latrans"
"15801","canis latrans","Canis latrans"
"15802","canis latrans","Canis latrans"
"15803","canis latrans","Canis latrans"
"15804","canis latrans","Canis latrans"
"15805","canis latrans","Canis latrans"
"15806","canis latrans","Canis latrans"
"15807","canis latrans","Canis latrans"
"15808","canis latrans","Canis latrans"
"15809","canis latrans","Canis latrans"
"15810","canis latrans","Canis latrans"
"15811","canis latrans","Canis latrans"
"15812","canis latrans","Canis latrans"
"15813","canis latrans","Canis latrans"
"15814","canis latrans","Canis latrans"
"15815","canis latrans","Canis latrans"
"15816","canis latrans","Canis latrans"
"15817","canis latrans","Canis latrans"
"15818","canis latrans","Canis latrans"
"15819","canis latrans","Canis latrans"
"15820","canis latrans","Canis latrans"
"15821","canis latrans","Canis latrans"
"15822","canis latrans","Canis latrans"
"15823","canis latrans","Canis latrans"
"15824","canis latrans","Canis latrans"
"15825","canis latrans","Canis latrans"
"15826","canis latrans","Canis latrans"
"15827","canis latrans","Canis latrans"
"15828","canis latrans","Canis latrans"
"15829","canis latrans","Canis latrans"
"15830","canis latrans","Canis latrans"
"15831","canis latrans","Canis latrans"
"15832","canis latrans","Canis latrans"
"15833","canis latrans","Canis latrans"
"15834","canis latrans","Canis latrans"
"15835","canis latrans","Canis latrans"
"15836","canis latrans","Canis latrans"
"15837","canis latrans","Canis latrans"
"15838","canis latrans","Canis latrans"
"15839","canis latrans","Canis latrans"
"15840","canis latrans","Canis latrans"
"15841","canis latrans","Canis latrans"
"15842","canis latrans","Canis latrans"
"15843","canis latrans","Canis latrans"
"15844","canis latrans","Canis latrans"
"15845","canis latrans","Canis latrans"
"15846","canis latrans","Canis latrans"
"15847","canis latrans","Canis latrans"
"15848","canis latrans","Canis latrans"
"15849","canis latrans","Canis latrans"
"15850","canis latrans","Canis latrans"
"15851","canis latrans","Canis latrans"
"15852","canis latrans","Canis latrans"
"15853","canis latrans","Canis latrans"
"15854","canis latrans","Canis latrans"
"15855","canis latrans","Canis latrans"
"15856","canis latrans","Canis latrans"
"15857","canis latrans","Canis latrans"
"15858","canis latrans","Canis latrans"
"15859","canis latrans","Canis latrans"
"15860","canis latrans","Canis latrans"
"15861","canis latrans","Canis latrans"
"15862","canis latrans","Canis latrans"
"15863","canis latrans","Canis latrans"
"15864","canis latrans","Canis latrans"
"15865","canis latrans","Canis latrans"
"15866","canis latrans","Canis latrans"
"15867","canis latrans","Canis latrans"
"15868","canis latrans","Canis latrans"
"15869","canis latrans","Canis latrans"
"15870","canis latrans","Canis latrans"
"15871","canis latrans","Canis latrans"
"15872","canis latrans","Canis latrans"
"15873","canis latrans","Canis latrans"
"15874","canis latrans","Canis latrans"
"15875","canis latrans","Canis latrans"
"15876","canis latrans","Canis latrans"
"15877","canis latrans","Canis latrans"
"15878","canis latrans","Canis latrans"
"15879","canis latrans","Canis latrans"
"15880","canis latrans","Canis latrans"
"15881","canis latrans","Canis latrans"
"15882","canis latrans","Canis latrans"
"15883","canis latrans","Canis latrans"
"15884","canis latrans","Canis latrans"
"15885","canis latrans","Canis latrans"
"15886","canis latrans","Canis latrans"
"15887","canis latrans","Canis latrans"
"15888","canis latrans","Canis latrans"
"15889","canis latrans","Canis latrans"
"15890","canis latrans","Canis latrans"
"15891","canis latrans","Canis latrans"
"15892","canis latrans","Canis latrans"
"15893","canis latrans","Canis latrans"
"15894","canis latrans","Canis latrans"
"15895","canis latrans","Canis latrans"
"15896","canis latrans","Canis latrans"
"15897","canis latrans","Canis latrans"
"15898","canis lupus","Canis lupus"
"15899","canis lupus","Canis lupus"
"15900","canis lupus","Canis lupus"
"15901","canis lupus","Canis lupus"
"15902","canis lupus","Canis lupus"
"15903","canis lupus","Canis lupus"
"15904","canis lupus","Canis lupus"
"15905","canis lupus","Canis lupus"
"15906","canis lupus","Canis lupus"
"15907","canis lupus","Canis lupus"
"15908","canis lupus","Canis lupus"
"15909","canis lupus","Canis lupus"
"15910","canis lupus","Canis lupus"
"15911","canis lupus","Canis lupus"
"15912","canis lupus","Canis lupus"
"15913","canis lupus","Canis lupus"
"15914","canis lupus","Canis lupus"
"15915","canis lupus","Canis lupus"
"15916","canis lupus","Canis lupus"
"15917","canis lupus","Canis lupus"
"15918","canis lupus","Canis lupus"
"15919","canis lupus","Canis lupus"
"15920","canis lupus","Canis lupus"
"15921","canis lupus","Canis lupus"
"15922","canis lupus","Canis lupus"
"15923","canis lupus","Canis lupus"
"15924","canis lupus","Canis lupus"
"15925","canis lupus","Canis lupus"
"15926","canis lupus","Canis lupus"
"15927","canis lupus","Canis lupus"
"15928","canis lupus","Canis lupus"
"15929","canis lupus","Canis lupus"
"15930","canis lupus","Canis lupus"
"15931","canis lupus","Canis lupus"
"15932","canis lupus","Canis lupus"
"15933","canis lupus","Canis lupus"
"15934","canis lupus","Canis lupus"
"15935","canis lupus","Canis lupus"
"15936","canis lupus","Canis lupus"
