"AssocID","Host_AsReported","Pathogen_AsReported"
121381,"panthera tigris","capillaria sp."
121382,"panthera tigirs","mammomonogamus sp."
121383,"panthera tigirs","molineus sp."
121384,"panthera tigirs","paragonimus sp."
121385,"panthera tigirs","toxoscaris sp."
121386,"panthera tigris","toxoscaris sp."
121387,"panthera tigirs","toxocara sp."
121388,"papio cynocephalus anubis","ascaris sp."
121389,"papio doguera","bertiella studeri"
121390,"papio anubis neumanni","bertiella studeri"
121391,"papio doguera","bertiella studeri"
121392,"papio doguera","bertiella studeri"
121393,"papio doguera","brodenia laciniata"
121394,"papio anubis","cercopithifilaria eberhardi"
121395,"papio anubis","cercopithifilaria kenyensis"
121396,"papio anubis","dipetalonema (cercopithofilaria) kenyensis"
121397,"papio anubis","cercopithifilaria narokensis"
121398,"papio anubis","dicrocoelium sp."
121399,"papio anubis","dicrocoelium sp."
121400,"papio doguera","dipetalonema sp."
121401,"papio comatus","enterobius brevicauda"
121402,"papio doguera","enterobius sp."
121403,"papio anubis","enterobius sp."
121404,"papio cyanocephalus anubis","enterobius vermicularis"
121405,"papio anubis","gongylonema sp."
121406,"papio cynocephalus anubis","hymenolepis sp."
121407,"papio doguera","mesocestoides sp."
121408,"papio anubis","molineus sp."
121409,"papio doguera","necator americanus"
121410,"papio doguera","nephridiacanthus sp."
121423,"papio doguera","oesophagostomum bifurcum"
121424,"olive baboon","oesophagostomum bifurcum"
121425,"papio anubis neumanni","oesophagostomum bifurcum"
121426,"papio doguera","oesophagostomum bifurcum"
121427,"papio anubis","oesophagostomum bifurcum"
121428,"papio anubis","oesophagostomum bifurcum"
121429,"papio anubis","oesophagostomum sp."
121430,"papio anubis","oesophagostomum sp."
121431,"papio anubis","oesophagostomum sp."
121432,"papio cynocephalus anubis","oesophagostomum sp."
121433,"papio cyanocephalus anubis","oesophagostomum sp."
121434,"papio anubis","oesophagostomum sp."
121435,"papio doguera","oxyuris sp."
121436,"papio doguera","abbreviata caucasica"
121437,"papio anubis","physaloptera caucasica"
121438,"papio doguera","abbreviata caucasica"
121439,"papio anubis","abbreviata caucasica"
121440,"papio anubis","abbreviata sp."
121441,"papio anubis","physaloptera sp."
121442,"papio anubis","physaloptera sp."
121443,"papio cynocephalus anubis","physaloptera sp."
121444,"papio cynocephalus anubis","physaloptera sp."
121445,"papio doguera","physaloptera sp."
121446,"papio doguera","protospirura muricola"
121460,"papio doguera","schistosoma haematobium"
121461,"papio doguera","schistosoma haematobium"
121462,"papio doguera","schistosoma mansoni"
121463,"papio doguera","schistosoma mansoni"
121464,"papio anubis","schistosoma mansoni"
121465,"papio anubis","schistosoma mansoni"
121466,"papio anubis","schistosoma mansoni"
121467,"papio cynocephalus anubis","schistosoma mansoni"
121468,"papio cynocephalus anubis","schistosoma mansoni"
121469,"papio cynocephalus anubis","schistosoma mansoni"
121470,"papio cyanocephalus anubis","schistosoma mansoni"
121471,"papio anubis","schistosoma mansoni"
121472,"papio doguera","schistosoma mansoni"
121473,"papio doguera","schistosoma mansoni"
121474,"papio doguera","schistosoma mansoni"
121475,"papio doguera","schistosoma mansoni"
121476,"papio doguera","schistosoma mansoni"
121477,"papio anubis","schistosoma mansoni"
121478,"papio anubis","schistosoma mansoni"
121479,"papio anubis","schistosoma mansoni"
121492,"papio doguera","schistosoma mattheei"
121493,"papio anubis neumanni","sparganum sp."
121494,"papio doguera","streptopharagus armatus"
121495,"papio doguera","streptopharagus baylisi"
121496,"papio anubis neumanni","streptopharagus baylisi"
121497,"papio anubis neumanni","streptopharagus baylisi"
121498,"papio doguera","streptopharagus pigmentatus"
121499,"papio anubis","streptopharagus sp."
121500,"papio cynocephalus anubis","streptopharagus sp."
121501,"papio cynocephalus anubis","streptopharagus sp."
121502,"papio cyanocephalus anubis","streptopharagus sp."
121503,"papio cynocephalus anubis","strongyloides fulleborni"
121504,"papio cyanocephalus anubis","strongyloides fulleborni"
121505,"papio anubis","strongyloides sp."
121506,"papio cynocephalus anubis","strongyloides sp."
121507,"papio anubis","strongyloides sp."
121508,"papio anubis","strongyloides sp."
121509,"papio anubis","strongyloides sp."
121510,"papio anubis","strongyloides sp."
121511,"papio anubis","strongyloides sp."
121512,"papio cynocephalus anubis","strongyloides sp."
121513,"papio anubis","strongyloides spp."
121514,"papio anubis","strongyloides sp."
121515,"papio anubis","strongyloides sp."
121517,"olive baboon","ternidens deminutus"
121518,"papio comatus","ternidens deminutus"
121519,"papio cynocephalus anubis","ternidens sp."
121520,"papio doguera","trichostrongylus sp."
121521,"papio anubis","trichostrongylus sp."
121522,"papio anubis","trichostrongylus sp."
121523,"papio anubis neumanni","trichostrongylus sp."
121524,"papio cyanocephalus anubis","trichostrongylus sp."
121525,"papio anubis","trichuris sp."
121526,"papio cynocephalus anubis","trichuris sp."
121527,"papio anubis","trichuris sp."
121528,"papio anubis","trichuris sp."
121529,"papio anubis","trichuris sp."
121530,"papio anubis","trichuris sp."
121531,"papio anubis","trichuris sp."
121532,"papio cynocephalus anubis","trichuris sp."
121533,"papio cynocephalus anubis","trichuris sp."
121534,"papio doguera","trichuris sp."
121535,"papio doguera","trichuris trichiura"
121536,"papio cyanocephalus anubis","trichuris trichiura"
121537,"papio cynocephalus","ancylostoma sp."
121538,"papio cynocephalus","ancylostoma sp."
121539,"papio cynocephalus","bertiella sp."
121540,"papio cynocephalus","bertiella sp."
121541,"papio cynocephalus","bertiella"
121542,"papio cynocephalus","bertiella sp."
121543,"papio cynocephalus","bertiella studeri"
121544,"papio cynocephalus","cercopithifilaria kenyensis"
121545,"papio cynocephalus","enterobius brevicauda"
121546,"papio cynocephalus","enterobius brevicauda"
121547,"papio cynocephalus","enterobius sp."
121548,"papio cynocephalus","loa papionis"
121549,"papio cynocephalus","macroacanthorhynchus hirudinaceus"
121550,"papio jubilaeus","necator americanus"
121551,"papio cynocephalus","oesophagostomum bifurcum"
121552,"papio cynocephalus","oesophagostomum bifurcum"
121553,"papio cynocephalus","oesophagostomum sp."
121554,"papio cynocephalus","oesophagostomum sp."
121555,"papio cynocephalus","oesophagostomum spp."
121556,"papio cynocephalus","oxyuris sp."
121557,"papio cynocephalus","abbreviata caucasica"
121558,"papio cynocephalus","abbreviata caucasia"
121559,"papio cynocephalus","physaloptera mordens"
121560,"papio cynocephalus","physaloptera sp."
121561,"papio cynocephalus","abbreviata sp."
121562,"papio cynocephalus","abbreviata sp."
121563,"papio cynocephalus","primasubulura sp."
121576,"papio cynocephalus","schistosoma sp."
121577,"papio cynocephalus","streptopharagus baylisi"
121578,"papio cynocephalus","streptopharagus baylisi"
121579,"papio cynocephalus","streptopharagus bifurcum"
121580,"papio cynocephalus","streptopharagus pigmentatus"
121581,"papio cynocephalus","streptopharagus pigmentatus"
121582,"papio cynocephalus","streptopharagus sp."
121583,"papio cynocephalus","streptopharagus sp."
121584,"papio cynocephalus","streptopharagus sp."
121585,"papio cynocephalus","streptopharagus"
121586,"papio cynocephalus","streptopharagus sp."
121587,"papio cynocephalus","streptopharagus sp."
121590,"papio cynocephalus","strongyloides sp."
121591,"papio cynocephalus","strongyloides sp."
121592,"papio cynocephalus","strongyloides sp."
121593,"papio cynocephalus","subulura distans"
121594,"papio cynocephalus","trichostrongylus sp."
121595,"papio cynocephalus","trichostrongylus sp."
121596,"papio cynocephalus","trichostrongylus sp."
121597,"papio cynocephalus","trichuris sp."
121598,"papio cynocephalus","trichuris sp."
121599,"papio cynocephalus","trichuris sp."
121600,"papio cynocephalus","trichuris sp."
121601,"papio cynocephalus","trichuris sp."
121602,"papio cynocephalus","watsonius deschieni"
121603,"papio cynocephalus","watsonius watsoni"
121604,"papio hamadryas arabicus","ascaris sp."
121605,"papio hamadryas","enterobius sp."
121606,"papio hamadryas arabicus","enterobius vermicularis"
121607,"papio hamadryas","oesophagostomum brumpti"
121608,"papio hamadryas","physaloptera multipapillata"
121609,"papio hamadryas","hymenolepis nana"
121610,"papio hamadryas arabicus","hymenolepis nana"
121611,"papio hamadryas","schistosoma mansoni"
121624,"papio hamadryas","streptopharagus baylisi"
121625,"papio hamadryas","streptopharagus pigmentatus"
121626,"papio hamadryas","trichostrongylus colubriformis"
121627,"papio hamadryas","trichostrongylus subtilis"
121628,"papio hamadryas","trichuris sp."
121629,"papio hamadryas arabicus","trichuris sp."
121630,"papio papio","ascaris sp."
121631,"papio papio","ascaris"
121632,"papio papio","enterobius sp."
121633,"papio papio","enterobius sp."
121634,"papio papio","enterobius"
121635,"papio papio","loa loa"
121636,"papio hamadryas papio","necator sp."
121637,"papio papio","necator sp."
121638,"papio papio","oesophagostomum bifurcum"
121639,"papio papio","oesophagostomum maurum"
121640,"papio papio","oesophagostomum pachycephalum"
121641,"papio papio","oesophagostomum sp."
121642,"papio papio","physaloptera sp."
121643,"papio papio","physaloptera sp."
121644,"papio papio","physaloptera sp."
121645,"papio papio","protospirura sp."
121646,"guinea baboon","schistosoma haematobium"
121647,"papio hamadryas papio","shistosoma mansoni"
121648,"papio papio","schistosoma mansoni"
121661,"papio papio","streptopharagus sp."
121662,"papio papio","streptophargus"
121663,"papio papio","streptopharagus sp."
121664,"papio hamadryas papio","strongyloides fulleborni"
121665,"papio papio","strongyloides sp."
121666,"papio papio","strongyloides sp."
121667,"papio papio","subulura distans"
121668,"papio hamadryas papio","trichuris sp."
121669,"papio papio","trichuris sp."
121670,"papio papio","trichuris"
121671,"papio papio","trichuris sp."
121672,"papio papio","trichuris trichiura"
121673,"papio papio","watsonius watsoni"
121674,"papio papio","watsonius sp."
121675,"papio ursinus","ascaris sp."
121676,"papio ursinus","bertiella studeri"
121677,"papio ursinus","bertiella studeri"
121678,"papio ursinus","bertiella studeri"
121679,"papio cynocephalus ursinus","bertiella studeri"
121680,"papio ursinus","bertiella studeri"
121681,"papio ursinus","bertiella studeri"
121682,"papio ursinus","bertiella studeri"
121683,"papio ursinus","cercopithifilaria degraaffi"
121684,"papio porcarius","physaloptera tumefaciens"
121685,"papio cynocephalus ursinus","enterobius cf. brevicauda"
121686,"papio ursinus","enterobius brevicauda"
121687,"papio ursinus","enterobius brevicauda"
121688,"papio ursinus","enterobius cf. vermicularis"
121689,"papio ursinus","enterobius vermicularis"
121690,"papio ursinus","macroacanthorhynchus hirudinaceus"
121691,"papio ursinus","tetrapetalonema papionis"
121692,"papio ursinus","necator americanus"
121693,"papio ursinus","oesophagostomum bifurcum"
121694,"papio ursinus","oesophagostomum bifurcum"
121695,"papio cynocephalus ursinus","oesophagostomum cf. bifurcum"
121696,"papio ursinus","oesophagostomum bifurcum"
121697,"papio ursinus","oesophagostomum bifurcum"
121698,"papio ursinus","oesophagostomum"
121699,"papio ursinus","oesophagostomum sp."
121700,"papio hamadryas ursinus","oesophagostomum sp"
121701,"papio ursinus","physaloptera caucasica"
121702,"papio ursinus","abbreviata caucasica"
121703,"papio ursinus","physaloptera caucasica"
121704,"papio cynocephalus ursinus","physaloptera caucasica"
121705,"papio ursinus","abbreviata caucasica"
121706,"papio ursinus","physaloptera caucasica"
121707,"papio ursinus","physaloptera sp."
121708,"papio ursinus","abbreviata sp."
121709,"papio cynocephalus ursinus","schistosoma haematobium"
121710,"papio ursinus","schistosoma mansoni"
121711,"papio ursinus","schistosoma mansoni"
121712,"papio ursinus","schistosoma mansoni"
121725,"papio ursinus","schistosoma mattheei"
121726,"papio ursinus","schistosoma mattheei"
121727,"papio ursinus","schistosoma mattheei"
121728,"papio ursinus","schistosoma mattheei"
121729,"papio cynocephalus ursinus","schistosoma mattheei"
121730,"papio ursinus","streptopharagus armatu"
121731,"papio ursinus","streptopharagus cf. pigmentatus"
121732,"papio cynocephalus ursinus","streptopharagus pigmentatus"
121733,"papio ursinus","streptopharagus pigmentatus"
121734,"papio cynocephalus ursinus","streptopharagus pigmentatus"
121735,"papio ursinus","streptopharagus pigmentatus"
121736,"papio ursinus","streptopharagus pigmentatus"
121737,"papio ursinus","streptopharagus sp."
121738,"papio cynocephalus ursinus","strongyloides fulleborni"
121739,"papio ursinus","strongyloides fulleborni"
121740,"papio ursinus","strongyloides fulleborni"
121741,"papio ursinus","strongyloides fulleborni"
121742,"papio ursinus","strongyloides fulleborni"
121743,"papio hamadryas ursinus","strongyloides fulleborni"
121744,"papio ursinus","strongyloides fulleborni"
121745,"papio ursinus","strongyloides sp."
121746,"papio cynocephalus ursinus","strongyloides stercoralis"
121747,"papio ursinus","strongyloides stercoralis"
121748,"papio ursinus","subulura sp."
121749,"papio ursinus","taenia crocutae"
121750,"papio ursinus","ternidens deminutus"
121751,"papio cynocephalus ursinus","ternidens deminutus"
121752,"papio ursinus","ternidens deminutus"
121753,"papio ursinus","ternidens deminutus"
121754,"papio ursinus","trichostrongylus colubriformis"
121755,"papio ursinus","trichostrongylus falculatus"
121756,"papio cynocephalus ursinus","trichostrongylus cf. falculatus"
121757,"papio ursinus","trichostrongylus falculatus"
121758,"papio ursinus","trichostrongylus sp."
121759,"papio hamadryas ursinus","trichostrongylus sp."
121760,"papio ursinus","trichostrongylus sp."
121761,"papio ursinus","trichuris sp."
121762,"papio ursinus","tricuris sp."
121763,"papio hamadryas ursinus","trichuris sp."
121764,"papio ursinus","trichuris sp."
121766,"papio ursinus","trichuris trichiura"
121767,"papio cynocephalus ursinus","trichuris trichiura"
121768,"papio ursinus","trichuris trichiura"
121769,"pecari tajacu","parabronema pecariae"
121770,"pelea capreolus","cooperia yashida"
121771,"pelea capreolus","haemonchus bedfordi"
121772,"pelea capreolus","haemonchus contortus long-spicule-type"
121773,"pelea capreolus","haemonchus contortus"
121774,"pelea capreolus","haemonchus horaki"
121775,"pelea capreolus","longistrongylus curvispiculum"
121776,"pelea capreolus","longistrongylus namaquensis"
121777,"pelea capreolus","longistrongylus schrenki"
121778,"pelea capreolus","longistrongylus schrenki"
121779,"pelea capreolus","nematodirus spathiger"
121780,"pelea capreolus","nematodirus spathiger"
121781,"pelea capreolus","ostertagia"
121782,"pelea capreolus","ostertaiga triquetra"
121783,"pelea capreolus","paracooperioides peleae"
121784,"pelea capreolus","paracooperioides peleae"
121785,"pelea capreolus","ostertagia hamata"
121786,"pelea capreolus","trichostrongylus falculatus"
121787,"pelea capreolus","trichostrongylus rugatus"
121791,"perodicticus potto","paragonimus africana"
121792,"perodicticus potto","phaneropsolus perodictici"
121818,"phacochoerus aethiopicus","ascaris phacochoeri"
121819,"phacochoerus aethiopicus","ascaris phacochoeri"
121820,"phacochoerus aethiopicus","phacochoerostrongylus hylochoeri"
121821,"phacochoerus aethiopicus","cooperia hungi"
121822,"phacochoerus aethiopicus","daubneya oldi"
121823,"phacochoerus aethiopicus","echinococcus"
