vVirusNameCorrected,hHostNameFinal,WildDomInReference,DetectionMethod,DetectionQuality,Reference
Aleutian_mink_disease_virus,Mustela_lutreola,domestic,PCR,2,Manas et al. 2001
Suid_herpesvirus_1,Mustela_lutreola,domestic,Isolation,2,Christodoulou et al. 1970
Sendai_virus,Mustela_nigripes,wild,Isolation,2,Beran & Steele 1994
Encephalomyocarditis_virus,Myocastor_coypus,wild,Antibodies,0,Bollo et al. 2003
Rabies_virus,Myocastor_coypus,wild,Antibodies,0,Childs et al. 1997
Vesicular_stomatitis_Indiana_virus,Myocastor_coypus,wild,plaque reduction neutralization,1,Aguirre et al. 1992
Colorado_tick_fever_virus,Myodes_gapperi,wild,Antibodies,0,Bowen et al. 1981
Ljungan_virus,Myodes_gapperi,wild,PCR,2,Tolf C et al. 2009
Prospect_Hill_virus,Myodes_gapperi,wild,Antibodies,0,Yanagihara et al. 1987
Borna_disease_virus,Myodes_glareolus,wild,Antibodies,0,Kinnunen et al. 2007
California_encephalitis_virus,Myodes_glareolus,wild,Antibodies,0,Mitchell et al. 1993
Cowpox_virus,Myodes_glareolus,wild,PCR,2,Acha & Szyfres 2003; Chantrey et al. 1999
Encephalomyocarditis_virus,Myodes_glareolus,wild,Antibodies,0,Kaplan et al. 1980
Ljungan_virus,Myodes_glareolus,wild,Isolation,2,Niklasson et al. 1999
Louping_ill_virus,Myodes_glareolus,wild,Antibodies,0,Gilbert et al. 2000
Lymphocytic_choriomeningitis_virus,Myodes_glareolus,wild,Antibodies,0,Kaplan et al. 1980; Tagliapietra et al. 2009
Murid_herpesvirus_4,Myodes_glareolus,wild,Isolation,2,Lussier et al. 1988; Ehlers et al. 2007
Murine_pneumonia_virus,Myodes_glareolus,wild,Antibodies,0,Kaplan et al. 1980
Puumala_virus,Myodes_glareolus,wild,PCR,2,Acha & Szyfres 2003; Yanagihara et al. 1984
Sendai_virus,Myodes_glareolus,wild,Antibodies,0,Kaplan et al. 1980
Theilovirus,Myodes_glareolus,wild,Antibodies,0,Kaplan et al. 1980
Thiafora_virus,Myodes_glareolus,wild,Antibodies,0,Woessner et al. 2000
Tick-borne_encephalitis_virus,Myodes_glareolus,wild,PCR,2,Weidmann et al. 2006
Uukuniemi_virus,Myodes_glareolus,wild,Antibodies,0,Traavik et al. 1977
Puumala_virus,Myodes_regulus,wild,PCR,2,Plyusnina et al. 2008
Cowpox_virus,Myodes_rufocanus,wild,PCR,2,Tryland et al. 1998
Puumala_virus,Myodes_rufocanus,wild,Isolation,2, Yanagihara et al. 1984
Bunyamwera_virus,Myodes_rutilus,wild,Isolation,2,Calisher et al. 1986
California_encephalitis_virus,Myodes_rutilus,wild,Antibodies,0,Mitchell et al. 1993
Cowpox_virus,Myodes_rutilus,wild,PCR,2,Tryland et al. 1998
Powassan_virus,Myodes_rutilus,wild,Antibodies,0,Deardoff et al. 2013
Tick-borne_encephalitis_virus,Myodes_rutilus,wild,PCR,2,Bakhvalova et al. 2006
Zaire_ebolavirus,Myonycteris_torquata,wild,PCR,2,Leroy et al. 2004
Rabies_virus,Myotis_albescens,wild,antigen,0,Sodre et al. 2010; Sheeler-Gordon & Smith 2001
Rabies_virus,Myotis_austroriparius,wild,antigen,0,Constantine 1979
Aravan_virus,Myotis_blythii,wild,Isolation,2,Calisher et al. 2006
Issyk-Kul_virus,Myotis_blythii,wild,Isolation,2,Calisher et al. 2006; Lvov et al. 1973
Rabies_virus,Myotis_californicus,wild,PCR,2,Blanton et al. 2008
Rabies_virus,Myotis_chiloensis,wild,PCR,2,de Mattos et al. 2000
European_bat_lyssavirus_1,Myotis_dasycneme,wild,Isolation,2,Muller et al. 2004
European_bat_lyssavirus_2,Myotis_dasycneme,wild,Isolation,2,Calisher et al. 2006
European_bat_lyssavirus_1,Myotis_daubentonii,wild,Isolation,2,Muller et al. 2004
European_bat_lyssavirus_2,Myotis_daubentonii,wild,Isolation,2,Calisher et al. 2006
Nipah_virus,Myotis_daubentonii,wild,Antibodies,0,Li et al. 2008
Rabies_virus,Myotis_evotis,wild,PCR,2,Blanton et al. 2008
Rabies_virus,Myotis_grisescens,wild,PCR,2,Blanton et al. 2008
California_encephalitis_virus,Myotis_keenii,wild,Antibodies,0,Main 1979
Eastern_equine_encephalitis_virus,Myotis_keenii,wild,Antibodies,0,Main 1979
Rabies_virus,Myotis_keenii,wild,Isolation,2,Main 1979
Rabies_virus,Myotis_leibii,wild,Isolation,2,Constantine 1979
Rabies_virus,Myotis_levis,wild,Antigens,0,Martorelli et al. 2009
Eastern_equine_encephalitis_virus,Myotis_lucifugus,wild,Antibodies,0,Sulkin & Allen 1974
Montana_myotis_leukoencephalitis_virus,Myotis_lucifugus,wild,Isolation,2,Calisher et al. 2006
Rabies_virus,Myotis_lucifugus,wild,PCR,2,Blanton et al. 2008
St._Louis_encephalitis_virus,Myotis_lucifugus,wild,Antibodies,0,Herbold et al. 1983
West_Nile_virus,Myotis_lucifugus,wild,Antibodies,0,Pilipski et al. 2004
Japanese_encephalitis_virus,Myotis_macrodactylus,wild,Antibodies,0,Miura et al. 1970
European_bat_lyssavirus_1,Myotis_myotis,wild,PCR,2,Serra-Cobo et al. 2002
European_bat_lyssavirus_2,Myotis_myotis,wild,Isolation,2,Calisher et al. 2006
Japanese_encephalitis_virus,Myotis_mystacinus,wild,Antibodies,0,Miura et al. 1970
Khujand_virus,Myotis_mystacinus,wild,Isolation,2,Calisher et al. 2006
European_bat_lyssavirus_1,Myotis_nattereri,wild,PCR,2,Serra-Cobo et al. 2002
European_bat_lyssavirus_2,Myotis_nattereri,wild,Isolation,2,Calisher et al. 2006
Dengue_virus,Myotis_nigricans,wild,PCR,2,Aguilar-Setien et al. 2008
Rabies_virus,Myotis_nigricans,wild,Isolation,2,Cisterna et al. 2005
Venezuelan_equine_encephalitis_virus,Myotis_nigricans,wild,Antibodies,0,Seymour et al. 1978
Nipah_virus,Myotis_pilosus,wild,Antibodies,0,Li et al. 2008
Rabies_virus,Myotis_riparius,wild,PCR,2,da Rosa et al. 2011
California_encephalitis_virus,Myotis_septentrionalis,wild,Antibodies,0,NA
Eastern_equine_encephalitis_virus,Myotis_septentrionalis,wild,Antibodies,0,NA
Rabies_virus,Myotis_septentrionalis,wild,PCR,2,Blanton et al. 2008
West_Nile_virus,Myotis_septentrionalis,wild,Antibodies,0,Pilipski et al. 2004
Rabies_virus,Myotis_thysanodes,wild,Antibodies,0,Constantine et al. 1979
Rabies_virus,Myotis_velifer,wild,PCR,2,Blanton et al. 2008
Rabies_virus,Myotis_volans,wild,Antibodies,0, Blanton et al. 2007
Kern_Canyon_virus,Myotis_yumanensis,wild,Isolation,2,Calisher et al. 2006
Rabies_virus,Myotis_yumanensis,wild,PCR,2,Blanton et al. 2008
Human_picobirnavirus,Myrmecophaga_tridactyla,captive,PAGE,0,Haga et al. 1999
Akabane_virus,Nanger_granti,wild,Antibodies,0,Davies et al. 1985
Bluetongue_virus,Nanger_granti,wild,Antibodies,0,Williams et al. 2001
Foot-and-mouth_disease_virus,Nanger_granti,wild,Antibodies,0,Weaver et al. 2013
Vesicular_stomatitis_Indiana_virus,Nasua_narica,wild,plaque reduction neutralization,1,Tesh et al. 1969
Dengue_virus,Natalus_stramineus,wild,PCR,2,Aguilar-Setien et al. 2008
Bimiti_virus,Natalus_tumidirostris,wild,Antibodies,0,Price 1978
Ilheus_virus,Natalus_tumidirostris,wild,Antibodies,0,Price et al. 1978
Rio_Bravo_virus,Natalus_tumidirostris,wild,Antibodies,0,Price 1978
St._Louis_encephalitis_virus,Natalus_tumidirostris,wild,Antibodies,0,Price 1978
Tamana_bat_virus,Natalus_tumidirostris,wild,Antibodies,0,Price 1978
Amapari_virus,Neacomys_guianae,wild,Isolation,2,Abraham et al. 2009
Amapari_virus,Neacomys_spinosus,wild,Isolation,2,Abraham et al. 2009
Pampa_virus,Necromys_amoenus,wild,PCR,2,Lozano 1997
Andes_virus,Necromys_benefactus,wild,PCR,2,Chu et al. 2006
Oliveros_virus,Necromys_benefactus,wild,Isolation,2,Mills et al. 2007
Andes_virus,Necromys_lasiurus,wild,PCR,2,Suzuki et al. 2004
Andes_virus,Necromys_obscurus,wild,PCR,2,Levis et al. 1997
Junin_virus,Necromys_obscurus,wild,Isolation,2,Mills et al. 1991
Junin_virus,Necromys_obscurus,wild,Isolation,2,Mills et al. 1991
Oliveros_virus,Necromys_obscurus,wild,Isolation,2,Mills et al. 1996; Gonzalez et al. 2007
Andes_virus,Nectomys_squamipes,wild,Antibodies,0,Chu et al. 2003
Caraparu_virus,Nectomys_squamipes,wild,Isolation,2,Shope et al. 1988
Catu_virus,Nectomys_squamipes,wild,Isolation,2,Shope et al. 1988
Guama_virus,Nectomys_squamipes,wild,Isolation,2,Shope et al. 1988
Marituba_virus,Nectomys_squamipes,wild,Isolation,2,Shope et al. 1988
Oriboca_virus,Nectomys_squamipes,wild,Isolation,2,Shope et al. 1988
Whitewater_Arroyo_virus,Neotoma_albigula,wild,Isolation,2,Charrel & de Lamballerie 2010; Fulhorst et al. 1996
Colorado_tick_fever_virus,Neotoma_cinerea,wild,Antibodies,0,Bowen et al. 1981
Whitewater_Arroyo_virus,Neotoma_cinerea,wild,Isolation,2,Charrel & de Lamballerie 2010; Fulhorst et al. 2001
Rabies_virus,Neotoma_floridana,wild,Antibodies,0,Childs et al. 1997
Colorado_tick_fever_virus,Neotoma_fuscipes,wild,Antibodies,0,Lane et al. 1982; Emmons 1994
St._Louis_encephalitis_virus,Neotoma_fuscipes,wild,Antibodies,0,Sabattini et al. 1965
Whitewater_Arroyo_virus,Neotoma_fuscipes,wild,Antibodies,0,Bennett et al.  2000
Sin_Nombre_virus,Neotoma_lepida,wild,PCR,2,Dearing et al. 1999
Tamiami_virus,Neotoma_lepida,wild,Antibodies,0,Kosoy et al. 1996
Bear_Canyon_virus,Neotoma_macrotis,wild,Isolation,2,Cajimat et al. 2007
Pichinde_virus,Neotoma_stephensi,wild,Antibodies,0,Kosoy et al. 1996
Aleutian_mink_disease_virus,Neovison_vison,domestic,PCR,2,Manas et al. 2001
Influenza_A_virus,Neovison_vison,domestic,Isolation,2,Gagnon et al. 2009
Mink_astrovirus,Neovison_vison,domestic,PCR,2,Mittelholzer et al. 2003
Mink_calicivirus,Neovison_vison,domestic,Isolation,2,Yang et al. 2012
Mink_enteric_sapovirus,Neovison_vison,domestic,Isolation,2,Guo et al. 2001
Flexal_virus,Nephelomys_albigularis,wild,Isolation,2,Gonzalez et al. 2007
Pichinde_virus,Nephelomys_albigularis,wild,Isolation,2,Charrel & de Lamballerie 2010; Gonzalez et al. 2007; Trapido & Sanmartin 1971
Hantaan_virus,Niviventer_confucianus,wild,Isolation,2,Wang et al. 2000
Simian_foamy_virus,Nomascus_leucogenys,wild,Isolation,2,Hussain et al. 2003
Duvenhage_virus,Nyctalus_noctula,wild,Isolation,2,Calisher et al. 2006
European_bat_lyssavirus_1,Nyctalus_noctula,wild,Isolation,2,Muller et al. 2007
European_bat_lyssavirus_2,Nyctalus_noctula,wild,Isolation,2,Kuzmin & Rupprecht 1999
Influenza_A_virus,Nyctalus_noctula,wild,Isolation,2,Calisher et al. 2006
Issyk-Kul_virus,Nyctalus_noctula,wild,Isolation,2,Calisher et al. 2006; Lvov et al. 1973
Rabies_virus,Nyctalus_noctula,wild,Isolation,2,Selimov et al. 1991
Rabies_virus,Nyctereutes_procyonoides,wild,PCR,2,Kuzmin et al. 2004
Rotavirus_A,Nyctereutes_procyonoides,wild,PCR,2,Abe et al. 2010
Severe_acute_respiratory_syndrome-related_coronavirus,Nyctereutes_procyonoides,wild,Antibodies,0,Tu et al. 2004
Chobar_Gorge_virus,Nycteris_gambiensis,wild,Isolation,2,Calisher et al. 2006
Lagos_bat_virus,Nycteris_gambiensis,wild,Isolation,2,Calisher et al. 2006
Saboya_virus,Nycteris_gambiensis,wild,Isolation,2,Calisher et al. 2006
Chobar_Gorge_virus,Nycteris_nana,wild,Isolation,2,Konstantinov et al. 2006
Duvenhage_virus,Nycteris_thebaica,wild,Isolation,2,Harris et aL. 2006
Bakau_virus,Nycticebus_coucang,wild,Antibodies,0,Beran & Steele 1994
Rabies_virus,Nycticeius_humeralis,wild,PCR,2,Blanton et al. 2008
Rabies_virus,Nyctinomops_laticaudatus,wild,Isolation,2,Cunha et al. 2010
Rabies_virus,Nyctinomops_macrotis,wild,Isolation,2,Passos et al. 1998
Canine_adenovirus,Odobenus_rosmarus,wild,Antibodies,0,Philippa 2004
Influenza_A_virus,Odobenus_rosmarus,wild,Antibodies,0,Calle et al. 2002
Walrus_calicivirus,Odobenus_rosmarus,wild,Isolation,2,Ganova-Raeva et al. 2004
Bluetongue_virus,Odocoileus_hemionus,wild,Antibodies,0,Dubay et al. 2006
Bovine_viral_diarrhea_virus_1,Odocoileus_hemionus,wild,Isolation,2,Van Campen et al. 2001
Deer_adenovirus,Odocoileus_hemionus,wild,Isolation,2,Woods et al. 1996
Deer_papillomavirus,Odocoileus_hemionus,wild,Isolation,2,Lancaster & Sundberg 1982
Epizootic_hemorrhagic_disease_virus,Odocoileus_hemionus,wild,Antibodies,0,OIE Report 2006
Ovine_herpesvirus_2,Odocoileus_hemionus,wild,PCR,2,Schultheiss et al. 2007
Sindbis_virus,Odocoileus_hemionus,wild,Antibodies,0,Walters et al. 1999
Vesicular_stomatitis_Indiana_virus,Odocoileus_hemionus,wild,SNT,1,Webb et al. 1987
Alcelaphine_herpesvirus_1,Odocoileus_virginianus,wild,PCR,2,Li et al. 2005
Bluetongue_virus,Odocoileus_virginianus,wild,PCR,2,Johnson et al. 2006
Bovine_herpesvirus_1,Odocoileus_virginianus,wild,VNT,1,Ingebrigtsen et al 1986
Bovine_viral_diarrhea_virus_1,Odocoileus_virginianus,wild,PCR,2,Passler at al. 2009
Deer_adenovirus,Odocoileus_virginianus,wild,Isolation,2,Sorden et al. 2000
Deer_papillomavirus,Odocoileus_virginianus,wild,Isolation,2,Lancaster & Sundberg 1982
Epizootic_hemorrhagic_disease_virus,Odocoileus_virginianus,wild,Antibodies,0,Nol et al. 2010
Foot-and-mouth_disease_virus,Odocoileus_virginianus,wild,Isolation,2,Grubman et al. 2004
Vesicular_stomatitis_Indiana_virus,Odocoileus_virginianus,wild,Antibodies,0,Fletcher et al. 1985
West_Nile_virus,Odocoileus_virginianus,wild,Antibodies,0,Santaella et al. 2005
Allpaahuayo_virus,Oecomys_bicolor,wild,Isolation,2,Moncayo et al. 2001
Flexal_virus,Oecomys_bicolor,wild,Isolation,2,CDC ArboCat
Allpaahuayo_virus,Oecomys_paricola,wild,Isolation,2,Moncayo et al. 2001
Andes_virus,Oligoryzomys_chacoensis,wild,PCR,2,Chu et al. 2003
Andes_virus,Oligoryzomys_flavescens,wild,PCR,2,Medina et al. 2009
Junin_virus,Oligoryzomys_flavescens,wild,Isolation,2,Mills et al. 1991
Vaccinia_virus,Oligoryzomys_flavescens,wild,PRNT,1,Peres et al. 2013
Andes_virus,Oligoryzomys_fornesi,wild,Antibodies,0,Chu et al. 2003
Rio_Mamore_virus,Oligoryzomys_fornesi,wild,PCR,2,Rosa et al. 2005; Rabonei et al. 2009
Andes_virus,Oligoryzomys_fulvescens,wild,Isolation,2,Hanson et al. 2011
Sin_Nombre_virus,Oligoryzomys_fulvescens,wild,Antibodies,0,Bayard et al. 2004
Andes_virus,Oligoryzomys_longicaudatus,wild,PCR,2,Medina et al. 2009
Guanarito_virus,Oligoryzomys_longicaudatus,wild,Isolation,2,Gonzalez et al. 2007
Laguna_Negra_virus,Oligoryzomys_microtis,wild,PCR,2,Carrol et al. 2005
Rio_Mamore_virus,Oligoryzomys_microtis,wild,Isolation,2,Bharadwaj et al. 1997
Andes_virus,Oligoryzomys_nigripes,wild,PCR,2,Padula et al. 2007
Human_picobirnavirus,Oligoryzomys_nigripes,wild,PAGE,0,Periera et al. 1988
St._Louis_encephalitis_virus,Oligoryzomys_nigripes,wild,Isolation,2,Sabattini et al. 1965
Vaccinia_virus,Oligoryzomys_nigripes,wild,PRNT,1,Peres et al. 2013
Omsk_hemorrhagic_fever_virus,Ondatra_zibethicus,domestic,Isolation,2,Calisher et al. 2006
Puumala_virus,Ondatra_zibethicus,wild,PCR,2,Vahlenkamp et al. 1998
Whitewater_Arroyo_virus,Onychomys_leucogaster,wild,Antibodies,0,Milazzo et al. 2010
Modoc_virus,Onychomys_torridus,wild,Antibodies,0,Hardy et al. 1974
St._Louis_encephalitis_virus,Onychomys_torridus,wild,Antibodies,0,Hardy et al. 1974
St._Louis_encephalitis_virus,Orcinus_orca,wild,Isolation,2,Buck et al. 1993
Bluetongue_virus,Oreamnos_americanus,wild,Antibodies,0,Williams et al. 2001
Bovine_viral_diarrhea_virus_1,Oreamnos_americanus,wild,Isolation,2,Nelson et al. 2008
Bovine_viral_diarrhea_virus_2,Oreamnos_americanus,domestic,PCR,2,Nelson et al. 2008
Borna_disease_virus,Oryctolagus_cuniculus,domestic,PCR,2,Zhang et al. 2014
Lapine_parvovirus,Oryctolagus_cuniculus,captive,Isolation,2,Metcalf et al. 1989
Myxoma_virus,Oryctolagus_cuniculus,domestic,PCR,2,Merchant et al. 2003
Rabbit_coronavirus,Oryctolagus_cuniculus,domestic,Isolation,2,Small et al. 1987
Rabbit_fibroma_virus,Oryctolagus_cuniculus,domestic,Isolation,2,Raflo et al. 1973
Rabbit_hemorrhagic_disease_virus,Oryctolagus_cuniculus,wild,PCR,2,Merchan et al. 2011
Rabbit_oral_papillomavirus,Oryctolagus_cuniculus,domestic,PCR,2,Munday et al. 2007
Trubanaman_virus,Oryctolagus_cuniculus,wild,Antibodies,0,Johansen et al. 2005
Alcelaphine_herpesvirus_2,Oryx_beisa,wild,Antibodies,0,Reid et al. 1973
Bluetongue_virus,Oryx_beisa,wild,IFA,0,Davies & Walker 1974
Bluetongue_virus,Oryx_gazella,wild,Antibodies,0,Bender et al. 2003
Bovine_viral_diarrhea_virus_1,Oryx_gazella,wild,SNT,1,Hamblin & Hedger 1979
Crimean-Congo_hemorrhagic_fever_virus,Oryx_gazella,wild,Antibodies,0,Shepherd et al. 1987
Foot-and-mouth_disease_virus,Oryx_gazella,wild,Antibodies,0,Weaver et al. 2013
Ovine_herpesvirus_2,Oryx_gazella,wild,ELISA,0,Bender et al. 2003
Bluetongue_virus,Oryx_leucoryx,wild,Antibodies,0,Frolich et al. 2005
Bovine_adenovirus_B,Oryx_leucoryx,wild,Antibodies,0,Frolich et al. 2005
Bovine_respiratory_syncytial_virus,Oryx_leucoryx,wild,Antibodies,0,Frolich et al. 2005
Bovine_viral_diarrhea_virus_1,Oryx_leucoryx,wild,Antibodies,0,Frolich et al. 2005
Cervid_herpesvirus_1,Oryx_leucoryx,wild,Antibodies,0,Frolich et al. 2005
Epizootic_hemorrhagic_disease_virus,Oryx_leucoryx,wild,Antibodies,0,Frolich et al. 2005
Equid_herpesvirus_9,Oryx_leucoryx,wild,Antibodies,0,Frolich et al. 2005
Foot-and-mouth_disease_virus,Oryx_leucoryx,wild,Antibodies,0,Frolich et al. 2005
Amapari_virus,Oryzomys_couesi,wild,Antibodies,0,Milazzo et al. 2010
Whitewater_Arroyo_virus,Oryzomys_couesi,wild,Antibodies,0,Milazzo et al. 2010
Amapari_virus,Oryzomys_palustris,wild,Antibodies,0,Milazzo et al. 2010
Bayou_virus,Oryzomys_palustris,wild,Isolation,2,Ksiazek et al. 1997
St._Louis_encephalitis_virus,Oryzomys_palustris,wild,Antibodies,0,Day et al. 1996
Whitewater_Arroyo_virus,Oryzomys_palustris,wild,Antibodies,0,Milazzo et al. 2010
Rabies_virus,Otocyon_megalotis,wild,PCR,2,Lembo et al. 2008
Bluetongue_virus,Otomys_irroratus,wild,Isolation,2,Howerth et al. 2001
Arumowot_virus,Otomys_tropicalis,wild,isolation,2,Johnson et al. 1977
Bunyamwera_virus,Otomys_tropicalis,wild,Antibodies,0,Henderson et al. 1972
Witwatersrand_virus,Otomys_tropicalis,wild,Antibodies,0,Henderson et al. 1972
Bluetongue_virus,Ourebia_ourebi,wild,Antibodies,0,Williams et al. 2001
Orf_virus,Ovibos_moschatus,wild,PCR,2,Vikoren et al. 2008
Ovine_herpesvirus_2,Ovibos_moschatus,wild,ELISA,0,Zarnke et al 2002
Akabane_virus,Ovis_aries,domestic,Antibodies,0,Davies et al. 1985
Alcelaphine_herpesvirus_1,Ovis_aries,domestic,PCR,2,Li et al. 1995
Bhanja_virus,Ovis_aries,domestic,Antibodies,0,Hubalek 2009
Bluetongue_virus,Ovis_aries,domestic,Antibodies,0,Allepuz et al. 2010
Border_disease_virus,Ovis_aries,domestic,PCR,2,Valdazo-Gonzalez et al. 2007
Borna_disease_virus,Ovis_aries,domestic,PCR,2,Vahlenkamp et al. 2002
Bovine_herpesvirus_1,Ovis_aries,domestic,PCR,2,Kalman & Egyed 2005
Bovine_herpesvirus_2,Ovis_aries,domestic,PCR,2,Kalman & Egyed 2005
Bovine_herpesvirus_4,Ovis_aries,domestic,PCR,2,Kalman & Egyed 2005
Bovine_respiratory_syncytial_virus,Ovis_aries,domestic,Antibodies,0,Karesh et al. 1998
Bovine_viral_diarrhea_virus_1,Ovis_aries,domestic,PCR,2,Pratelli et al. 2001
Bovine_viral_diarrhea_virus_2,Ovis_aries,domestic,PCR,2,Pratelli et al. 2001
Bunyamwera_virus,Ovis_aries,domestic,Antibodies,0,Tauro et al. 2009
Caprine_arthritis_encephalitis_virus,Ovis_aries,domestic,PCR,2,Leroux et al. 2010
Colorado_tick_fever_virus,Ovis_aries,domestic,Antibodies,0,Emmons 1994
Crimean-Congo_hemorrhagic_fever_virus,Ovis_aries,domestic,Antibodies,0,Taylor et al. 2001
Dera_Ghazi_Khan_virus,Ovis_aries,domestic,Antibodies,0,Darwish et al. 1983
Dugbe_virus,Ovis_aries,domestic,Antibodies,0,Davies 1978
Foot-and-mouth_disease_virus,Ovis_aries,domestic,Isolation,2,Ghoneim et al. 2010
Gan_Gan_virus,Ovis_aries,domestic,Antibodies,0,Vale et al. 1991
Hepatitis_E_virus,Ovis_aries,domestic,Antibodies,0,Meng et al.
Ife_virus,Ovis_aries,domestic,Antibodies,0,Ezefeika et al. 1989
Jaagsiekte_sheep_retrovirus,Ovis_aries,domestic,Isolation,2,York et al. 1992
Louping_ill_virus,Ovis_aries,domestic,Isolation,2,Gao et al 1993
Middelburg_virus,Ovis_aries,domestic,Antibodies,0,Jupp et al. 1998
Orf_virus,Ovis_aries,domestic,PCR,2,Vikoren et al. 2008
Orungo_virus,Ovis_aries,domestic,Antibodies,0,Brown et al. 1991
Ovine_adenovirus_D,Ovis_aries,domestic,Isolation,2,Belak et al. 1980
Ovine_astrovirus,Ovis_aries,domestic,Isolation,2,Herring et al. 1981
Ovine_herpesvirus_2,Ovis_aries,domestic,PCR,2,Baxter et al. 1996
Ovine_papillomavirus_1,Ovis_aries,domestic,Isolation,2,Trenfield et al. 1990
Palyam_virus,Ovis_aries,domestic,PCR,2,Aradaib et al. 2009
Peste-des-petits-ruminants_virus,Ovis_aries,domestic,Isolation,2,Taylor & Abegunde 1979
Rabies_virus,Ovis_aries,domestic,Direct Fluorescent Antibody Testing,0,Lembo et al. 2008
Rift_Valley_fever_virus,Ovis_aries,domestic,PCR,2,Andriamandimby et al. 2010
Rinderpest_virus,Ovis_aries,domestic,PCR,2,Rossiter et al. 1989
Rotavirus_B,Ovis_aries,wild,Antibodies,0,Wani et al. 2004
Salehabad_virus,Ovis_aries,domestic,Antibodies,0,CDC Arbocat
Sheeppox_virus,Ovis_aries,domestic,PCR,2,Mangana-Vougiouka et al. 2000
Suid_herpesvirus_1,Ovis_aries,domestic,"Cell culture, PCR",2,Salwa 2004
Thiafora_virus,Ovis_aries,domestic,Antibodies,0,Chastel 1989
Thogoto_virus,Ovis_aries,domestic,Isolation,2,Jones et al. 1987
Torque_Teno_virus,Ovis_aries,domestic,PCR,2,Leary et al. 1999
Trubanaman_virus,Ovis_aries,domestic,Antibodies,0,Johansen et al. 2005
Visna/maedi_virus,Ovis_aries,domestic,PCR,2,Cortez-Romero et al. 2010
Wad_Medani_virus,Ovis_aries,domestic,Antibodies,0,Darwish et al. 1983
Wesselsbron_virus,Ovis_aries,domestic,Antibodies,0,Baba et al. 1994
Bluetongue_virus,Ovis_canadensis,wild,Isolation,2,Noon et al. 2002
Bovine_viral_diarrhea_virus_1,Ovis_canadensis,wild,SNT,1,Parks & England 1974
Epizootic_hemorrhagic_disease_virus,Ovis_canadensis,wild,Isolation,2,Noon et al. 2002
Ovine_adenovirus_A,Ovis_canadensis,wild,Antibodies,0,Williams et al. 2001
Vesicular_stomatitis_Indiana_virus,Ovis_canadensis,wild,plaque reduction neutralization,1,Trainer & Hanson 1969
California_encephalitis_virus,Ovis_dalli,wild,Antibodies,0,Walters et al. 1999
Ovine_herpesvirus_2,Ovis_dalli,wild,PCR,2,Zarnke et al 2002
Sindbis_virus,Ovis_dalli,wild,Antibodies,0,Walters et al. 1999
Bluetongue_virus,Ovis_orientalis,domestic,Antibodies,0,Noon et al. 2002
Junin_virus,Oxymycterus_rufus,wild,antigen,0,Mills et al. 1991
Bovine_parainfluenza_virus_3,Ozotoceros_bezoarticus,wild,Antibodies,0,Uhart et al. 2003
