hHostNameFinal,hOrder,hFamily,hGenus,hSpecies,hMarOTerr,hWildDomFAO,hAllZACites,hDiseaseZACites,hHuntedIUCN,hArtfclHbttUsrIUCN,IUCN_Species_ID,Authority,Synonyms,Common_names_Eng,Common_names_Fre,Common.names_Spa,RedList_status,RedList_criteria,RedList_criteria_version,Year_assessed,Population_trend,Petitioned,hMassGrams,S,S20,S40,S50,S80,S100,AreaHost,Area.crop,crop.perc,Area.pasture,pasture.perc,Area.urban,urban.perc,popc_1970AD,popc_1980AD,popc_1990AD,popc_2000AD,popc_2005AD,rurc_1970AD,rurc_1980AD,rurc_1990AD,rurc_2000AD,rurc_2005AD,urbc_1970AD,urbc_1980AD,urbc_1990AD,urbc_2000AD,urbc_2005AD,p_crop1970,p_grass1970,p_uopp1970,p_crop1980,p_grass1980,p_uopp1980,p_crop1990,p_grass1990,p_uopp1990,p_crop2000,p_grass2000,p_uopp2000,p_crop2005,p_grass2005,p_uopp2005,hContinents,DOMYearBP,domestic_category
Philantomba_monticola,CETARTIODACTYLA,BOVIDAE,Philantomba,monticola,Terrestrial,wild,18,2,0,1,4143,"(Thunberg, 1789)",Cephalophus monticola,Blue Duiker,C_phalophe Bleu,Duiquero Azul,LC,NA,3.1,2008,stable,N,4896.05,757,195,92,59,20,1,6.41e+12,2.24e+11,3.489458766,1.19e+12,18.48284356,6366629376,0.099263617,76868537.78,102253854.2,140866072.2,186670375.8,215229448.2,61705923.91,78863349.85,104555791.9,130611291.8,146490990.2,15162613.97,23390505.48,36310278.3,56059083.25,68738459.06,5.761733198,16.71553842,0.032459485,6.217140466,16.85852394,0.048054312,6.66901388,16.97732127,0.07398804,6.030458205,17.30806535,0.113960237,6.306628148,17.3865516,0.139228716,NA,NA,NA
Philetor_brachypterus,CHIROPTERA,VESPERTILIONIDAE,Philetor,brachypterus,Terrestrial,wild,9,3,0,1,16981,"(Temminck, 1840)",Vespertilio brachypterus,"Rohu's Bat, Short-winged Pipistrelle",NA,NA,LC,NA,3.1,2008,unknown,N,12,819,121,37,25,7,1,1.33e+12,98590626511,7.436312152,19170358949,1.445946558,2228080094,0.168055525,26323365.04,33125075.52,40850418.13,50996034.7,55540788.17,21469677.11,25245945.34,27672977.42,29281444.94,29106494.52,4853687.85,7879129.721,13177440.87,21714589.7,26434293.66,5.921417115,4.067828566,0.058575862,6.429334891,4.014454042,0.095489721,8.569383578,4.414017563,0.156663478,10.11007952,3.578955977,0.265224322,10.45604232,3.586008058,0.322815872,NA,NA,NA
Phoca_vitulina,CARNIVORA,PHOCIDAE,Phoca,vitulina,Marine,wild,2123,422,1,0,17013,"Linnaeus, 1758",NA,"Common Seal, Harbor Seal, Harbour Seal",PHOQUE VEAU-MARIN,FOCA MOTEADA,LC,NA,3.1,2008,stable,N,87316.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phocoena_phocoena,CETARTIODACTYLA,PHOCOENIDAE,Phocoena,phocoena,Marine,wild,1140,143,0,0,17027,"(Linnaeus, 1758)",Phocoena relicta  |Phocoena relicta,"Common Porpoise, Harbour Porpoise",Marsouin Commun,"Marsopa Com_n, Marsopa Com_n",LC,NA,3.1,2008,unknown,N,52730.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phocoena_spinipinnis,CETARTIODACTYLA,PHOCOENIDAE,Phocoena,spinipinnis,Marine,wild,56,19,0,0,17029,"Burmeister, 1865",NA,"Black Porpoise, Burmeister's Porpoise",Marsouin De Burmeister,Marsopa Espinosa,DD,NA,3.1,2012,unknown,N,59999.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phocoenoides_dalli,CETARTIODACTYLA,PHOCOENIDAE,Phocoenoides,dalli,Marine,wild,160,16,1,0,17032,"(True, 1885)",Phocoenoides truei,Dall's Porpoise,Marsouin De Dall,Marsopa De Dall,LC,NA,3.1,2012,unknown,N,106042.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phyllostomus_discolor,CHIROPTERA,PHYLLOSTOMIDAE,Phyllostomus,discolor,Terrestrial,wild,111,13,0,1,17216,"Wagner, 1843",NA,Pale Spear-nosed Bat,NA,NA,LC,NA,3.1,2008,stable,N,36.7,1098,202,135,115,66,1,1.26e+13,4.26e+11,3.390868393,2.46e+12,19.5405324,39416192253,0.313421417,139280839.2,181020060.5,225725180.2,269432835.5,290042303.3,65179796.81,67615076.44,69340180.72,68221217.88,66242432.48,74101041.87,113404985,156384999.6,201211616.5,223799870.3,4.421726573,17.07336202,0.082881388,5.358681619,18.81588732,0.125683156,5.722125307,20.07363184,0.172887754,5.769156541,21.09166594,0.224590303,5.764960833,21.08215363,0.252066487,NA,NA,NA
Phyllostomus_hastatus,CHIROPTERA,PHYLLOSTOMIDAE,Phyllostomus,hastatus,Terrestrial,wild,148,31,0,1,17218,"(Pallas, 1767)",NA,Greater Spear-nosed Bat,NA,NA,LC,NA,3.1,2008,stable,N,91.44,1087,202,137,117,66,1,1.27e+13,4.04e+11,3.179936105,2.52e+12,19.82815275,40559545329,0.319155395,131595735.5,170575384.9,212675188.3,252527291.9,271264804,60145062.51,61010514.34,61324792.13,58950857.52,56124919.27,71450672.41,109564871.6,151350395.9,193576432.7,215139884.2,4.075608766,17.5077456,0.078159086,4.985671366,19.28590634,0.119240337,5.351488321,20.53835734,0.164497174,5.539283881,21.48259723,0.212911695,5.534940687,21.48229982,0.238840668,NA,NA,NA
Phyllotis_darwini,RODENTIA,CRICETIDAE,Phyllotis,darwini,Terrestrial,wild,133,13,0,0,17224,"(Waterhouse, 1837)",NA,Darwin's Leaf-eared Mouse,NA,NA,LC,NA,3.1,2008,stable,N,50.82,48,30,24,23,9,1,1.31e+11,9170618439,7.006034133,36607547715,27.96689498,1402161710,1.071202846,6304095.102,7449956.333,8894490.857,10458201.63,11042358.83,1553423.489,1355934.177,1421668.366,1365142.737,1242449.381,4750671.662,6094022.075,7472822.594,9093058.795,9799909.445,14.03568747,28.22574038,0.393165007,14.15354,32.88279396,0.526515204,10.97956919,33.67893376,0.680613959,8.230460489,34.69234459,0.881534564,8.197230575,34.6723453,0.983733582,NA,NA,NA
Physeter_macrocephalus,CETARTIODACTYLA,PHYSETERIDAE,Physeter,macrocephalus,Marine,wild,2,1,0,0,41755,"Linnaeus, 1758",Physeter catodon  |Physeter catodon  |Physeter catodon,"Cachelot, Pot Whale, Spermacet Whale, Sperm Whale",Cachalot,"Ballena Esperma, Ballena Esperma, Cachalote, Cachalote",VU,A1d,3.1,2008,unknown,N,14540959.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pipistrellus_abramus,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,abramus,Terrestrial,wild,119,3,0,1,17320,"(Temminck, 1838)",Vespertilio irretilus  |Vespertilio pumiloides  |Vspertilio akokomuli,"Japanese Pipistrelle, Japanese Pipistrelle",NA,NA,LC,NA,3.1,2008,stable,N,5.87,535,100,58,39,11,1,3.85e+12,7.48e+11,19.41355974,5.85e+11,15.18615524,67928032432,1.762643009,845088783.6,1007175621,1151731600,1267592244,1306345233,648389734.9,740217834.4,762910326.4,747418646.4,719847212.6,196699045.8,266957784,388821283.3,520173601.5,586498021.7,24.41063596,12.96544623,0.546400794,23.84455865,15.84561258,0.718872545,28.90844435,17.72939305,1.005065971,28.23375198,21.04881236,1.310145137,29.63160477,20.96553273,1.462111275,NA,NA,NA
Pipistrellus_ceylonicus,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,ceylonicus,Terrestrial,wild,35,5,0,1,17332,"(Kelaart, 1852)",Pipistrellus ceylonicus subspecies chrysothrix|Pipistrellus ceylonicus subspecies subcanus|Pipistrellus chrysothrix  |Scotophilus ceylonicus  |Vesperugo indicus,Kelaart's Pipistrelle,NA,NA,LC,NA,3.1,2008,stable,N,8.05,535,77,59,54,25,1,2.3e+12,9.79e+11,42.54657818,1.06e+11,4.599832762,20466052339,0.889453242,416857896.2,517994773.6,644236722.6,783738791,847984065,342754659.4,406298804.8,484685900.4,566050414.5,600670150.9,74103237.63,111695968.2,159550816.6,217688383.4,247313909.8,48.96664702,3.866361052,0.213302982,49.81014475,4.034163322,0.313078412,50.71555749,4.095891511,0.439268482,48.868765,4.621291219,0.585896707,48.97752835,4.548270381,0.66066634,NA,NA,NA
Pipistrellus_hesperus,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,hesperus,Terrestrial,wild,69,10,0,0,17341,"H. Allen, 1864",NA,Western Pipistrelle,NA,NA,LC,NA,3.1,2008,stable,N,3.56,460,90,55,40,22,1,2.66e+12,1.51e+11,5.661719442,1.21e+12,45.53174767,21089964047,0.79162968,44035901.65,55300686.87,70028095.06,81026230.79,85285649.29,14953597.3,17305644.91,19507468.89,19740608.37,19247802.91,29082303.81,37995041.6,50520626.63,61285621.86,66037845.96,6.978417386,45.94374006,0.418358274,7.345899273,45.18653204,0.55867502,7.68006062,45.92517524,0.7885737,7.650116149,45.48800959,1.042046357,7.629090888,45.66014845,1.168896277,NA,NA,NA
Pipistrellus_kuhlii,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,kuhlii,Terrestrial,wild,156,9,0,1,17314,"(Kuhl, 1817)",NA,Kuhl's Pipistrelle,Pipistrelle De Kuhl,Murci_lago De Borde Claro,LC,NA,3.1,2008,unknown,N,6.07,524,62,18,8,3,1,1.07e+13,1.49e+12,13.89218715,2.07e+12,19.22282043,77913869617,0.725022958,411366794.7,486161329,572697717.3,649988455.1,687255995.7,204819725,220109088.4,240867746.8,264604500.6,274734106.1,206547069.3,266052240.8,331829972.3,385383943.3,412521887.5,20.3009839,28.90718162,0.331709866,20.00321252,29.21805643,0.427631237,20.26013835,32.15541616,0.529748058,19.28595841,33.31476788,0.617146903,19.20873671,31.75851979,0.662760489,NA,NA,NA
Pipistrellus_nathusii,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,nathusii,Terrestrial,wild,317,8,0,1,17316,"(Keyserling & Blasius, 1839)",NA,Nathusius' Pipistrelle,Pipistrelle De Nathusius,Murci_lago De Nathusius,LC,NA,3.1,2008,unknown,N,7.44,252,82,60,47,22,1,5.88e+12,1.8e+12,30.69688337,9.39e+11,15.96774393,1.16e+11,1.96584162,548451765.2,577795477.5,601138433.3,607598762.7,606283748.8,204913158.3,187194995.2,180395249.8,177633357.3,173991029.3,343538608.9,390600482.3,420743183.9,429965414.1,432292724.4,42.9424092,18.70789588,1.148163093,41.73281051,18.70035859,1.409658751,40.63670326,18.66255302,1.645221816,36.29975752,19.32083879,1.861433462,35.16846211,19.2283916,1.977003311,NA,NA,NA
Pipistrellus_pipistrellus,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,pipistrellus,Terrestrial,wild,818,83,0,1,17317,"(Schreber, 1774)",NA,Common Pipistrelle,Pipistrelle Commune,Murci_lago Enano,LC,NA,3.1,2008,stable,N,5.3,806,77,35,18,5,1,1.15e+13,2.7e+12,23.49936565,2.62e+12,22.8036956,1.81e+11,1.570419357,1180299028,1349052446,1509480463,1641272353,1687040771,702076302.5,766641818.9,791004666.6,796231015.4,777819108.3,478222721.4,582410622.9,718475804,845041343.6,909221670.3,32.85727211,22.89067876,0.710499053,32.22796989,23.75577831,0.895848973,33.23014853,24.55799611,1.105423552,31.1813747,26.31556362,1.313947198,31.05612857,25.05610582,1.426852332,NA,NA,NA
Pipistrellus_subflavus,CHIROPTERA,VESPERTILIONIDAE,Pipistrellus,subflavus,Terrestrial,wild,205,18,0,1,17366,"(F. Cuvier, 1832)",NA,Eastern Pipistrelle,NA,NA,LC,NA,3.1,2008,stable,N,5.74,439,69,42,35,18,1,4.27e+12,1.05e+12,24.56150206,5.87e+11,13.72967666,69739849684,1.632280756,176256939.7,194182344.7,213883365.5,237850823.2,250560045.6,50749897.24,54692978.61,56356829.81,54001256.38,52781907.7,125507042.1,139489365.6,157526535.8,183849566.8,197778137,38.45147393,18.29468134,1.451085895,37.58845578,18.0519031,1.718726959,35.62216607,18.79422563,2.095602654,28.79556063,20.25031545,2.67180386,28.67742831,20.30751334,3.024809423,NA,NA,NA
Pithecia_monachus,PRIMATES,PITHECIIDAE,Pithecia,monachus,Terrestrial,wild,19,3,1,0,39985,"(_. Geoffroy, 1812)",NA,"Geoffroy's Monk Saki, Miller's Monk Saki",NA,Parahuaco Com_n O Negro,LC,NA,3.1,2008,unknown,N,2109.55,339,219,189,176,145,65,8.11e+11,610131848.4,0.075213492,2096927591,0.258496984,282222430.6,0.034790733,619560.1785,942097.5402,1346869.02,1783808.169,1902181.846,335514.7244,405626.7226,468577.0082,544179.5019,545354.4205,284045.5534,536471.3,878292.0122,1239628.675,1356827.434,0.944775592,1.498300501,0.003069376,1.302775262,1.589875141,0.005905666,1.386902475,1.695826516,0.009691465,0.670159351,1.660497892,0.014225866,0.632961832,1.630674924,0.016043131,NA,NA,NA
Pithecia_pithecia,PRIMATES,PITHECIIDAE,Pithecia,pithecia,Terrestrial,wild,93,13,0,0,41569,"(Linnaeus, 1766)",NA,"Golden-faced Saki, Guianan Saki, White-faced Saki",NA,"Mono Viudo, Parauac_",LC,NA,3.1,2008,stable,N,1667.19,309,209,184,173,149,1,1.11e+12,1725389827,0.155098191,19293425004,1.734318386,616154728.9,0.055387184,1973621.022,2517494.352,3234964.298,4133303.082,4385220.538,885281.3526,958518.5744,972283.1047,1006934.534,966782.2406,1088339.1,1558976.566,2262681.276,3126368.052,3418437.875,0.662303051,2.123782865,0.036410739,0.892607747,2.450447941,0.045052482,0.976823791,2.562781615,0.05414944,0.7606414,2.634044724,0.06600942,0.768599355,2.641602676,0.069827649,NA,NA,NA
Platyrrhinus_helleri,CHIROPTERA,PHYLLOSTOMIDAE,Platyrrhinus,helleri,Terrestrial,wild,11,2,0,1,17570,"(Peters, 1866)",NA,Heller's Broad-nosed Bat,NA,NA,LC,NA,3.1,2008,stable,N,13.44,1155,207,138,118,63,1,1.14e+13,3.54e+11,3.106100912,2.2e+12,19.28272888,33252848493,0.29194518,104935660.5,138133184,173776182.9,210662971.6,226669830.9,49974895.36,53473545.59,56120451.27,57062478.9,56255222.06,54960764.81,84659638.87,117655732,153600491.6,170414608.3,3.542700542,16.49175057,0.062830544,4.225308146,18.05153275,0.096689015,4.600125592,19.2599997,0.134564924,5.121554686,19.96456834,0.177922337,5.084545883,19.94983663,0.199380457,NA,NA,NA
Platyrrhinus_lineatus,CHIROPTERA,PHYLLOSTOMIDAE,Platyrrhinus,lineatus,Terrestrial,wild,31,3,0,0,17565,"(_. Geoffroy, 1810)",NA,"White-lined Bat, White-lined Broad-nosed Bat",St_noderme Pseudo-vampire,Murci_lago De Estrias Blancas,LC,NA,3.1,2008,stable,N,24.34,872,172,114,94,39,1,5.84e+12,4.36e+11,7.472759498,2.21e+12,37.83392105,41321724365,0.707606209,109700996.6,137185807.6,167191081.4,194135828,208167850.5,49566403.14,47569486.33,45994845.52,41966658.41,39318841.05,60134593.49,89616320.56,121196236.9,152169170.1,168849010.8,7.759634005,32.22358921,0.149153577,9.578998971,35.34631391,0.222115302,10.2588237,38.18153145,0.301930816,11.94929039,39.98776292,0.38360894,12.27557843,40.12451845,0.430035807,NA,NA,NA
Plecotus_auritus,CHIROPTERA,VESPERTILIONIDAE,Plecotus,auritus,Terrestrial,wild,649,52,0,1,17596,"Linnaeus, 1758",NA,"Brown Big-eared Bat, Brown Long-eared Bat","Oreillard Brun, Oreillard Roux",Orejudo Dorado,LC,NA,3.1,2008,stable,N,8.19,251,81,58,47,20,1,6.52e+12,1.91e+12,29.35029504,9.74e+11,14.93181939,1.13e+11,1.732355486,553691003.3,583326403.5,606230916,613521553,613569286.1,209919064.4,192222849.4,185006385.9,181883389.1,178252691.9,343771940.3,391103553.8,421224531.9,431638171.5,435316599.1,39.95481106,18.05714631,1.041073438,38.91759238,18.03368201,1.277558901,37.93397715,17.96349437,1.490151581,34.12470899,18.43235529,1.688846829,33.15202201,18.27787194,1.798004307,NA,NA,NA
Pongo_abelii,PRIMATES,HOMINIDAE,Pongo,abelii,Terrestrial,wild,198,26,1,0,39780,"Lesson, 1827",NA,Sumatran Orangutan,Orang-outan De Sumatra,NA,CR,A2cd,3.1,2008,decreasing,N,39696.12,166,150,149,146,123,1,7958669824,1796549798,22.57349328,20207936.56,0.25391098,26018408.87,0.326919064,38397.0912,48644.77308,61362.35953,69598.37014,73661.34776,38397.0912,48644.77308,61362.35953,69598.37014,73661.34776,0,0,0,0,0,4.258228442,2.428050062,0,4.387154464,2.328319054,0,6.750882751,2.573463612,0,10.9412523,1.923191327,0,11.92231646,1.929657228,0,NA,NA,NA
Pongo_pygmaeus,PRIMATES,HOMINIDAE,Pongo,pygmaeus,Terrestrial,wild,1544,170,1,0,17975,"(Linnaeus, 1760)",NA,Bornean Orangutan,Orang-outan De Born_o,Orang-ut_n,EN,A2cd+3cd+4cd,3.1,2008,decreasing,N,53408.29,221,142,122,117,106,1,1.28e+11,18772850212,14.61160984,885579673.5,0.689279692,146388528.3,0.113939652,205271.1439,293890.7951,427405.5074,541238.8985,579772.1896,205271.1439,293890.7951,421694.4771,518522.459,549196.1398,0,0,5711,22716.43945,30576.0498,1.370845983,3.571345396,0,1.650456865,3.444851402,0,3.12964871,3.812783339,0.000399801,6.772464468,2.878574868,0.001586001,7.186819166,2.888284489,0.003141584,NA,NA,NA
Potamochoerus_porcus,CETARTIODACTYLA,SUIDAE,Potamochoerus,porcus,Terrestrial,wild,87,16,1,1,41771,"(Linnaeus, 1758)",NA,Red River Hog,Potamochère D' Afrique,NA,LC,NA,3.1,2008,decreasing,N,70000.31,637,188,107,74,22,1,5.03e+12,3.55e+11,7.048426887,4.37e+11,8.686251013,8104256876,0.161103375,82261046.64,108480002.3,146415419.8,196001758.3,223729905.3,62394856.44,76796902.9,96705907.71,119005393.1,129314776.3,19866194.85,31683102.17,49709511.1,76996366.87,94415129.08,7.877642228,17.77153422,0.050114566,8.485224574,17.69644515,0.077098863,9.127883225,18.01030378,0.118771071,8.741038971,18.41675771,0.183170073,9.30804254,18.47422489,0.225241584,NA,NA,NA
Potos_flavus,CARNIVORA,PROCYONIDAE,Potos,flavus,Terrestrial,wild,98,20,1,0,41679,"(Schreber, 1774)",NA,Kinkajou,NA,"Chosna, Cusu, Martilla, Mico De Noche, Mico Le_n, Mono Michi, Perro De Monte",LC,NA,3.1,2008,decreasing,N,2441.81,1187,205,134,112,63,1,1.28e+13,4.91e+11,3.843951638,2.43e+12,19.00879609,34675069082,0.271526894,133437954.8,172508945.2,215041991.8,258706038,278379772.3,64535678.95,67363229.29,69464221.87,69100784.17,67197814.55,68902275.56,105145716.7,145577769.5,189605252.7,211181957.4,4.601115637,16.77167652,0.076192101,5.513020773,18.44721804,0.115562955,5.899153576,19.65228861,0.160322527,6.080531187,20.60936855,0.21134134,6.078013798,20.60436057,0.237324679,NA,NA,NA
Praomys_jacksoni,RODENTIA,MURIDAE,Praomys,jacksoni,Terrestrial,wild,47,11,0,1,18115,"(de Winton, 1897)",Praomys montis  |Praomys peromyscus,"Jackson's Praomys, Jackson's Soft-furred Mouse",NA,NA,LC,NA,3.1,2008,stable,N,39.01,639,188,105,82,30,2,3.77e+12,1.37e+11,3.64185116,3.33e+11,8.848618798,3708808850,0.098406129,44432871.96,60119625.06,82344306.13,108467282.3,126701485.9,35689369.68,46925414.47,62780057.33,79128601.4,90189747.81,8743501.483,13194210.61,19564247.19,29338682.76,36511731.72,5.035647771,13.04554285,0.029999202,5.570171537,13.03995436,0.044645339,6.007171374,13.11063679,0.066108683,6.071601589,13.20038401,0.097589005,6.37054365,13.23414191,0.121308444,NA,NA,NA
Presbytis_melalophos,PRIMATES,CERCOPITHECIDAE,Presbytis,melalophos,Terrestrial,wild,46,11,1,1,18129,"(Raffles, 1821)",Presbytis aurata  |Presbytis batuanus  |Presbytis ferrugineus  |Presbytis flavimanus  |Presbytis fluviatilis  |Presbytis fusco-murina  |Presbytis margae  |Presbytis nobilis,"Mitred Leaf Monkey, Sumatran Surili",Semnopithèque M_lalophe,Langur De Cresta,EN,A2cd,3.1,2008,decreasing,N,6439.12,191,145,128,128,114,1,2.92e+11,85095476793,29.17185805,1160695545,0.39790181,953503180.2,0.326873522,15232867.51,20973260.04,26351308.89,30878253.48,32917657.93,12436588.59,16078404.13,18083226.26,17555202.48,16468619.17,2796279.231,4894855.53,8268082.442,13323051.12,16449038.56,19.97124356,6.825209601,0.087834623,20.83266514,6.527736775,0.151994884,26.97465129,7.041187379,0.254929106,31.79919374,6.038057538,0.409699586,34.64118524,6.055907271,0.505975559,NA,NA,NA
Prionailurus_bengalensis,CARNIVORA,FELIDAE,Prionailurus,bengalensis,Terrestrial,wild,94,12,1,1,18146,"(Kerr, 1792)",NA,Leopard Cat,"Chat De Chine, Chat-l_opard Du Bengale","Gato Bengalê, Gato De Bengala",LC,NA,3.1,2008,stable,N,2780.97,1033,120,35,18,5,1,1.03e+13,2.51e+12,24.26783104,1.49e+12,14.44012089,87545351207,0.847576684,1292062427,1591766532,1918610305,2218053666,2354686717,1055813635,1246390995,1397197493,1494444991,1517604064,236248792.8,345375538.3,521412815.8,723608683.9,837082659.5,24.13966422,12.12180497,0.19363802,24.60594221,14.17108743,0.276877737,27.95700807,16.09204378,0.416466516,30.32294342,16.87162161,0.582825341,31.08161673,16.82830196,0.677576826,NA,NA,NA
Procapra_gutturosa,CETARTIODACTYLA,BOVIDAE,Procapra,gutturosa,Terrestrial,wild,101,14,1,0,18232,"(Pallas, 1777)",NA,"Dzeren, Mongolian Gazelle",Gazelle De La Mongolie,Gacela De Mongolia,LC,NA,3.1,2008,unknown,N,28274.27,118,55,39,30,16,5,7.16e+11,3641110843,0.508835645,4.14e+11,57.872212,565652770.9,0.07904848,458636.4167,587147.3266,740142.9728,802863.3173,834349.1376,358628.9948,434769.5095,489784.6441,491416.2937,510981.9359,100007.4207,152377.816,250358.3282,311447.0238,323367.2019,0.536538834,89.18375328,0.001856883,0.784278267,82.49095078,0.002777929,0.882977133,85.25729192,0.004359768,1.384413142,87.58598407,0.005094646,1.420416515,87.59232831,0.005281513,NA,NA,NA
Procolobus_badius,PRIMATES,CERCOPITHECIDAE,Procolobus,badius,Terrestrial,wild,85,4,1,0,18240,"(Kerr, 1792)",NA,"Bay Colobus, Red Colobus, West African Red Colobus, Western Red Colobus","Colobe Bai, Colobe Bai D'Afrique Occidentale, Colobe Ferrugineux",Colobo Herrumbroso Occidental,EN,A2cd,3.1,2008,decreasing,N,NA,259,173,136,120,52,1,3.55e+11,24604449998,6.932549476,38584948902,10.87169433,791771777.8,0.223089598,10986177.26,14848862.32,20507429.77,26610769.31,30109668.67,8307929.245,10209349.4,13045865.97,15661179.86,16819119.98,2678247.288,4639513.034,7461563.85,10949590.59,13290549.64,10.00454093,29.23988878,0.110523551,12.11468644,29.13450164,0.193269672,16.01048236,29.0240957,0.304626861,22.40719239,29.20742199,0.47290203,23.71685308,29.28144389,0.588615794,NA,NA,NA
Procolobus_rufomitratus,PRIMATES,CERCOPITHECIDAE,Procolobus,rufomitratus,Terrestrial,wild,33,12,1,0,39993,"(Peters, 1879)",Procolobus badius subspecies rufomitratus,"Eastern Red Colobus, Tana River Red Colobus",NA,NA,LC,NA,3.1,2008,decreasing,N,NA,462,169,120,105,76,12,1.34e+12,3422030787,0.25482205,9831176852,0.732080114,631756580.5,0.047043852,8459918.535,11288657.85,15201405.15,20364685.31,23991526.48,6530405.687,8812611.833,11973545.7,15555042.12,17839531.61,1929512.822,2476046.037,3227859.576,4809643.385,6151995.001,2.734115014,4.454311583,0.018398533,2.915591424,4.45007941,0.023531631,3.009334753,4.521943979,0.030759913,3.360792545,4.553162934,0.045846507,3.379371721,4.561268482,0.058600368,NA,NA,NA
Procyon_lotor,CARNIVORA,PROCYONIDAE,Procyon,lotor,Terrestrial,wild,1699,655,1,1,41686,"(Linnaeus, 1758)",Procyon gloveralleni  |Procyon insularis  |Procyon maynardi  |Procyon minor,Northern Raccoon,Raton Laveur,"Mapache, Mapachên, Zorra Manglera",LC,NA,3.1,2008,increasing,N,6373.72,741,82,29,22,8,1,1.17e+13,2.18e+12,18.61610767,2.72e+12,23.25307787,1.08e+11,0.924794814,283336677.2,327837811.6,374060173.9,425803865.3,449918662.4,89951133.53,99792209.85,105343436.4,104587561.4,103433327.7,193385542.4,228045601.1,268716736.9,321216304.1,346485334.3,22.59992004,26.79198081,0.730547131,22.62078342,26.40945536,0.889876466,22.70088322,26.95000087,1.111684732,22.15667946,27.06771446,1.432401961,22.08965073,27.17875401,1.61858537,NA,NA,NA
Proechimys_guairae,RODENTIA,ECHIMYIDAE,Proechimys,guairae,Terrestrial,wild,20,2,0,0,18284,"Thomas, 1901",NA,Guaira Spiny Rat,NA,NA,LC,NA,3.1,2008,unknown,N,349.28,276,187,165,155,127,1,1.44e+11,9665101832,6.697365314,54120645417,37.50252806,1779199386,1.232883946,5625849.906,8065291.827,10253499.35,12611275.42,13805070.49,1647341.893,1682374.86,1596818.434,1214109.853,934395.3285,3978508.021,6382917.048,8656681.119,11397166.05,12870675.06,9.060107051,27.67657458,0.348412699,9.247304817,29.2212511,0.554122766,8.908934355,30.69877311,0.751766931,8.163355512,30.97938737,0.989059506,8.208532875,30.89358195,1.1158886,NA,NA,NA
Proechimys_guyannensis,RODENTIA,ECHIMYIDAE,Proechimys,guyannensis,Terrestrial,wild,53,29,1,1,18277,"(_. Geoffroy, 1803)",Proechimys cayennensis  |Proechimys warreni,Cayenne Spiny Rat,NA,NA,LC,NA,3.1,2008,unknown,N,314.03,310,214,189,174,137,1,1.51e+12,3237770744,0.214841627,32866757009,2.180867064,729440214.9,0.048401859,1664453.367,2158286.265,2814857.253,3633442.824,3868926.051,944058.9273,1026315.702,1084622.59,1137368.949,1083511.961,720393.8954,1131971.347,1730234.75,2496073.379,2785413.666,0.676808222,4.000873058,0.022815771,0.903932414,4.433336674,0.028275857,0.987945411,4.660764463,0.033402911,0.943397948,4.738685839,0.040706884,0.954606925,4.749640556,0.043471211,NA,NA,NA
